ejercicio_presupuestario,trimestre,finalidad_id,finalidad_desc,funcion_id,funcion_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,tipo_medicion_fisica,medicion_fisica_id,medicion_fisica_desc,unidad_medida_id,unidad_medida_desc,totalizador_avance_fisico,programacion_inicial_DA,programacion_inicial_ajustada,programacion_anual_vig_trim2,programacion_trim2,programacion_acumulada_trim2,ejecutado_vigente_trim2,ejecutado_acumulado_trim2,porc_desvio_acum_trim2,ultima_actualizacion_fecha,filas_csv,causas,requiere_revision_clave
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,17,Formacion y Sancion Legislativa,0,Formacion y Sancion Legislativa,Meta,4804,Formación y Sanción Legislativa,2285,Proyecto de Ley Aprobado,Suma: el total es la suma de las cantidades,8.0,25.0,25.0,7.0,11.0,15.0,18.0,63.64,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[12],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""Los Proyectos de Ley aprobados son el resultado de las Sesiones Legislativas en Recinto, como resultado del debate y la evaluacion de las problematicas sociales.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,17,Formacion y Sancion Legislativa,0,Formacion y Sancion Legislativa,Meta,4805,Difusión de Actividad Legislativa,84,Hora de Transmisión,Suma: el total es la suma de las cantidades,8000.0,8760.0,8760.0,2190.0,4380.0,2190.0,4380.0,0.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[13],"[{""causa_desvio"": ""-"", ""causa_desvio_detalle"": ""-"", ""causa_desvio_comentario"": ""-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,48,Administracion del Edificio del Molino,0,Administracion del Edificio del Molino,Indicador,589,Visitantes al Edificio del Molino Producto de la Difusión del Patrimonio Histórico y Cultural,1321,Visitante,Suma: el total es la suma de las cantidades,10000.0,11494.0,11494.0,,,3926.0,5796.0,,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[14],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""La cantidad de visitas guidas y participantes esta directamente relacionado a la demanda espontánea de los ciudadanos y turistas.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,48,Administracion del Edificio del Molino,0,Administracion del Edificio del Molino,Indicador,590,Visitantes a Eventos Especiales Realizados en el Edificio del Molino,1321,Visitante,Suma: el total es la suma de las cantidades,4000.0,8910.0,8910.0,,,98.0,198.0,,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[15],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""La cantidad de visitas guidas y participantes esta directamente relacionado a la demanda espontánea de los ciudadanos y turistas.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,48,Administracion del Edificio del Molino,0,Administracion del Edificio del Molino,Meta,4430,Desarrollo de Actividades Culturales,270,Evento,Suma: el total es la suma de las cantidades,40.0,6.0,6.0,2.0,3.0,3.0,4.0,33.33,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[16],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""La cantidad de visitas guidas y participantes esta directamente relacionado a la demanda espontánea de los ciudadanos y turistas.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,48,Administracion del Edificio del Molino,0,Administracion del Edificio del Molino,Meta,4677,Difusión del Patrimonio Histórico y Cultural,972,Visita Guiada,Suma: el total es la suma de las cantidades,20.0,186.0,186.0,47.0,93.0,68.0,110.0,18.28,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[17],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""La cantidad de visitas guidas y participantes esta directamente relacionado a la demanda espontánea de los ciudadanos y turistas.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,315,Imprenta del Congreso de la Nación,19,Impresiones y Publicaciones Parlamentarias,0,Impresiones y Publicaciones Parlamentarias,Indicador,621,Indice de Representación de los Servicios Brindados al Poder Legisltativo sobre el Total de los Servicios Prestados,1187,Porcentaje,Suma: el total es la suma de las cantidades,26.0,26.0,26.0,,,,,0.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[18],"[{""causa_desvio"": ""-"", ""causa_desvio_detalle"": ""-"", ""causa_desvio_comentario"": ""-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,315,Imprenta del Congreso de la Nación,19,Impresiones y Publicaciones Parlamentarias,0,Impresiones y Publicaciones Parlamentarias,Meta,139,Composición e Impresión de Papelería y Publicaciones Parlamentarias,70,Página,Suma: el total es la suma de las cantidades,70000000.0,70000000.0,70000000.0,16000000.0,20000000.0,1275345.0,5661722.0,-71.69,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[19],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""Se deja constancia de que los desvíos observados respecto de las metas proyectadas para el trimestre obedecen a circunstancias operativas ajenas a la planificación inicial.  Los trabajos convenidos con el INDEC aún no cuentan con la conformación del remito final, razón por la cual no ha sido posible su imputación definitiva dentro del período informado""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,315,Imprenta del Congreso de la Nación,19,Impresiones y Publicaciones Parlamentarias,0,Impresiones y Publicaciones Parlamentarias,Meta,4806,Servicios Gráficos Adicionales,2287,Tiraje,Suma: el total es la suma de las cantidades,150000.0,150000.0,150000.0,30000.0,50000.0,13070.0,255927.0,411.85,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[20],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""desvios en el primer trimeste 2026, se devio a que se informo la ejecucion que habia quedado pendiente de ejecucion en el cuatro trimestre 2025, de los trabajos del Indec que se habian programado.-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,722,Atención al Público,251,Persona Atendida,Suma: el total es la suma de las cantidades,240000.0,240000.0,240000.0,60000.0,120000.0,9900.0,70219.0,-41.48,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[21],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""Los reclamos fueron centralizados en pedidos colectivos, con temas como pensiones no contributivas, inconvenientes con obras sociales, etc.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,1268,Actuaciones de Oficio,30,Caso,Suma: el total es la suma de las cantidades,24.0,24.0,24.0,6.0,12.0,3.0,32.0,166.67,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[22],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""El 50% de los temas fue absorvido por las presentaciones del público.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,1269,Recepción de  Quejas Promovidas por los Ciudadanos,30,Caso,Suma: el total es la suma de las cantidades,12000.0,12000.0,12000.0,3000.0,6000.0,3103.0,6482.0,8.03,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[23],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""Demoras en los trámites de otorgamiento de pensiones no contributivas.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,3214,Promoción de los Derechos Humanos,80,Programa Radial,Suma: el total es la suma de las cantidades,24.0,24.0,24.0,6.0,12.0,6.0,12.0,0.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[24],"[{""causa_desvio"": ""-"", ""causa_desvio_detalle"": ""-"", ""causa_desvio_comentario"": ""-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,3214,Promoción de los Derechos Humanos,2145,Podcast Difundido,Suma: el total es la suma de las cantidades,48.0,48.0,48.0,12.0,24.0,14.0,26.0,8.33,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[25],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""La diferencia surge de la cantidad de semanas en el trimestre.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,4581,Representación por Mecanismos de Protección de Derechos Humanos,270,Evento,Suma: el total es la suma de las cantidades,12.0,12.0,12.0,3.0,6.0,3.0,6.0,0.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[26],"[{""causa_desvio"": ""-"", ""causa_desvio_detalle"": ""-"", ""causa_desvio_comentario"": ""-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,2854,Participación en Audiencias Públicas,583,Participante,Suma: el total es la suma de las cantidades,300.0,300.0,300.0,100.0,150.0,0.0,0.0,-100.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[27],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""Acefalía del organismo. No hay autoridades facultadas para convocar Audiencias Públicas""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,3795,Monitoreo de Material Audiovisual de Noticieros,1045,Informe Realizado,Suma: el total es la suma de las cantidades,8.0,7.0,7.0,2.0,3.0,0.0,0.0,-100.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[28],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""Acefalía del organismo. No hay autoridades que den instrucciones politica ni personal suficiente.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,4129,Orientación de Atención Ciudadana en materia de Servicios Audiovisuales,2043,Dictamen Jurídico,Suma: el total es la suma de las cantidades,240.0,240.0,240.0,60.0,120.0,0.0,3.0,-97.5,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[29],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""Acefalía del organismo. No hay autoridades que den instrucciones politica con facultades para realizar recomendaciones ni personal.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,369,Oficina de Presupuesto del Congreso,42,Apoyo al Congreso Nacional en Materia Fiscal,0,Apoyo al Congreso Nacional en Materia Fiscal,Indicador,504,Cumplimiento del Plan de Trabajo Anual,1187,Porcentaje,Suma: el total es la suma de las cantidades,100.0,100.0,100.0,,,,,0.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[30],"[{""causa_desvio"": ""-"", ""causa_desvio_detalle"": ""-"", ""causa_desvio_comentario"": ""-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,369,Oficina de Presupuesto del Congreso,42,Apoyo al Congreso Nacional en Materia Fiscal,0,Apoyo al Congreso Nacional en Materia Fiscal,Meta,4462,Publicación Sistemática de  Información Presupuestaria y Fiscal,2012,Informe Publicado,Suma: el total es la suma de las cantidades,70.0,70.0,70.0,17.0,34.0,29.0,50.0,47.06,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[31],"[{""causa_desvio"": ""Otras causas"", ""causa_desvio_detalle"": ""Otras causas"", ""causa_desvio_comentario"": ""El desvio se debio a que la cantidad de informes, a principio de año, es un estimado, ya que depende de la cantidad de modificaciones presupuestarias que realice el Ministerio de Economia, y de los pedidos de analisis de proyectos de ley requeridos por la Comision de Presupuesto y Hacienda del Congreso, que ocurran durante el año.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,385,"Defensoría de los Derechos de las Niñas, Niños y Adolescentes",44,"Defensa de los Derechos de las Niñas, Niños y Adolescentes",0,"Defensa de los Derechos de las Niñas, Niños y Adolescentes",Indicador,608,"Tasa de Cobertura Jurisdiccional del Sistema de Protección Integral de los Derechos de las Niñas, Niños y Adolescentes conforme",1187,Porcentaje,Promedio: el total es la suma de las cantidades dividido el número de cantidades,100.0,100.0,100.0,,,,,0.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[32],"[{""causa_desvio"": ""-"", ""causa_desvio_detalle"": ""-"", ""causa_desvio_comentario"": ""-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,385,"Defensoría de los Derechos de las Niñas, Niños y Adolescentes",44,"Defensa de los Derechos de las Niñas, Niños y Adolescentes",0,"Defensa de los Derechos de las Niñas, Niños y Adolescentes",Meta,4700,"Publicación en Materia de la Defensa de los Derechos de las Niñas, Niños y Adolescentes",1162,Publicación,Suma: el total es la suma de las cantidades,18.0,18.0,18.0,5.0,8.0,5.0,8.0,0.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[33],"[{""causa_desvio"": ""-"", ""causa_desvio_detalle"": ""-"", ""causa_desvio_comentario"": ""-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,387,Comité Nacional para la Prevención de la Tortura (CNPT),43,"Sistema Nacional de Prevencion de la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes",0,"Sistema Nacional de Prevencion de la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes",Meta,354,Capacitación,89,Persona Capacitada,Suma: el total es la suma de las cantidades,760.0,850.0,850.0,180.0,200.0,226.0,286.0,43.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[34],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""El desvío positivo se explica debido a que las capacitaciones realizadas registraron una participación de asistentes superior a la proyectada inicialmente. La relevancia de la temática para las tareas institucionales generó una mayor demanda de participación que la prevista al momento de la planificación.""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,387,Comité Nacional para la Prevención de la Tortura (CNPT),43,"Sistema Nacional de Prevencion de la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes",0,"Sistema Nacional de Prevencion de la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes",Meta,4657,Inspección a Instituciones de Detención por Cuestiones Penales,2230,Institución Inspeccionada,Suma: el total es la suma de las cantidades,252.0,196.0,196.0,48.0,96.0,60.0,96.0,0.0,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[35],"[{""causa_desvio"": ""-"", ""causa_desvio_detalle"": ""-"", ""causa_desvio_comentario"": ""-""}]",False
2026,2,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,387,Comité Nacional para la Prevención de la Tortura (CNPT),43,"Sistema Nacional de Prevencion de la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes",0,"Sistema Nacional de Prevencion de la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes",Meta,4658,Inspección a Instituciones de Detención por Cuestiones de Salud Mental,2230,Institución Inspeccionada,Suma: el total es la suma de las cantidades,50.0,45.0,45.0,13.0,23.0,8.0,26.0,13.04,Última actualización del ejercicio 2026: 15 Septiembre 2026.,[36],"[{""causa_desvio"": ""Otras Causas"", ""causa_desvio_detalle"": ""Otras Causas"", ""causa_desvio_comentario"": ""Debido a cambios producidos en el cronograma y el volumen de trabajo en cada una de las jurisdicciones (no solo en materia de inspecciones) se decidió fragmentar las inspecciones. Es así, que se priorizaron ciertos ejes de intervención (penal) para, en una segunda instancia, profundizar los otros ejes. Resulta importante señalar que el desvío total respecto de las visitas  previstas asciende al -6 %, lo que representa una mejora sustancial en comparación con el trimestre anterior y evidencia un acercamiento progresivo al objetivo programado""}]",False
