jurisdiccion_id,servicio_id,programa_id,subprograma_id,proyecto_id,obra_id,obra,financiero_acumulado_2025_millones,credito_inicial_2026_millones,credito_vigente_marzo2026_millones,devengado_1t2026_millones,avance_fisico_acumulado_2025_pct,programacion_fisica_inicial_2026_pct,ejecucion_fisica_1t2026_pct,corte,fila_excel
50,604,62,42,50,51,"Construcción de Autopista, Ruta Nacional N° 3; Tramo: Fin Variante S. M. del Monte - Acc. Gorchs. Provincia de Buenos Aires (CAF",18988.623465,10417.839212,13115.097969,0.0,37.32,16.18,2.17,2026-03-31,327
50,604,62,42,53,51,"Circunvalación a Formosa, Ruta Nacional N° 11, Tramo: Limite con la provincia de Chaco - Empalme RN Nº 81, Sección: KM 1178,00 -",685.374166,4792.204444,3792.204444,0.0,6.75,26.64,0.0,2026-03-31,328
50,604,62,42,54,51,"Construcción de Autovía en Ruta Nacional N° 105, Tramo: Empalme Rotonda RN 12 (By Pass) - Empalme Rotonda RN 14 (San José), Secc",28449.577781,10029.311048,10787.809604,8678.793088,65.53,34.47,3.54,2026-03-31,329
50,604,62,42,83,51,"Construcción de Autopista Ruta Nacional N° 40, Tramo: Lte. Interprovincial Mendoza / San Juan - Intersección de acc. sur y Ruta",7209.94111,24755.008243,21864.38268,0.0,7.28,19.95,0.63,2026-03-31,330
50,604,62,43,22,51,"Construcción de la RNN° 18. Tramo II: Colectoras Pavimentadas (KM 67,75) - Intersección R.P.N.° 20 (KM 135,60) . Provincia de En",17768.625918,1680.499984,3211.463175,814.39536,98.58,1.42,0.41,2026-03-31,331
50,604,62,43,36,51,"Ruta Segura y Repavimentación en Ruta Nacional N° 3, Tramo: Azul (Int. RN N° 226) - Coronel Dorrego, Seccion: PK 451,00 - PK 476",2321.950997,526.169086,526.169086,0.0,21.13,3.55,0.0,2026-03-31,332
50,604,62,43,37,51,"Ruta Segura y Repavimentación en Ruta Nacional N° 3, Tramo: Azul (Int. RN N° 226) - Coronel Dorrego, Seccion: PK 550+00 - PK 589",4290.646896,618.745984,618.745984,0.0,22.73,3.47,0.0,2026-03-31,333
50,604,62,44,3,51,Ensanche RN 75 La Rioja - Los Sauces,5859.327387,4302.037531,4302.037531,0.0,74.06,13.53,0.75,2026-03-31,334
50,604,62,44,7,51,Ruta Segura RN 40 Circunvalación a Villa La Angostura,4228.931969,3609.212265,3609.212265,36.204732,87.62,12.38,0.01,2026-03-31,335
50,604,62,44,11,60,Sistema Cristo Redentor: Refuncionalización Integral del Paso Sistema Cristo Redentor: Túnel Caracoles y Galerías de Interconexi,222.560238,315.166086,315.166086,0.0,2.88,13.87,0.0,2026-03-31,336
50,604,62,45,23,51,Pavimentación RN 51 Tramo: S A de los Cobres - P° de Sico - Sección: San Antonio de Los Cobres - Mina La Poma - Prov. Salta,0.0,227.015974,227.015974,0.0,0.0,10.34,0.0,2026-03-31,337
50,604,62,45,23,52,Pavimentación RN 51 Tramo: S A de los Cobres - P° de Sico - Sección: Mina La Poma - Alto Chorrillos -Prov. Salta,0.0,1620.083112,1620.083112,1034.743612,1.18,21.26,3.97,2026-03-31,338
50,604,62,45,23,53,Pavimentación RN 51 Tramo: S A de los Cobres - P° de Sico - Sección: Alto Chorrillos - Campo Amarillo -Prov. Salta,1371.669473,2215.572847,2215.572847,0.0,42.77,31.22,0.0,2026-03-31,339
50,604,62,45,50,51,"Pavimentación de Camino, Ruta Nacional N° 76 - Tramo: Quebrada Santo Domingo - Pircas Negras, Provincia de La Rioja",6122.901319,737.743574,737.743574,0.0,77.46,9.66,0.0,2026-03-31,340
50,604,62,45,55,51,"Construcción de Obra Básica, Alcantarillas y Pavimento, Ruta Nacional 40, Tramo: Molinos - Vallecito, Provincia de Salta",3114.348139,1167.957723,167.957723,0.0,76.27,15.82,0.0,2026-03-31,341
50,604,62,45,56,51,"Pavimentación de la Ruta Nacional N° 40, Tramo: Cachi - La Poma, Sección: Emp. RP Nº 33 (Km. 4511,98) - Acceso A Palermo (Km. 45",781.693576,2218.221599,2218.221599,0.0,34.33,28.14,0.0,2026-03-31,342
50,604,62,45,60,51,"Construcción de Obra Básica, Puente, Alcantarillas y Pavimento en Ruta Nacional N° 9, Tramo: Salta - La Caldera, Sección: km. 16",103.890274,3891.584151,3891.584151,1891.815521,23.64,19.71,0.68,2026-03-31,343
50,604,62,49,10,51,Construcción Puente de la Rinconada sobre Río Collón Curá. Provincia de Neuquén,3439.320803,15.224752,902.826514,0.0,100.0,0.0,0.0,2026-03-31,344
50,604,62,49,74,51,"Ruta Nacional N° 40, Reconstrucción de Puentes y Defensas Hidráulicas en A° Los Pozos, A° Chañares Norte y A° Chañares Sur, Prov",2005.550964,2083.203889,2083.203889,736.912589,43.02,18.48,3.33,2026-03-31,345
50,604,62,49,86,51,Construcción de Dos Puentes Nuevos sobre El Rio Santa Cruz en Ruta Nacional N° 3. Provincia de Santa Cruz.,0.0,183.882944,183.882944,0.0,0.0,10.34,0.0,2026-03-31,346
50,604,62,49,87,51,"Construcción de Puente Ruta Nacional N° 35, Tramo: Km. 64,92 (Arroyo Chasico). Bahía Blanca. Provincia de Buenos Aires.",0.0,183.882939,183.882939,0.0,0.0,10.34,0.0,2026-03-31,347
50,604,62,49,88,51,"Construcción de Puente S/canal Maldonado sobre Ruta Nacional N° 3, Bahia Blanca, Provincia de Buenos Aires.",0.0,183.882939,183.882939,0.0,0.0,10.34,0.0,2026-03-31,348
50,604,63,26,11,51,"Crema Malla 408A - Obras de Recuperación y Mantenimiento en Rutas: RN 0060, Tramo: Lte. Córdoba/Catamarca - Emp. RP20 y RN 0157,",3827.26318,11791.65808,11791.65808,219.575263,15.95,29.64,0.49,2026-03-31,349
50,604,63,26,16,51,"Crema Malla 401B - Obras de Recuperación y Mantenimiento en Rutas: RN 0068, Tramo: Talapampa- Río Ancho (Pte.) y Ruta RN 0051, T",2999.849017,6054.646349,6054.646349,1280.255845,18.21,26.53,2.24,2026-03-31,350
50,604,63,26,19,51,"Crema Malla 535 - Obras de Recuperación y Mantenimiento en Ruta RN 0012, Tramo: EMP. R.P. Nº25 - Intersección R.N.Nº 123 y Ruta",4476.985325,564.49127,705.966454,0.0,97.0,3.0,0.0,2026-03-31,351
50,604,63,26,27,51,"Crema Malla 441 - Obras de Recuperación y Mantenimiento en Ruta RN 0038, Tramo: Inicio Circunvalación Catamarca - Lte. Cat/Tuc -",1728.429209,4257.984777,4257.984777,0.0,18.67,36.15,0.3,2026-03-31,352
50,604,63,26,28,51,"Crema Malla 236 - Obras de Recuperación y Mantenimiento en Rutas: RN I V09, Tramo: Bell Ville - Pilar - Provincia de Córdoba",6564.570208,2507.997128,8170.509982,1417.08621,72.87,27.13,0.77,2026-03-31,353
50,604,63,26,36,51,"Malla 513C - Ruta Nacional Nº 0012, Tramo: Acceso Galarza - Intersección Ruta Provincial Nº 32, Provincia de Entre Ríos (BID 537",35456.233196,863.816239,13688.020787,0.0,75.1,7.47,3.83,2026-03-31,354
50,604,63,26,56,51,Crema Malla 544 - Obras de Recuperación y Mantenimiento en Ruta RN 0011 / RN A011 - Provincia de Formosa (BID 3050),2846.658423,525.028444,525.028444,0.0,96.4,3.6,0.0,2026-03-31,355
50,604,63,26,58,51,Crema Malla 406 - Obras de Recuperación y Mantenimiento en Ruta RN 0034 / RN 0050 - Provincia de Salta,4476.572604,463.449302,463.449302,105.748111,81.06,10.33,0.23,2026-03-31,356
50,604,63,26,72,51,Crema Malla 137 - Obras de Rehabilitación en Ruta RN 0151 - Provincia de La Pampa,2113.19497,1256.271418,256.27141,0.0,25.03,25.7,0.0,2026-03-31,357
50,604,63,26,80,51,Crema Malla 235 - Obras de Recuperación y Mantenimiento en Ruta RN 1V09 - Provincia de Santa Fe,6172.932511,4419.226308,4419.226308,246.055225,63.82,36.18,0.59,2026-03-31,358
50,604,63,26,90,51,Crema Malla RN11D - Obras de Recuperación y Mantenimiento en Ruta RN 0011 - Provincia de Santa Fe,4076.896232,8302.554182,6173.891699,2268.092312,30.0,22.7,3.43,2026-03-31,359
50,604,63,50,8,51,Repavimentación Corredor 3 (RN 7) - Santa Fe,8359.620417,1954.510859,1954.510859,923.650478,97.82,2.18,0.0,2026-03-31,360
50,604,63,50,9,51,"Repavimentación Corredor 4 (Rutas Nacionales N°18, 19, 34) – Provincias de Santa Fe, Córdoba y Entre Ríos",11516.441689,1823.54633,1823.54633,0.0,79.66,0.0,0.0,2026-03-31,361
50,604,63,50,16,51,"Obra de Repavimentación y Mantenimiento de la Ruta Nacional N° 38, Tramo: Lte. Tucumán/Catamarca -Aguilares, Sección 1: Lte Cata",0.0,1005.21558,1005.21558,0.0,0.0,10.34,0.0,2026-03-31,362
50,604,63,50,54,51,"Rehabilitación de Calzada Ruta Nacional N° 136 - Tramo: Emp. R.P.N°20 – Inicio Viaducto Puente Internacional - Sección: Km. 8,50",477.840804,2729.456724,2729.456724,0.0,9.19,2.5,0.0,2026-03-31,363
50,604,63,50,55,51,"Obras de Repavimentación, Ruta Nacional N° 33; Tramo: Gral Villegas- Rufino, Interprovincial",3998.07923,7158.375349,6158.375349,0.0,39.84,30.08,0.0,2026-03-31,364
50,609,16,0,18,51,Mantenimiento y Remodelación Edilicio del Instituto Nacional de Vitivinicultura,37.05953,10.0,40.0,0.0,85.04,1.1,0.0,2026-03-31,365
50,624,16,0,11,51,"Fortalecimiento de las Capacidades Analíticas para la Caracterización de Materias Primas Minerales, Materiales Derivados y Resid",340.055837,153.98,153.98,0.0,57.59,7.0,0.0,2026-03-31,366
50,624,19,0,2,51,Construcción Observatorio Nacional Andino de Monitoreo y Riesgo Volcánico,418.157782,91.1,91.1,0.0,37.93,6.4,0.0,2026-03-31,367
50,624,19,0,3,51,Remodelación Repositorio Geológico,280.655348,28.8,28.8,0.0,68.47,8.0,0.0,2026-03-31,368
50,357,1,0,78,51,Intervención en los Patios Internos y Escaleras de Emergencia del Edificio Archivo General de Documentación Financiera de la Adm,0.0,25.0,25.0,0.0,0.0,0.0,0.0,2026-03-31,369
50,357,1,0,79,51,"Intervención Integral del Edificio Sito en la Avenida Paseo Colon N° 189 Correspondiente a la Obra Civil, Instalación Sanitaria,",0.0,118.460868,118.460868,0.0,0.0,10.0,0.0,2026-03-31,370
50,357,1,0,85,51,"Refacción de los Patios Ubicados en los Edificios Pertenecientes al Ministerio de Hacienda, sitos en Avenida Paseo Colón 171 y",0.0,95.0,95.0,0.0,0.0,20.0,0.0,2026-03-31,371
50,377,20,0,23,51,Remodelación  Puentes Gruas,0.0,40.0,40.0,0.0,0.0,,,2026-03-31,372
50,377,20,0,24,51,Restauración de Talleres,0.0,37.0,37.0,0.0,0.0,,,2026-03-31,373
50,377,20,0,25,51,Sistema Eléctrico Ezeiza,0.0,45.0,45.0,0.0,0.0,,,2026-03-31,374
50,377,44,0,6,51,Construcción Planta de Tratamiento Efluentes Líquidos Industriales PIC Lanús (BIRF N°7706-AC),14861.372281,3911.400585,3911.400585,3446.17047,99.65,,,2026-03-31,375
50,377,49,2,10,51,Complejo Federal de Condenados de Agote,6739.009539,10789.012644,10789.012644,7762.409758,73.21,,,2026-03-31,376
50,377,49,3,10,51,Ampliación e Instalación Eléctrica del Museo Histórico Nacional,37.248288,3.91123,3.91123,0.0,0.0,,,2026-03-31,377
50,377,49,3,13,51,"Puesta en valor del espacio público del Predio Instituto Malbrán - ANLIS, Barrio de Barracas, Ciudad Autónoma de Buenos Aires.",61.097168,55.0,55.0,0.0,36.71,,,2026-03-31,378
50,377,49,3,22,51,"Monumento Nacional de la Bandera Etapa II- Restauración - Rosario, Santa Fe",621.592983,1500.0,1500.0,0.0,65.62,,,2026-03-31,379
50,377,49,3,25,51,Restauración y Refuncionalización del Palacio Haedo,531.283725,250.0,250.0,0.0,35.95,,,2026-03-31,380
50,377,49,3,37,51,Puente y Ampliación Edilicia Museo Nacional de Bellas Artes,175.524832,15.124221,15.124221,0.0,1.0,,,2026-03-31,381
50,377,49,3,38,51,Refuncionalización y Puesta en Valor Sede Riobamba ANMAT,551.176873,2.5,2.5,0.0,0.8,,,2026-03-31,382
50,377,49,3,78,51,"Refuncionalización y Restauración del Hotel N°4 de la Unidad Turística del Complejo Chapadmalal, Municipio General Pueyrredón, P",1942.378885,19.670153,19.670153,0.0,82.2,,,2026-03-31,383
50,377,49,3,88,51,"Refuncionalización y Restauración del Hotel N°1 de la Unidad Turística del Complejo Embalse - Ciudad de Embalse, Provincia de Có",1651.201045,447.0,447.0,0.0,80.59,,,2026-03-31,384
50,377,54,0,16,53,Sistema de Señalamiento y Telecomunicaciones (Emergencia Ferroviaria)(BID N°2982/OC-AR - BID N°5320/OC-AR),13535.024413,24780.46125,24780.46125,3623.363839,68.33,,,2026-03-31,385
50,377,54,0,16,54,Adecuación de Estaciones (Emergencia Ferroviaria) (BID N°2982/OC-AR - BID N°5320/OC-AR),1977.422424,100.0,100.0,988.172256,96.83,,,2026-03-31,386
50,377,54,0,16,57,"Renovación, Mejoramiento de Vías y Aparatos de Vías (Emergencia Ferroviaria)(BID N°2982/OC-AR - BID N°5320/OC-AR)",14524.21575,23443.0,23443.0,5449.255353,50.21,,,2026-03-31,387
50,377,54,0,16,58,Cercos Perimetrales (BID N° 2982/OC-AR),0.0,100.0,100.0,0.0,0.0,,,2026-03-31,388
50,377,54,0,16,59,"Mejora de Entornos de Estaciones en la Traza del FFCC Roca Ramal Constitución -  La Plata y Paso Peatonal en La Plata, Provincia",0.0,100.0,100.0,0.0,0.0,,,2026-03-31,389
50,377,54,0,37,51,"Elevación de Viaducto, Prolongación de Tendido Ferroviario y Construcción Nueva Estación Terminal Constitución - Belgrano Sur (C",14780.31355,1563.9764,1563.9764,0.151785,57.83,,,2026-03-31,390
50,377,69,1,26,51,"Programa MAS, AMBA - Etapa IV - Zona 1",1333.351794,6200.0,0.0,0.0,21.41,,,2026-03-31,391
50,377,69,1,26,52,"Programa MAS, AMBA - Etapa IV - Zona 2",2169.218368,6200.0,6200.0,0.0,49.2,,,2026-03-31,392
50,377,69,1,26,55,"Programa MAS, AMBA - Etapa IV - Zona 5",1552.684636,6000.0,6000.0,0.0,12.38,,,2026-03-31,393
50,377,69,1,26,56,"Programa MAS, RMBA - Etapa IV - Construcción y Rehabilitación de Corredores Urbanos en la Región Metropolitana de Buenos Aires",1344.545564,6200.0,6200.0,1651.703472,6.38,,,2026-03-31,394
50,377,69,1,63,52,"Construcc Zona 2 (Programa MAS, Etapa III)",9087.538669,6200.0,6200.0,0.0,69.98,,,2026-03-31,395
50,377,69,1,63,53,"Construcción y Rehabilitación de Corredores Urbanos en la Región Metropolitana de Buenos Aires - Zona 3 (Programa MAS, Etapa III",,0.0,0.0,723.319964,9.69,,,2026-03-31,396
50,377,69,1,63,55,"Construcc Zona 5 (Programa MAS, Etapa III)",6232.631146,6000.0,12200.0,0.0,28.35,,,2026-03-31,397
50,377,72,2,62,51,Impermeabilización y Tratamiento de Fachadas del Hospital de Pediatría Prof. Dr. Juan P. Garrahan - CABA,196.349883,117.781752,117.781752,0.0,66.12,,,2026-03-31,398
50,377,82,1,3,51,Construcción Presa Nacimiento Río Senguer - Provincia de Chubut,0.0,22700.0,123.356506,123.356505,36.29,,,2026-03-31,399
50,377,82,2,46,51,Construcción de 10 Radares Meteorológicos Argentinos - Etapa III,3171.939729,11000.0,1115.542172,0.0,69.0,,,2026-03-31,400
50,377,82,3,2,51,Construcción Agua Potable Andes,147.810882,1400.0,3158.079359,0.0,3.86,,,2026-03-31,401
50,377,82,3,8,51,Acueducto del Río Colorado y Obras Complementarias al Norte de Santa Rosa La Pampa,7849.798703,12139.568363,0.0,0.0,1.45,,,2026-03-31,402
50,377,82,3,9,51,Construcción de Acueducto Vipos - Tucumán (BID 5578 OC-AR),0.0,27121.842037,27121.842037,0.0,0.0,,,2026-03-31,403
50,377,82,3,13,51,Construc Cafayate,1101.365759,2200.0,3620.34,243.08183,8.34,,,2026-03-31,404
50,377,82,3,24,51,Ampliación del Sistema de Desagües Cloacales para la localidad de Villaguay - Entre Ríos (BID 5285 OC-AR),984.032308,3000.0,3000.0,0.0,31.24,,,2026-03-31,405
50,377,82,3,26,51,Construcción de Redes Colectores - Alderetes,1542.2502,10000.0,10000.0,0.0,25.47,,,2026-03-31,406
50,377,82,3,27,51,Ampliación Planta Depuradora - Alderetes y Banda de Rio Sali -Tucumán (PAYS II -BID 3451),2636.16697,3500.0,3500.0,0.0,43.31,,,2026-03-31,407
50,377,82,3,28,51,Construcción de Acueducto Sarmiento - Comodoro Rivadavia (Lago Musters) - Chubut,962.940469,2000.0,4764.74,643.012777,90.66,,,2026-03-31,408
50,377,82,3,30,51,Ampliación Planta Depuradora Líquidos Cloacales - Rafaela - Santa Fé,1054.280354,1100.0,7976.08694,1018.180233,14.96,,,2026-03-31,409
50,377,82,3,34,51,Ampliación de Planta de Tratamiento de Líquidos Cloacales y  3ª Etapa  de Ampliación de Redes- Jáchal - San Juan,0.0,5.831631,0.0,0.0,100.0,,,2026-03-31,410
50,377,82,3,36,51,Construcción de Sistema Agua Potable - Concordia,3691.749693,2000.0,4713.36,0.0,91.9,,,2026-03-31,411
50,377,82,3,40,51,"Construcción de Sistema de Desagües Cloacales  para la Localidad de Catriel, Río Negro (BID 5285 OC-AR)",1817.790238,700.0,2000.0,0.488428,36.59,,,2026-03-31,412
50,377,82,3,42,51,Rehabilitación y Ampliación Líquidos Cloacales Rada Tilly,619.27435,4800.0,4800.0,0.0,12.17,,,2026-03-31,413
50,377,82,3,45,51,"Ampliación de la Planta Depuradora de Líquidos Cloacales, Ampliación de Redes y Renovación de Redes Cloacales Existentes - Gener",7905.858027,2000.0,2000.0,0.0,29.32,,,2026-03-31,414
50,377,82,3,48,51,Construcción de Redes de Agua Potable - Hermoso Campo - Chaco (PROAS II) (BID 5285 OC-AR),3464.437918,1500.0,1500.0,0.0,43.94,,,2026-03-31,415
50,377,82,3,49,51,Construcción de Redes de Agua Potable - Gral. Capdevila - Chaco (PROAS II) (BID 5285 OC-AR),0.0,360.418457,360.418457,0.0,35.22,,,2026-03-31,416
50,377,82,3,51,51,Construcción de Redes de Agua Potable - Corzuela - Chaco (PROAS II) (BID 5285 OC-AR),2363.62745,900.0,900.0,0.0,43.45,,,2026-03-31,417
50,377,82,3,59,51,Construcción Segundo Acueducto Resistencia,9021.872888,1011.536539,35977.210915,0.0,89.63,,,2026-03-31,418
50,377,82,3,76,51,Ampliación del Sistema de Agua Potable de la Localidad de Diamante- Entre Ríos (BID 5285 OC-AR),6650.035041,197.587329,197.587329,0.0,93.62,,,2026-03-31,419
50,377,82,3,88,51,Construcción de Colector Costanero - Bariloche,1687.202688,136.6,136.6,0.0,100.0,,,2026-03-31,420
50,377,82,3,89,51,Construcción de Acueducto y dos Plantas Potabilizadoras - Provincias de Catamarca (QUIROS) y Santiago del Estero (FRIAS) (BID 55,0.0,11406.746823,4214.967464,0.0,0.0,,,2026-03-31,421
80,906,56,0,12,51,"Refuncionalización de Laboratorio para el funcionamiento de BSL4, Barracas – CABA",305.049263,0.0,3.5,0.0,99.8,0.2,0.0,2026-03-31,422
80,906,56,0,44,51,Construcción de Nueva Subestación Eléctrica,466.087293,425.0,212.5,0.0,20.0,30.0,0.0,2026-03-31,423
80,906,56,0,46,51,"Re funcionalización de laboratorios Nivel BSL3 y BSL3A, Barracas-CABA",0.0,160.0,136.276634,0.0,0.0,100.0,0.0,2026-03-31,424
80,906,56,0,47,51,Mejoras Espacios Exteriores (Pavimentos e Iluminacion) Barracas CABA,0.0,318.0672,159.0336,0.0,0.0,40.0,0.0,2026-03-31,425
80,906,56,1,57,51,"Remodelación Reubicación BCG PPD MC Etapa I. Instituto Nacional de Producción de Biológicos. Barracas, CABA.",292.993876,378.615628,189.307814,0.0,30.0,10.0,0.0,2026-03-31,426
80,906,56,1,59,51,Readecuación del Servicio de Control de la Calidad Microbiológico y Biológico – INPB,166.755615,0.0,42.5,37.838289,90.0,10.0,10.0,2026-03-31,427
80,906,56,1,60,51,"Remodelacion integral Bioterio Central, Barracas-CABA",0.0,97.316513,48.658256,0.0,0.0,10.0,0.0,2026-03-31,428
80,906,56,1,62,51,"Reformas I + D INPB, Barracas CABA",0.0,32.087655,32.087655,0.0,0.0,20.0,0.0,2026-03-31,429
80,906,56,1,65,51,Readecuacion del servicio de control de calidad fisico quimico - INPB,0.0,53.952727,53.952727,0.0,0.0,30.0,0.0,2026-03-31,430
80,919,17,0,59,51,Refuncionalización Pabellón 4 para Reformulaciones Estériles Peligrosas,0.0,0.0,273.823,0.0,0.0,100.0,45.0,2026-03-31,431
80,919,17,0,81,51,Refuncionalización del Pabellon para el Servicio de Rehabilitacion,0.0,1027.0,1027.919579,0.0,0.0,66.08,0.0,2026-03-31,432
80,919,18,0,24,51,"Refuncionalización Integral de Lavadero Central en el  Hospital Nacional ""Prof. Alejandro Posadas""",0.0,670.0,0.0,0.0,0.0,100.0,0.0,2026-03-31,433
80,919,19,0,36,51,Refacción de Lavadero Central,23.570765,10.0,10.0,0.0,60.94,0.8,0.0,2026-03-31,434
80,919,19,0,41,51,Complejo Habitacional Yenú Aiken,165.295686,10.0,10.0,0.0,44.56,1.5,0.0,2026-03-31,435
80,919,19,0,44,51,"6 y 8, Hospital Nacional y Comunidad Dr. Ramón Carrillo, Torres partido de Lujan Bs. As.",0.0,10.0,10.0,0.0,0.0,0.81,0.0,2026-03-31,436
88,101,16,0,10,51,Adecuación de Instalación Eléctrica del Edificio de Botanica (7 pisos),45.219782,20.0,20.0,0.0,15.0,33.0,0.0,2026-03-31,437
88,101,16,0,13,51,Adecuación de Instalación Eléctrica del Edificio de Zoología (6 pisos),0.0,20.0,20.0,0.0,0.0,1.9,0.0,2026-03-31,438
88,116,25,0,7,51,Construcción de Biblioteca Infantil y Juvenil en la Plaza Boris Spivacow,0.0,200.0,400.0,0.0,0.0,60.0,0.0,2026-03-31,439
88,850,1,1,25,51,Puesta En Valor Edificios Regional Norte - Tucumán,,0.0,0.0,0.0,12.83,,,2026-03-31,440
88,850,1,1,36,51,"Provisión e Instalación de un Sistema de Protección Contra Incendio para el Depósito Ezeiza, sito en Perito Moreno 375 -",0.0,39.719262,39.719262,0.0,0.0,100.0,0.0,2026-03-31,441
88,850,1,1,58,51,"Conservación y Reparación de Fachada - Edificio Central Alsina 250, CABA",0.0,16.541996,16.541996,0.0,0.0,100.0,0.0,2026-03-31,442
88,850,1,1,63,51,"Provisión e Instalación de un Sistema de Detección y Extinción de Incendios - Edificio AV. Paseo Colon 329, CABA",0.0,34.958522,34.958522,0.0,0.0,33.0,0.0,2026-03-31,443
88,850,1,1,64,51,"Provisión e Instalación de un Sistema de Detección y Extinción de Incendios - Edificio Alsina 250, CABA",0.0,16.534092,16.534092,0.0,0.0,33.0,0.0,2026-03-31,444
88,850,1,1,65,51,"Provisión e Instalación de un Sistema de Detección y Extinción de Incendios - Edificio Tucumán 500, CABA",0.0,25.763267,25.763267,0.0,0.0,100.0,0.0,2026-03-31,445
88,850,1,1,66,51,"Provisión e Instalación de un Sistema de Detección y Extinción de Incendios - Edificio AV. Córdoba 1118/44, CABA",0.0,27.961704,27.961704,0.0,0.0,100.0,0.0,2026-03-31,446
88,850,1,1,67,51,"Provisión e Instalación de un Sistema de Detección y Extinción de Incendios - Edificio Defensa 363, CABA",0.0,28.939953,28.939953,0.0,0.0,25.0,0.0,2026-03-31,447
88,850,1,1,68,51,"Provisión e Instalación de un Sistema de Detección y Extinción de Incendios - Edificio Paraná 451/457, CABA",0.0,63.666577,63.666577,0.0,0.0,25.0,0.0,2026-03-31,448
