credito_presupuestado,credito_vigente,credito_comprometido,credito_devengado,credito_pagado,corte,devengado_menos_pagado,porcentaje_ejecucion
148069293.526549,152474968.84041598,107759587.2013145,105365152.01509236,103019787.84949951,2026-09-15,2345364.16559285,69.10324548
