impacto_presupuestario_mes,finalidad_id,finalidad_desc,funcion_id,funcion_desc,credito_comprometido,credito_devengado,credito_pagado,anio,periodo,mes_completo,ipc,credito_comprometido_real_agosto2026,credito_devengado_real_agosto2026,credito_pagado_real_agosto2026
5,4,SERVICIOS ECONOMICOS,6,Industria,6143.31811846,8258.69048904,11246.62741744,2025,2025-05,True,8714.4871,8654.56315885,11634.65037436,15843.98617024
5,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",2636.31380962,4466.47695065,4707.88287517,2025,2025-05,True,8714.4871,3713.97735425,6292.26846495,6632.35549616
5,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,8495.77654117,13195.45865847,8575.22955602,2025,2025-05,True,8714.4871,11968.65167019,18589.45413009,12080.5832228
5,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,1196188.40767815,1196188.40767815,1198110.74767088,2025,2025-05,True,8714.4871,1685162.30553342,1685162.30553342,1687870.45324107
6,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,49785.14342876,53277.82888874,34796.66793016,2025,2025-06,True,8855.5681,69018.7856103,73860.81060741,48239.76789906
6,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,284111.41939051,311674.04860808,261705.15497066,2025,2025-06,True,8855.5681,393873.02704895,432084.008595,362810.48401271
6,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,30865.20578507,25001.43331105,18074.82812887,2025,2025-06,True,8855.5681,42789.45231816,34660.31122547,25057.73011088
6,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,192328.97134286,74761.45857907,33609.16644151,2025,2025-06,True,8855.5681,266631.99351344,103644.27470147,46593.49543678
6,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,210285.69052888,211008.14723175,198091.20871786,2025,2025-06,True,8855.5681,291525.98530313,292527.55084767,274620.37315103
6,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,13617.58264015,11646.01661628,9299.87328829,2025,2025-06,True,8855.5681,18878.50374713,16145.25677129,12892.72093001
6,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,11107.5965471,11198.98605526,5988.76165368,2025,2025-06,True,8855.5681,15398.82727921,15525.52356722,8302.41771299
6,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,3053.79096693,6700.87860958,2513.89607446,2025,2025-06,True,8855.5681,4233.57109228,9289.64892543,3485.09700405
6,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,695165.73272494,260749.41510799,168304.63987008,2025,2025-06,True,8855.5681,963731.17291963,361485.51033306,233326.27077863
6,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,96927.18455052,302722.90735918,218973.14622599,2025,2025-06,True,8855.5681,134373.35135682,419674.74638791,303569.69153682
6,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,20352.90516873,64574.96784302,39935.34722365,2025,2025-06,True,8855.5681,28215.90341298,89522.40677436,55363.68841131
6,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,47072.23241451,33542.90679085,19107.80002253,2025,2025-06,True,8855.5681,65257.78763426,46501.63749868,26489.77310122
6,3,SERVICIOS SOCIALES,1,Salud,676980.23181442,653061.64831011,588743.64746591,2025,2025-06,True,8855.5681,938520.01348297,905360.89264307,816194.72769065
6,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,237260.76623656,238823.52002977,29515.1221575,2025,2025-06,True,8855.5681,328922.42204845,331088.91915153,40917.78687683
6,3,SERVICIOS SOCIALES,3,Seguridad Social,7681285.25310382,7692710.76025923,7789852.44004552,2025,2025-06,True,8855.5681,10648818.97657208,10664658.5338082,10799329.24698167
6,3,SERVICIOS SOCIALES,4,Educación y Cultura,761949.79587209,715670.77476357,240778.498455,2025,2025-06,True,8855.5681,1056316.12134171,992157.98869087,333799.17019253
6,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",147309.36919325,148138.41969469,54758.86904539,2025,2025-06,True,8855.5681,204219.8348848,205369.17492639,75914.02540227
6,3,SERVICIOS SOCIALES,6,Trabajo,90226.91508925,94266.01420516,14104.00849507,2025,2025-06,True,8855.5681,125084.54691378,130684.08317581,19552.85194588
6,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,2360.49514589,2488.96495024,2250.31426749,2025,2025-06,True,8855.5681,3272.43223958,3450.53416463,3119.6848555
6,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,76378.32475825,11009.81054082,12465.09308086,2025,2025-06,True,8855.5681,105885.78958916,15263.26331497,17280.76947677
6,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",267471.25438441,310226.92883451,272365.65723694,2025,2025-06,True,8855.5681,370804.21772194,430077.81874547,377589.48975099
6,4,SERVICIOS ECONOMICOS,2,Comunicaciones,38672.46649673,39244.98481894,9078.74692663,2025,2025-06,True,8855.5681,53612.91522598,54406.61625037,12586.16616493
6,4,SERVICIOS ECONOMICOS,3,Transporte,366457.66160933,378186.33044487,319638.73231969,2025,2025-06,True,8855.5681,508032.33735901,524292.17762668,443125.71219744
6,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,10175.56735751,22871.7916387,16199.56963256,2025,2025-06,True,8855.5681,14106.72448732,31707.91876685,22457.99743549
6,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",24833.30451066,34500.12395223,15327.63672647,2025,2025-06,True,8855.5681,34427.22872676,47828.65920624,21249.20810263
6,4,SERVICIOS ECONOMICOS,6,Industria,9433.15394136,10469.86791838,6686.76013788,2025,2025-06,True,8855.5681,13077.49229324,14514.72305711,9270.07602266
6,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",5151.75896075,6688.34388094,4014.4590338,2025,2025-06,True,8855.5681,7142.05328617,9272.27161788,5565.37690389
6,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,1410.93201785,6483.98381832,5904.47983485,2025,2025-06,True,8855.5681,1956.02157077,8988.9605259,8185.57504901
6,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,1734993.49225349,1734993.49225349,451513.4043094,2025,2025-06,True,8855.5681,2405278.67612682,2405278.67612682,625947.91751078
7,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,30879.2385343,32240.84644014,47668.26080187,2025,2025-07,True,9023.973,42010.0088668,43862.42372263,64850.82385458
7,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,259881.74713543,215432.11934933,260631.20653231,2025,2025-07,True,9023.973,353559.05843832,293087.06022678,354578.66894048
7,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,17431.38751143,24000.26304301,25595.63624233,2025,2025-07,True,9023.973,23714.72803976,32651.42895679,34821.87244667
7,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,6634.09421604,34943.85104689,75994.74287012,2025,2025-07,True,9023.973,9025.42841299,47539.75687223,103387.90635196
7,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,226146.5588864,223893.90222718,217377.0047384,2025,2025-07,True,9023.973,307663.64052215,304598.98832476,295733.00152319
7,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,3191.80491374,5095.29093398,6749.66135488,2025,2025-07,True,9023.973,4342.32704859,6931.94610604,9182.65303244
7,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,7545.84617084,7337.20672267,11035.91069161,2025,2025-07,True,9023.973,10265.83165878,9981.98576479,15013.92935881
7,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,332.38825916,2044.40529414,5939.95254483,2025,2025-07,True,9023.973,452.20136173,2781.33427541,8081.07553557
7,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,30145.70233586,163603.23289861,241079.7840203,2025,2025-07,True,9023.973,41012.06125982,222575.86621101,327979.71533689
7,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,114429.91343384,224746.56197552,292173.33595101,2025,2025-07,True,9023.973,155677.46829778,305758.99891079,397490.51519879
7,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,10088.31159101,39411.07006162,66562.63810499,2025,2025-07,True,9023.973,13724.7574586,53617.23544121,90555.89288195
7,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,14987.36897034,18196.04680134,32200.99646738,2025,2025-07,True,9023.973,20389.73540862,24755.01740809,43808.20937705
7,3,SERVICIOS SOCIALES,1,Salud,523578.11151473,498914.76580347,557922.42818376,2025,2025-07,True,9023.973,712307.75599486,678754.22873207,759031.86955057
7,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,209272.22044181,216873.13514666,413441.44035202,2025,2025-07,True,9023.973,284706.75617763,295047.50644554,562471.07764005
7,3,SERVICIOS SOCIALES,3,Seguridad Social,5490272.21250639,5485927.22062399,5410935.43470826,2025,2025-07,True,9023.973,7469302.84800755,7463391.65472138,7361368.23248713
7,3,SERVICIOS SOCIALES,4,Educación y Cultura,435317.58992708,479334.57098357,688425.42197699,2025,2025-07,True,9023.973,592232.732436,652116.1315172,936576.14158007
7,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",92313.40492104,99227.78664406,140710.50722161,2025,2025-07,True,9023.973,125588.81446995,134995.56318786,191431.19897422
7,3,SERVICIOS SOCIALES,6,Trabajo,88503.60290572,89886.24747006,97455.04799513,2025,2025-07,True,9023.973,120405.7262838,122286.76069931,132583.82086859
7,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,1019.70885201,769.12612538,1136.90105551,2025,2025-07,True,9023.973,1387.27442605,1046.3663251,1546.70988307
7,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,12907.01882199,11912.50405451,11930.73431788,2025,2025-07,True,9023.973,17559.49955027,16206.50070111,16231.30226883
7,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",429115.4580722,833592.26382107,857082.26723393,2025,2025-07,True,9023.973,583794.97209657,1134070.01132888,1166027.25180809
7,4,SERVICIOS ECONOMICOS,2,Comunicaciones,8603.25990735,9273.87688043,29915.6334944,2025,2025-07,True,9023.973,11704.40212085,12616.75055697,40699.06150567
7,4,SERVICIOS ECONOMICOS,3,Transporte,217333.25390198,196602.77172346,219412.97846189,2025,2025-07,True,9023.973,295673.48020359,267470.46155838,298502.86497307
7,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,2748.74947964,7412.54137298,13782.13974429,2025,2025-07,True,9023.973,3739.56727864,10084.47564076,18750.06769412
7,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",13277.08967656,21049.92964418,34785.01956081,2025,2025-07,True,9023.973,18062.96662458,28637.61455825,47323.67278287
7,4,SERVICIOS ECONOMICOS,6,Industria,4996.92646395,6221.79309414,9171.48278786,2025,2025-07,True,9023.973,6798.1250517,8464.50869447,12477.44735712
7,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",2743.17789385,3342.93871465,4872.24036764,2025,2025-07,True,9023.973,3731.98735182,4547.9387352,6628.49444355
7,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,17667.07005456,19526.52443859,22619.1484132,2025,2025-07,True,9023.973,24035.36501776,26565.08073837,30772.475958
7,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,841263.96906983,841263.96906983,2128238.11723402,2025,2025-07,True,9023.973,1144507.06939189,1144507.06939189,2895385.58654405
8,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,37666.87271565,37294.00291005,36430.54627239,2025,2025-08,True,9193.2441,50300.78362456,49802.84891271,48649.77879118
8,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,208599.19312915,235044.23490273,232150.32663653,2025,2025-08,True,9193.2441,278565.8091941,313880.82815617,310016.26911443
8,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,19656.95620256,21490.54483314,23883.23750831,2025,2025-08,True,9193.2441,26250.12987212,28698.72563581,31893.95549847
8,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,13652.67107439,44008.27315018,42918.74670465,2025,2025-08,True,9193.2441,18231.93708685,58769.16414401,57314.19774944
8,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,118291.61474054,121893.334882,117334.08265547,2025,2025-08,True,9193.2441,157968.00978359,162777.78910558,156689.31020616
8,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,4779.64762047,5482.0867199,5620.95854595,2025,2025-08,True,9193.2441,6382.79749354,7320.84290592,7506.29397128
8,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,7209.77908567,7249.84365105,7788.6281021,2025,2025-08,True,9193.2441,9628.02355552,9681.52624605,10401.02532146
8,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,278.48489538,2812.52476007,3146.72431648,2025,2025-08,True,9193.2441,371.89199568,3755.8785531,4202.1725606
8,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,47251.89574007,162539.96621515,162714.87075544,2025,2025-08,True,9193.2441,63100.73579546,217057.77733796,217291.34691254
8,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,113860.97367338,233608.4815619,242823.61480593,2025,2025-08,True,9193.2441,152051.27973489,311963.50630467,324269.50332435
8,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,8021.52002467,44204.83975371,39123.54081402,2025,2025-08,True,9193.2441,10712.03192649,59031.66149192,52246.03528858
8,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,7992.50405165,20098.81171221,17961.28874566,2025,2025-08,True,9193.2441,10673.28365578,26840.18890229,23985.71566145
8,3,SERVICIOS SOCIALES,1,Salud,492928.46830067,554709.2415795,531389.51630995,2025,2025-08,True,9193.2441,658262.45819642,740765.2274684,709623.79282308
8,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,225320.73170095,234580.03217843,54525.74105566,2025,2025-08,True,9193.2441,300895.94793217,313260.92639344,72814.31414586
8,3,SERVICIOS SOCIALES,3,Seguridad Social,5933429.47656451,5931251.1744568,5916404.61419728,2025,2025-08,True,9193.2441,7923571.31703758,7920662.38685333,7900836.11614536
8,3,SERVICIOS SOCIALES,4,Educación y Cultura,482825.71149577,567758.39572121,546269.73222142,2025,2025-08,True,9193.2441,644771.11826249,758191.22096461,729495.00768342
8,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",94492.90276407,105579.49643603,105061.87046431,2025,2025-08,True,9193.2441,126186.93067176,140992.09789752,140300.85410357
8,3,SERVICIOS SOCIALES,6,Trabajo,83004.97766159,91690.12770134,89331.24564499,2025,2025-08,True,9193.2441,110845.82074641,122444.07197884,119293.99321313
8,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,1985.96587148,2028.23750732,1993.1637489,2025,2025-08,True,9193.2441,2652.08211845,2708.53215676,2661.69424838
8,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,-39779.85617393,15882.90299765,7422.83163855,2025,2025-08,True,9193.2441,-53122.48651822,21210.21495588,9912.53643356
8,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",1011155.11682734,661108.02055651,641952.51340824,2025,2025-08,True,9193.2441,1350308.40299258,882851.40488062,857270.91595717
8,4,SERVICIOS ECONOMICOS,2,Comunicaciones,5830.81152792,7248.88483146,8704.58509336,2025,2025-08,True,9193.2441,7786.5341048,9680.24582713,11624.20503098
8,4,SERVICIOS ECONOMICOS,3,Transporte,187747.38171592,211110.11929452,258086.24220472,2025,2025-08,True,9193.2441,250720.05565903,281918.92944634,344651.39497021
8,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,2877.11736994,8963.05980423,8179.72271089,2025,2025-08,True,9193.2441,3842.13628193,11969.37519156,10923.29764925
8,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",19064.21039346,24891.72049214,23467.65477066,2025,2025-08,True,9193.2441,25458.57016625,33240.69550371,31338.98143618
8,4,SERVICIOS ECONOMICOS,6,Industria,2606.50115854,5287.13121127,7502.70150124,2025,2025-08,True,9193.2441,3480.75221913,7060.49703304,10019.195585
8,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",5313.44675053,4445.86481833,4841.95600315,2025,2025-08,True,9193.2441,7095.63911283,5937.06002457,6466.00483859
8,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,661.82087836,4149.25478113,3792.3852601,2025,2025-08,True,9193.2441,883.80336355,5540.96350192,5064.39575776
8,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,1210263.35536337,1210263.35536337,1209159.49814152,2025,2025-08,True,9193.2441,1616199.88010227,1616199.88010227,1614725.77622092
9,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,37169.52281285,39107.81490722,35726.77469915,2025,2025-09,True,9384.0922,48627.13666699,51162.91295468,46739.65723783
9,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,206999.60399566,226850.44422215,215527.73449558,2025,2025-09,True,9384.0922,270807.83587648,296777.75552028,281964.78748497
9,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,28557.96927362,28163.35493803,23601.36212162,2025,2025-09,True,9384.0922,37361.04662393,36844.79126805,30876.55085575
9,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,277226.46210283,249336.07277835,221221.724035,2025,2025-09,True,9384.0922,362682.32789148,326194.64468377,289413.9659129
9,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,121080.86409009,124321.24098681,137450.72072298,2025,2025-09,True,9384.0922,158404.39371555,162643.62624492,179820.30641679
9,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,5179.88005277,5910.42003568,4921.66414285,2025,2025-09,True,9384.0922,6776.59319203,7732.32425612,6438.7814745
9,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,8084.30952437,8216.97183249,7447.20299564,2025,2025-09,True,9384.0922,10576.32152232,10749.87737397,9742.82504726
9,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,4556.42785514,4198.05343711,2681.53403399,2025,2025-09,True,9384.0922,5960.96003548,5492.11565748,3508.1247237
9,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,361697.22233099,237856.2689597,209294.51567577,2025,2025-09,True,9384.0922,473191.44641477,311176.15784415,273810.1607777
9,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,215712.28339765,230197.52863033,239661.10121467,2025,2025-09,True,9384.0922,282206.22412455,301156.58846285,313537.33490756
9,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,44115.66931968,48731.37965219,53470.6387833,2025,2025-09,True,9384.0922,57714.45310086,63752.96961033,69953.11919603
9,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,28762.68680621,26620.22014663,29423.27958001,2025,2025-09,True,9384.0922,37628.86893323,34825.9806749,38493.09135692
9,3,SERVICIOS SOCIALES,1,Salud,628053.7700242,655930.07177351,603053.87437711,2025,2025-09,True,9384.0922,821653.17706543,858122.43016182,788946.99064457
9,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,232372.76876912,249232.79864854,411473.62758638,2025,2025-09,True,9384.0922,304002.35272098,326059.53600213,538311.57381948
9,3,SERVICIOS SOCIALES,3,Seguridad Social,5862018.30328496,5868258.46505394,5863751.17339734,2025,2025-09,True,9384.0922,7669002.54849867,7677166.25833945,7671269.58087907
9,3,SERVICIOS SOCIALES,4,Educación y Cultura,546882.29065608,567911.11350324,534369.08179094,2025,2025-09,True,9384.0922,715460.35235339,742971.3711976,699089.9103466
9,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",146382.11092756,154125.86070812,127263.87467038,2025,2025-09,True,9384.0922,191504.82371046,201635.60695431,166493.33534698
9,3,SERVICIOS SOCIALES,6,Trabajo,88357.66895393,90253.8732683,164501.14315712,2025,2025-09,True,9384.0922,115594.17820435,118074.89303106,215209.10048949
9,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,1384.83304032,1374.04941345,1304.41571669,2025,2025-09,True,9384.0922,1811.71186544,1797.60415412,1706.50566717
9,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,26538.40071364,25501.27154673,28928.05720685,2025,2025-09,True,9384.0922,34718.94016297,33362.1129044,37845.21524236
9,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",192439.93580825,594123.7989728,600740.20537299,2025,2025-09,True,9384.0922,251760.10749052,777264.19344219,785920.12641949
9,4,SERVICIOS ECONOMICOS,2,Comunicaciones,37212.24814404,36361.02087844,19876.05766697,2025,2025-09,True,9384.0922,48683.03220617,47569.41165238,26002.91043388
9,4,SERVICIOS ECONOMICOS,3,Transporte,387012.0647324,402385.24596306,301568.68679343,2025,2025-09,True,9384.0922,506309.66284587,526421.6720442,394528.11436467
9,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,19752.73836177,25106.36501264,22885.7037921,2025,2025-09,True,9384.0922,25841.57759305,32845.47527898,29940.28875813
9,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",6762.69957003,29864.5469152,26386.35510475,2025,2025-09,True,9384.0922,8847.32144358,39070.38063564,34520.02605153
9,4,SERVICIOS ECONOMICOS,6,Industria,10194.46661824,10007.34711521,7646.92974673,2025,2025-09,True,9384.0922,13336.94069704,13092.14106125,10004.1181521
9,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",7184.89348726,7952.45474662,7442.55440184,2025,2025-09,True,9384.0922,9399.6578676,10403.82212462,9736.74351086
9,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,11382.6546063,9919.42303262,8855.92077252,2025,2025-09,True,9384.0922,14891.39109912,12977.11412367,11585.78418899
9,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,460326.82988296,460326.82988296,465769.54123061,2025,2025-09,True,9384.0922,602223.91825977,602223.91825977,609344.36126017
10,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,38364.61778728,35538.91985645,38054.66968448,2025,2025-10,True,9603.8623,49042.08541743,45429.9519653,48645.87395465
10,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,191786.62880357,222076.27527713,226879.81259051,2025,2025-10,True,9603.8623,245163.81953439,283883.54399135,290023.98017489
10,1,ADMINISTRACION GUBERNAMENTAL,3,Dirección Superior Ejecutiva,17124.82816553,20118.11144107,21362.53112226,2025,2025-10,True,9603.8623,21890.93321115,25717.29360634,27308.05456839
10,1,ADMINISTRACION GUBERNAMENTAL,4,Relaciones Exteriores,7153.62796114,41223.04914063,69047.69734695,2025,2025-10,True,9603.8623,9144.59347569,52696.06251081,88264.74148503
10,1,ADMINISTRACION GUBERNAMENTAL,5,Relaciones Interiores,148611.84341933,160568.01093952,170384.69260857,2025,2025-10,True,9603.8623,189972.82233917,205256.57655357,217805.39285089
10,1,ADMINISTRACION GUBERNAMENTAL,6,Administración Fiscal,3697.63916872,5047.79128658,7002.80817547,2025,2025-10,True,9603.8623,4726.74944817,6452.66982245,8951.79820655
10,1,ADMINISTRACION GUBERNAMENTAL,7,Control de la Gestión Pública,7836.51913178,7809.53903022,9167.52044416,2025,2025-10,True,9603.8623,10017.54384123,9983.05475932,11718.98344411
10,1,ADMINISTRACION GUBERNAMENTAL,8,Información y Estadística Básicas,1034.92982155,2253.54166166,2898.30647398,2025,2025-10,True,9603.8623,1322.96682821,2880.73722709,3704.95007798
10,2,SERVICIOS DE DEFENSA Y SEGURIDAD,1,Defensa,48138.37376421,224980.48535939,235705.8833281,2025,2025-10,True,9603.8623,61536.02913733,287596.04074328,301306.48316796
10,2,SERVICIOS DE DEFENSA Y SEGURIDAD,2,Seguridad Interior,161107.87813496,240412.37233249,250045.68951739,2025,2025-10,True,9603.8623,205946.69715531,307322.86099425,319637.27963006
10,2,SERVICIOS DE DEFENSA Y SEGURIDAD,3,Sistema Penal,47518.40991693,47218.72048402,47212.53240288,2025,2025-10,True,9603.8623,60743.51974437,60360.42209828,60352.51177826
10,2,SERVICIOS DE DEFENSA Y SEGURIDAD,4,Inteligencia,10490.66794976,19538.62929489,18231.61669209,2025,2025-10,True,9603.8623,13410.38340407,24976.53259919,23305.7581355
10,3,SERVICIOS SOCIALES,1,Salud,645847.53910731,685526.17038022,708066.14390204,2025,2025-10,True,9603.8623,825596.91732526,876318.72654339,905131.92397684
10,3,SERVICIOS SOCIALES,2,Promoción y Asistencia Social,225460.13521515,230380.44316989,246548.45341887,2025,2025-10,True,9603.8623,288209.18458658,294498.89049045,315166.70853198
10,3,SERVICIOS SOCIALES,3,Seguridad Social,5871192.11023529,5868307.7519137,5922308.0409597,2025,2025-10,True,9603.8623,7505235.8547878,7501548.73484916,7570578.14112773
10,3,SERVICIOS SOCIALES,4,Educación y Cultura,484377.00317178,511681.19686815,893426.93730829,2025,2025-10,True,9603.8623,619186.62908372,654090.00299288,1142081.49854778
10,3,SERVICIOS SOCIALES,5,"Ciencia, Tecnología e Innovación",97772.53826328,113075.68692666,198329.66635329,2025,2025-10,True,9603.8623,124984.15074988,144546.40282461,253527.88582542
10,3,SERVICIOS SOCIALES,6,Trabajo,81131.8998237,89381.49949736,90180.31068052,2025,2025-10,True,9603.8623,103712.16476844,114257.75586747,115278.88858132
10,3,SERVICIOS SOCIALES,7,Vivienda y Urbanismo,2289.00078021,2366.1008797,1960.69130973,2025,2025-10,True,9603.8623,2926.06516781,3024.62341973,2506.38208419
10,3,SERVICIOS SOCIALES,8,Agua Potable y Alcantarillado,30994.54715717,40211.16750363,44826.73270169,2025,2025-10,True,9603.8623,39620.809924,51402.55853407,57302.70704977
10,4,SERVICIOS ECONOMICOS,1,"Energía, Combustibles y Minería",94482.44425928,678862.27566204,710345.63592355,2025,2025-10,True,9603.8623,120778.37260112,867800.16666111,908045.83395106
10,4,SERVICIOS ECONOMICOS,2,Comunicaciones,-2086.25649881,-1126.98253236,-2006.81222544,2025,2025-10,True,9603.8623,-2666.89401116,-1440.63923489,-2565.33916544
10,4,SERVICIOS ECONOMICOS,3,Transporte,264142.97358647,264049.20208295,299549.37141268,2025,2025-10,True,9603.8623,337658.05630775,337538.18674171,382918.60330823
10,4,SERVICIOS ECONOMICOS,4,Ecología y Desarrollo Sostenible,16658.63106881,8144.81917749,13755.35923405,2025,2025-10,True,9603.8623,21294.9862382,10411.64856709,17583.68886259
10,4,SERVICIOS ECONOMICOS,5,"Agricultura, Ganadería y Pesca",17837.13491445,19504.35913691,32725.10735516,2025,2025-10,True,9603.8623,22801.48596624,24932.7245252,41833.01184193
10,4,SERVICIOS ECONOMICOS,6,Industria,6180.77966324,7792.32632179,10930.32002347,2025,2025-10,True,9603.8623,7900.98642118,9961.05148741,13972.39746276
10,4,SERVICIOS ECONOMICOS,7,"Comercio, Turismo y Otros Servicios",4952.76448084,4665.03857941,5850.51928497,2025,2025-10,True,9603.8623,6331.19558413,5963.39110572,7478.8094619
10,4,SERVICIOS ECONOMICOS,8,Seguros y Finanzas,2711.13029381,5702.00660685,5195.40919303,2025,2025-10,True,9603.8623,3465.67986638,7288.9634041,6641.37207976
10,5,DEUDA PUBLICA,1,Servicio de la Deuda Pública,463757.86277157,463757.86277157,332220.22052905,2025,2025-10,True,9603.8623,592828.86239494,592828.86239494,424682.25600273
