jurisdiccion_id,jurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,credito_presupuestado,credito_vigente,credito_comprometido,credito_devengado,credito_pagado,devengado_menos_pagado,corte
41,Ministerio de Seguridad Nacional,343,Ministerio de Seguridad Nacional,53,Asuntos Penitenciarios,48805.381872,48801.88379,29705.21154481,29062.25683086,28962.14314352,100.11368734,2026-09-15
41,Ministerio de Seguridad Nacional,343,Ministerio de Seguridad Nacional,54,"Fondos para la atencion de Recompensas, Informantes y Proteccion de Testigos",650.10426,775.203213,604.98216902,477.4351114,471.6874154,5.747696,2026-09-15
41,Ministerio de Seguridad Nacional,343,Ministerio de Seguridad Nacional,56,Articulacion Federal de la Seguridad,959.881488,955.648007,894.74285693,861.55084955,857.69752079,3.85332876,2026-09-15
41,Ministerio de Seguridad Nacional,343,Ministerio de Seguridad Nacional,57,"Control, Fiscalizacion y Trazabilidad de Armas y Materiales Regulados",7484.485023,7076.753349,5538.21805855,4901.56738222,4888.01211905,13.55526317,2026-09-15
41,Ministerio de Seguridad Nacional,375,Gendarmería Nacional Argentina (GNA),1,Actividades Centrales,248911.794438,276028.525808,182005.40112346,181158.36060566,181007.17871985,151.18188581,2026-09-15
41,Ministerio de Seguridad Nacional,375,Gendarmería Nacional Argentina (GNA),41,Formacion y Capacitacion de la Gendarmeria Nacional Argentina,126730.51757,126480.51757,95889.84160353,95668.38752017,95613.58104372,54.80647645,2026-09-15
41,Ministerio de Seguridad Nacional,375,Gendarmería Nacional Argentina (GNA),42,Asistencia Sanitaria de la Gendarmeria Nacional Argentina,88063.77299,88063.77299,65488.23021554,64814.65649089,64644.01012,170.64637089,2026-09-15
41,Ministerio de Seguridad Nacional,375,Gendarmería Nacional Argentina (GNA),44,Misiones Humanitarias y de Paz para Organismos Internacionales,9785.567221,10287.261087,6686.65295617,6433.40029256,6433.40029256,0.0,2026-09-15
41,Ministerio de Seguridad Nacional,375,Gendarmería Nacional Argentina (GNA),48,Seguridad en Fronteras,414165.082607,416212.630454,310048.92130297,308927.29412776,308511.1485831,416.14554466,2026-09-15
41,Ministerio de Seguridad Nacional,375,Gendarmería Nacional Argentina (GNA),49,Operaciones Complementarias de Seguridad Interior,465428.298395,467169.152885,336072.73095384,315389.45614097,314992.12775505,397.32838592,2026-09-15
41,Ministerio de Seguridad Nacional,375,Gendarmería Nacional Argentina (GNA),50,Servicio de Investigacion de Delitos Complejos y Operaciones Antidrogas,79494.328774,82850.948092,60401.55679765,60045.06318152,60003.63735788,41.42582364,2026-09-15
41,Ministerio de Seguridad Nacional,380,Prefectura Naval Argentina (PNA),1,Actividades Centrales,141057.859215,152735.835456,121878.3214809,98071.91224341,98071.91224341,0.0,2026-09-15
41,Ministerio de Seguridad Nacional,380,Prefectura Naval Argentina (PNA),31,Policia de Seguridad de la Navegacion,496861.632885,506819.233358,440032.33585229,385582.54704719,383175.25092643,2407.29612076,2026-09-15
41,Ministerio de Seguridad Nacional,380,Prefectura Naval Argentina (PNA),36,Atencion Sanitaria de la Prefectura Naval Argentina,24928.919554,24016.346913,19410.09961852,15053.62786734,15053.62786734,0.0,2026-09-15
41,Ministerio de Seguridad Nacional,380,Prefectura Naval Argentina (PNA),37,Formacion y Capacitacion Profesional de la Prefectura Naval Argentina,55377.843771,55377.843771,35643.9893233,29197.2649548,29197.2649548,0.0,2026-09-15
41,Ministerio de Seguridad Nacional,380,Prefectura Naval Argentina (PNA),39,Control y Servicio Tecnico de Seguridad de la Navegacion,7504.565311,7504.565311,3444.40519768,3322.06136512,3322.06136512,0.0,2026-09-15
41,Ministerio de Seguridad Nacional,380,Prefectura Naval Argentina (PNA),40,Operaciones de Seguridad Interior,10012.970054,10430.793996,6614.75375447,6602.23481169,6602.23481169,0.0,2026-09-15
41,Ministerio de Seguridad Nacional,380,Prefectura Naval Argentina (PNA),41,Servicio de Informatica y Comunicaciones para la Navegacion,9070.314599,11355.026365,9814.32552203,6677.56816771,6661.26721458,16.30095313,2026-09-15
41,Ministerio de Seguridad Nacional,382,Policía de Seguridad Aeroportuaria (PSA),1,Actividades Centrales,26133.019589,26813.316535,17053.82717392,17005.5584162,17005.1785428,0.3798734,2026-09-15
41,Ministerio de Seguridad Nacional,382,Policía de Seguridad Aeroportuaria (PSA),23,Seguridad Aeroportuaria,162180.439778,167037.370461,133932.70563229,133301.81809887,133299.9581436,1.85995527,2026-09-15
41,Ministerio de Seguridad Nacional,382,Policía de Seguridad Aeroportuaria (PSA),24,Formacion y Capacitacion en Seguridad Aeroportuaria,8328.822736,8428.552481,2103.84639231,2095.80446967,2095.79433555,0.01013412,2026-09-15
45,Ministerio de Defensa,370,Ministerio de Defensa,16,Conduccion y Planificacion para la Defensa,33499.850246,31747.061357,25488.7412954,18107.37539548,17917.92946347,189.44593201,2026-09-15
45,Ministerio de Defensa,370,Ministerio de Defensa,18,"Mantenimiento, Produccion y Soporte Logistico para la Defensa - Fondo Nacional de la Defensa 'FONDEF'",4050.0,750.0,28.96156148,28.96156148,28.96156148,0.0,2026-09-15
45,Ministerio de Defensa,370,Ministerio de Defensa,22,Servicios  de Hidrografia,12465.119624,10341.946572,4948.00919646,3608.32471587,3555.52213556,52.80258031,2026-09-15
45,Ministerio de Defensa,370,Ministerio de Defensa,98,Transferencias Varias,26825.0,27138.386542,26736.386542,26736.386542,26736.386542,0.0,2026-09-15
45,Ministerio de Defensa,371,Estado Mayor Conjunto de las Fuerzas Armadas (EMCO),1,Actividades Centrales,8923.037276,7889.815085,4604.46011603,3758.66502472,3638.38921124,120.27581348,2026-09-15
45,Ministerio de Defensa,371,Estado Mayor Conjunto de las Fuerzas Armadas (EMCO),16,Planeamiento Militar Conjunto,8072.99713,11746.239113,6010.64719857,4804.42358525,4736.15164497,68.27194028,2026-09-15
45,Ministerio de Defensa,371,Estado Mayor Conjunto de las Fuerzas Armadas (EMCO),17,Fuerzas de Paz,6925.918658,7988.57255,5603.83811002,5514.52327906,4742.33778821,772.18549085,2026-09-15
45,Ministerio de Defensa,371,Estado Mayor Conjunto de las Fuerzas Armadas (EMCO),18,Sanidad Militar Conjunta,1410.951646,611.289793,551.36694844,501.65674844,442.24074844,59.416,2026-09-15
45,Ministerio de Defensa,371,Estado Mayor Conjunto de las Fuerzas Armadas (EMCO),19,Formacion y Capacitacion,1946.329453,1915.920111,1600.51220798,1471.90293516,1460.4131451,11.48979006,2026-09-15
45,Ministerio de Defensa,371,Estado Mayor Conjunto de las Fuerzas Armadas (EMCO),20,Sosten Logistico Antartico,26338.211951,15181.722759,13954.52536546,13693.82877429,13693.82877429,0.0,2026-09-15
45,Ministerio de Defensa,371,Estado Mayor Conjunto de las Fuerzas Armadas (EMCO),21,Planeamiento y Conduccion de Operaciones y de Adiestramiento Militar Conjunto,14326.902645,6291.969574,1699.43576105,678.03812904,616.84394674,61.1941823,2026-09-15
45,Ministerio de Defensa,372,Instituto de Investigaciones Científicas y Técnicas para la Defensa (CITEDEF),17,Desarrollo Tecnologico para la Defensa,12860.208409,13360.208409,12073.53033808,8427.86737974,8103.6267694,324.24061034,2026-09-15
45,Ministerio de Defensa,374,Estado Mayor General del Ejército Argentino (EMGE),1,Actividades Centrales,213361.117783,241668.188063,197703.52395555,152375.93191254,148027.03551255,4348.89639999,2026-09-15
45,Ministerio de Defensa,374,Estado Mayor General del Ejército Argentino (EMGE),16,Alistamiento Operacional del Ejercito,1117839.36693,1112101.17088,996954.62707897,790661.18918187,780632.8454993,10028.34368257,2026-09-15
45,Ministerio de Defensa,374,Estado Mayor General del Ejército Argentino (EMGE),17,Formacion y Capacitacion,241166.998995,240957.393394,206553.50902638,163513.78698062,160119.23325329,3394.55372733,2026-09-15
45,Ministerio de Defensa,374,Estado Mayor General del Ejército Argentino (EMGE),18,Asistencia Sanitaria,152851.175299,154266.600892,122363.20794636,113209.23684147,109990.75004958,3218.48679189,2026-09-15
45,Ministerio de Defensa,374,Estado Mayor General del Ejército Argentino (EMGE),19,Remonta y Veterinaria,27552.78835,26094.403893,21036.17513176,17322.10174022,16375.13650717,946.96523305,2026-09-15
45,Ministerio de Defensa,374,Estado Mayor General del Ejército Argentino (EMGE),20,Sastreria Militar,5655.289163,5698.496904,5089.28072411,4850.24395239,4836.59395239,13.65,2026-09-15
45,Ministerio de Defensa,374,Estado Mayor General del Ejército Argentino (EMGE),24,Sostenimiento Operacional,202.827428,202.827428,0.04375169,0.04375169,0.04375169,0.0,2026-09-15
45,Ministerio de Defensa,376,Subsecretaría de Planeamiento Operativo y Servicio Logístico de la Defensa,23,Logistica de la Defensa,16841.852092,50368.953593,15629.6727215,11951.76709506,10053.28830615,1898.47878891,2026-09-15
45,Ministerio de Defensa,379,Estado Mayor General de la Armada Argentina (EMGA),1,Actividades Centrales,207781.923056,210057.789676,184662.06488713,174799.23630461,173837.90392027,961.33238434,2026-09-15
45,Ministerio de Defensa,379,Estado Mayor General de la Armada Argentina (EMGA),16,Alistamiento Operacional de la Armada,489364.811273,487601.492391,371255.30169146,318992.05866518,311272.89888566,7719.15977952,2026-09-15
45,Ministerio de Defensa,379,Estado Mayor General de la Armada Argentina (EMGA),17,Sanidad Naval,68538.535418,81869.087354,68805.43973052,63183.89955492,61512.70768974,1671.19186518,2026-09-15
45,Ministerio de Defensa,379,Estado Mayor General de la Armada Argentina (EMGA),18,Formacion y Capacitacion,117970.249993,117405.594446,93073.63864054,89033.5294913,87399.84719342,1633.68229788,2026-09-15
45,Ministerio de Defensa,379,Estado Mayor General de la Armada Argentina (EMGA),20,Transportes Navales,4265.081331,3980.081331,2571.51755884,2485.26109064,2443.34553954,41.9155511,2026-09-15
45,Ministerio de Defensa,379,Estado Mayor General de la Armada Argentina (EMGA),24,Sostenimiento Operacional,294.856914,4294.856914,1615.96258348,1215.15193836,274.0458295,941.10610886,2026-09-15
45,Ministerio de Defensa,381,Estado Mayor General de la Fuerza Aérea Argentina (EMGFA),1,Actividades Centrales,135082.777336,134343.378336,101514.08602938,100127.01312465,98986.21324116,1140.79988349,2026-09-15
45,Ministerio de Defensa,381,Estado Mayor General de la Fuerza Aérea Argentina (EMGFA),16,Alistamiento Operacional de la Fuerza Aerea,383479.053418,383970.755133,267797.50129506,252218.45291039,241813.23310551,10405.21980488,2026-09-15
45,Ministerio de Defensa,381,Estado Mayor General de la Fuerza Aérea Argentina (EMGFA),17,Transporte Aereo de Fomento,8953.364467,8953.364467,4047.76270785,3777.00796143,3659.31714812,117.69081331,2026-09-15
45,Ministerio de Defensa,381,Estado Mayor General de la Fuerza Aérea Argentina (EMGFA),18,Control de Transito Aereo,7707.503726,7707.503726,6011.20030105,5970.86410265,5940.29128865,30.572814,2026-09-15
45,Ministerio de Defensa,381,Estado Mayor General de la Fuerza Aérea Argentina (EMGFA),19,Asistencia Sanitaria de la Fuerza Aerea,71271.08857,71271.08857,53989.96651466,52133.51155629,51284.39861214,849.11294415,2026-09-15
45,Ministerio de Defensa,381,Estado Mayor General de la Fuerza Aérea Argentina (EMGFA),20,Capacitacion y Formacion de la Fuerza Aerea,114738.378214,114838.378214,89802.76421323,89329.73898507,89029.12111372,300.61787135,2026-09-15
45,Ministerio de Defensa,381,Estado Mayor General de la Fuerza Aérea Argentina (EMGFA),23,Servicio Meteorologico Nacional,5870.602828,5870.602828,4329.36487106,4329.36487106,4329.36487106,0.0,2026-09-15
45,Ministerio de Defensa,381,Estado Mayor General de la Fuerza Aérea Argentina (EMGFA),24,Sostenimiento Operacional,2836.662656,6586.67568,2030.19252529,1945.50237611,1586.74138135,358.76099476,2026-09-15
45,Ministerio de Defensa,450,Instituto Geográfico Nacional,16,Elaboracion y Actualizacion de Informacion Geoespacial y Cartografia Basica Nacional,7986.8,8477.427161,7189.84329421,5588.9785437,5547.17770343,41.80084027,2026-09-15
45,Ministerio de Defensa,452,Servicio Meteorológico Nacional,16,Servicios de Meteorologia Nacional,29140.072259,30040.072259,19504.55473029,18471.96564682,18285.4517166,186.51393022,2026-09-15
45,Ministerio de Defensa,470,Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares,16,Prestaciones de Prevision Social,2111260.819753,2241316.419184,1556831.97744473,1556831.97744473,1546154.59346364,10677.38398109,2026-09-15
50,Ministerio de Economía,105,Comisión Nacional de Energía Atómica,1,Actividades Centrales,76737.935642,110115.606961,60249.39349843,56087.74609015,53999.29259899,2088.45349116,2026-09-15
50,Ministerio de Economía,105,Comisión Nacional de Energía Atómica,20,Desarrollos y Suministros para la Energia Nuclear,83786.61261,122501.951409,99833.88235187,99060.66898535,94167.80184035,4892.867145,2026-09-15
50,Ministerio de Economía,105,Comisión Nacional de Energía Atómica,21,Aplicaciones de la Tecnologia Nuclear,21158.472171,15072.894126,13553.34927319,13493.39658319,13479.69356858,13.70301461,2026-09-15
50,Ministerio de Economía,105,Comisión Nacional de Energía Atómica,22,Acciones para la Seguridad Nuclear y Proteccion Ambiental,7353.670211,4480.942617,3325.19826846,3149.9572615,3135.75788442,14.19937708,2026-09-15
50,Ministerio de Economía,105,Comisión Nacional de Energía Atómica,23,Investigacion y Aplicaciones no Nucleares,13862.967584,11043.285084,7663.36205181,6890.29348728,6341.72332462,548.57016266,2026-09-15
50,Ministerio de Economía,105,Comisión Nacional de Energía Atómica,24,Suministros y Tecnologia del Ciclo de Combustible Nuclear,18460.880199,20441.285915,14918.29033884,14571.2049891,14180.68711752,390.51787158,2026-09-15
50,Ministerio de Economía,105,Comisión Nacional de Energía Atómica,25,Coordinacion del Plan Nacional de Medicina,1491.205147,658.575147,74.21863516,67.64553516,63.04900016,4.596535,2026-09-15
50,Ministerio de Economía,203,Agencia Nacional de Seguridad Vial,16,Acciones de Seguridad Vial,19301.508903,19903.238725,14290.78728622,14065.07549095,14064.98429095,0.0912,2026-09-15
50,Ministerio de Economía,321,Instituto Nacional de Estadística y Censos (INDEC),2,Actividades Comunes del INDEC,23454.536625,22751.536625,20225.24540926,15365.3413735,15199.52395245,165.81742105,2026-09-15
50,Ministerio de Economía,321,Instituto Nacional de Estadística y Censos (INDEC),19,Servicio Estadistico,19392.963375,19992.963375,16471.60798019,13279.6128548,12756.7431475,522.8697073,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,1,Actividades Centrales,122848.680555,115000.641415,76851.89202667,73312.81237289,72546.69903522,766.11333767,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,3,Actividades Comunes a los Programas de las Secretarias de Energia y de Mineria,132.966003,281.299843,187.14574518,175.36948518,175.36948518,0.0,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,4,Actividades Comunes de los Programas de la Secretaria de Energia,2737.832824,2532.853431,1248.46148258,1166.21312968,1131.21312968,35.0,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,18,Formulacion y Ejecucion de Politicas Economicas,4868.151432,4999.259314,3230.11983842,3182.02559258,3182.02559258,0.0,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,22,"Finanzas, Bancos y Seguros",6301.299735,6148.87919,4318.14815514,4158.12309451,4158.12309451,0.0,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,32,Formulacion y Ejecucion de la Politica Geologico - Minera,5605.301645,4929.372958,2911.63301038,2617.92553165,2617.92553165,0.0,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,45,Administracion Financiera,994159.499122,481442.643588,62694.74120232,46834.32772941,46236.25274641,598.074983,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,60,Formulacion y Ejecucion de las Politicas de Asuntos Nucleares,0.0,325.80117,137.48512597,137.48512597,137.48512597,0.0,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,73,Formulacion y Ejecucion de Politica de Hidrocarburos,1154999.115632,555418.454139,161206.34545116,160931.0439703,149452.02890495,11479.01506535,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,74,Formulacion y Ejecucion de la Politica de Energia Electrica,2708128.331614,4842780.521492,4790185.30423154,4354892.52438182,4354757.52438182,135.0,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,75,Acciones para el Uso Racional y Eficiente de la Energia,32195.730363,80891.443524,33504.61493909,29614.75291889,29611.64591889,3.107,2026-09-15
50,Ministerio de Economía,357,Ministerio de Economía,87,Asistencia Financiera a Empresas Publicas,200000.0,24172.922377,13214.38309545,13214.38309545,13214.38309545,0.0,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,1,Actividades Centrales,61303.58962,67794.73448,43892.01495213,39486.97312743,38337.10200611,1149.87112132,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,3,"Actividades Comunes a los Programas de Agricultura, Ganaderia y Pesca",4715.789456,5099.084656,4279.52753088,4204.45387338,4200.30034339,4.15352999,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,11,Actividades Comunes a los Programas de Industria y Comercio,1951.224262,2090.180784,1970.81331483,1835.38451915,1834.90811909,0.47640006,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,31,Defensa de la Libre Competencia,2448.339609,2538.957282,2308.36944683,2243.27780586,2237.85272312,5.42508274,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,33,Analisis y Regulacion de la Competencia Comercial Internacional,1293.720445,1293.720445,1205.10189166,1205.10189166,1194.09888633,11.00300533,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,36,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,105720.351576,84222.774999,40757.36909063,40367.02105061,36642.36112066,3724.65992995,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,58,Gestion de la Produccion Industrial y del Comercio,39719.762171,54977.229552,25400.45248147,24191.71281966,24146.70008831,45.01273135,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,59,Politicas para la Gestion del Riesgo Agropecuario,15022.102255,7604.435007,0.0,0.0,0.0,0.0,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,61,Administracion y Control Comercial Agropecuario,1814.324476,1814.324476,85.1373475,85.1373475,85.1373475,0.0,2026-09-15
50,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,66,"Promocion de la Competitividad Pyme, el Desarrollo de los Emprendedores y la Economia del Conocimiento",9155.159859,10202.189865,5360.23829057,4695.80678094,4689.66610552,6.14067542,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,1,Actividades Centrales,39158.936122,34464.735127,19809.95395619,17173.87301261,16272.14833003,901.72468258,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,5,Actividades Comunes a los Programas de la Secretaria de Transporte,8556.701103,11783.201103,8165.99713224,7785.2764972,7781.6173614,3.6591358,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,15,Actividades Comunes a los Programas de la Secretaria de Obras Publicas,7931.489123,6711.489123,4248.78605029,3565.63052511,3556.83849478,8.79203033,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,20,Desarrollo de la Ciencia y Tecnica del Agua,8207.156812,7975.056812,4286.74883124,4286.74883124,4286.74883124,0.0,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,39,Planificacion y Desarrollo Territorial,0.0,793.567864,793.56786399,793.56786399,793.56786399,0.0,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,40,Produccion Integral y Acceso al Habitat,0.0,13565.109684,9438.43001077,9438.43001077,9438.43001077,0.0,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,44,Desarrollo Sustentable de la Cuenca Matanza - Riachuelo,3911.400585,12411.400585,5720.63206855,5720.63206855,5720.63206855,0.0,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,49,"Consolidacion Urbana, Mejoramiento de Barrios y Puesta en Valor de Centralidades",16082.218248,26772.813494,18941.246783,18941.246783,18047.32024268,893.92654032,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,51,Apoyo para el Desarrollo de Obra Publica,10471.034954,4928.377071,3296.99526495,2602.08369627,2600.94468907,1.1390072,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,54,Formulacion y Ejecucion de Politicas de Transporte Terrestre,1092478.619923,1091468.881303,617256.94338336,616704.64093454,535328.59641154,81376.044523,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,57,Coordinacion de Politicas de Transporte Aereo,83.876397,149.876397,92.12908424,84.27824424,84.27824424,0.0,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,69,Fortalecimiento de la Infraestructura para el Transporte y la Movilidad Sostenible,36800.0,25101.083591,13850.71795566,13850.71795566,10684.97794927,3165.74000639,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,72,"Fortalecimiento de la Infraestructura Social, del Cuidado y Sanitaria",9281.440552,1593.446982,510.3849189,510.3849189,510.3849189,0.0,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,82,Desarrollo de la Infraestructura Hidraulica,168693.214238,336719.05595,60225.37618756,59693.39427104,55977.23582798,3716.15844306,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,83,Integracion Socio Urbana,7241.879098,7254.879098,4801.06014585,4700.32840453,4700.32840453,0.0,2026-09-15
50,Ministerio de Economía,377,Infraestructura Económica y Social,93,Asistencia Financiera a Empresas Publicas,123464.0,156194.308367,110958.75603552,110874.69795811,109610.08156471,1264.6163934,2026-09-15
50,Ministerio de Economía,602,Comisión Nacional de Valores,16,Control y Fiscalizacion de la Oferta Publica,20167.953544,21929.953544,15260.09947002,13459.57691354,13446.66911354,12.9078,2026-09-15
50,Ministerio de Economía,603,Superintendencia de Seguros de la Nación,16,Control y Fiscalizacion de la Actividad Aseguradora y Reaseguradora,35032.868682,34197.868682,33435.28403337,24707.56558662,24705.18932832,2.3762583,2026-09-15
50,Ministerio de Economía,604,Dirección Nacional de Vialidad,1,Actividades Centrales,47883.315824,51627.043633,32924.22115595,27239.19898339,27033.97372624,205.22525715,2026-09-15
50,Ministerio de Economía,604,Dirección Nacional de Vialidad,16,Mantenimiento en Rutas Nacionales,283555.299496,265635.264727,226944.33547484,171380.77996834,166452.60750911,4928.17245923,2026-09-15
50,Ministerio de Economía,604,Dirección Nacional de Vialidad,48,Ejecucion Obras de Seguridad en Rutas Nacionales,19499.43782,0.0,0.0,0.0,0.0,0.0,2026-09-15
50,Ministerio de Economía,604,Dirección Nacional de Vialidad,52,Mantenimiento y Reparacion de Obras de Arte,14638.907329,0.0,0.0,0.0,0.0,0.0,2026-09-15
50,Ministerio de Economía,604,Dirección Nacional de Vialidad,62,Construcciones Viales,238623.309544,220886.133237,145553.70802375,144329.52258991,143482.81523925,846.70735066,2026-09-15
50,Ministerio de Economía,604,Dirección Nacional de Vialidad,63,Rehabilitacion y Repavimentacion Viales,55678.228339,24772.975408,20741.91656949,20710.89296174,20710.89296174,0.0,2026-09-15
50,Ministerio de Economía,606,Instituto Nacional de Tecnología Agropecuaria,1,Actividades Centrales,16159.342154,33412.762213,22802.52657193,21679.54787299,21211.93391799,467.613955,2026-09-15
50,Ministerio de Economía,606,Instituto Nacional de Tecnología Agropecuaria,16,Investigacion Fundamental e Innovaciones Tecnologicas - IFIT,35628.893796,52647.74852,33873.56447113,33605.09736805,33575.14542284,29.95194521,2026-09-15
50,Ministerio de Economía,606,Instituto Nacional de Tecnología Agropecuaria,17,"Investigacion Aplicada, Innovacion, Transferencias de Tecnologias, Extension y Apoyo al Desarrollo Rural - AITTE",181541.764045,232267.192046,173773.80971005,172363.06087299,171948.60212632,414.45874667,2026-09-15
50,Ministerio de Economía,607,Instituto Nacional de Investigación y Desarrollo Pesquero,16,Investigacion y Desarrollo Pesquero,23249.477063,22685.487522,15641.6407024,14293.46265191,14292.37979684,1.08285507,2026-09-15
50,Ministerio de Economía,608,Instituto Nacional de Tecnología Industrial,16,"Metrologia, Desarrollo e Innovacion en Procesos Industriales",82512.319363,80531.476836,68840.00190045,56066.84597111,55850.86566994,215.98030117,2026-09-15
50,Ministerio de Economía,609,Instituto Nacional de Vitivinicultura,16,Control de Genuinidad de la Produccion Vitivinicola,16770.0,17293.42,16084.6181979,11413.21503184,11388.10506538,25.10996646,2026-09-15
50,Ministerio de Economía,612,Tribunal de Tasaciones de la Nación,54,Tasacion de Bienes,3678.0,3708.0,3075.89258141,2746.85473414,2740.50428026,6.35045388,2026-09-15
50,Ministerio de Economía,614,Instituto Nacional de Semillas,40,Promocion del Comercio y Produccion de Semillas,21230.0,20767.78,6918.26349271,5922.67234394,5910.88475218,11.78759176,2026-09-15
50,Ministerio de Economía,620,Tribunal Fiscal de la Nación,16,Resolucion de Cuestiones Dudosas y Litigiosas,14099.926571,14120.750389,11353.96793777,11335.55464615,11335.48864616,0.06599999,2026-09-15
50,Ministerio de Economía,622,Instituto Nacional de la Propiedad Industrial,18,Proteccion de los Derechos de la Propiedad Industrial,13793.0,17555.25723,13277.78365986,11185.06080664,11160.69092602,24.36988062,2026-09-15
50,Ministerio de Economía,623,Servicio Nacional de Sanidad y Calidad Agroalimentaria,1,Actividades Centrales,87428.331421,101796.693718,83709.09385788,64329.35274981,63615.67863392,713.67411589,2026-09-15
50,Ministerio de Economía,623,Servicio Nacional de Sanidad y Calidad Agroalimentaria,24,Acciones para la Sanidad Animal,35770.781357,38753.321099,34552.94473128,26147.47229392,26139.14729392,8.325,2026-09-15
50,Ministerio de Economía,623,Servicio Nacional de Sanidad y Calidad Agroalimentaria,25,Acciones para la Proteccion Vegetal,30657.091669,33139.3984,29307.83872802,22037.67613759,22037.67613759,0.0,2026-09-15
50,Ministerio de Economía,623,Servicio Nacional de Sanidad y Calidad Agroalimentaria,26,Acciones para la Inocuidad y Calidad Agroalimentaria,51513.925005,56156.676244,49842.6843313,35039.49032497,34972.08032497,67.41,2026-09-15
50,Ministerio de Economía,624,Servicio Geológico Minero Argentino,1,Actividades Centrales,6910.395182,6771.813416,4711.24933185,4587.58798925,4491.88380199,95.70418726,2026-09-15
50,Ministerio de Economía,624,Servicio Geológico Minero Argentino,16,Desarrollo y Aplicacion de la Tecnologia Minera,2675.442708,2513.438862,1579.92124747,1490.23453961,1410.17942114,80.05511847,2026-09-15
50,Ministerio de Economía,624,Servicio Geológico Minero Argentino,19,Produccion de Informacion Geologica de Base,3778.675623,4031.810546,2426.17508776,2426.17508776,2424.74348196,1.4316058,2026-09-15
50,Ministerio de Economía,624,Servicio Geológico Minero Argentino,20,Prevencion Sismica,1965.486487,2157.700283,1227.61757651,1201.21300011,1191.97571835,9.23728176,2026-09-15
50,Ministerio de Economía,656,Organismo Regulador de Seguridad de Presas,17,Control de Seguridad de Presas,3031.0,3355.22915,2681.47755332,2053.99159955,2053.99159955,0.0,2026-09-15
50,Ministerio de Economía,661,Comisión Nacional de Regulación del Transporte,1,Actividades Centrales,19483.732021,20522.031574,15719.71781955,15270.15313605,14978.9521672,291.20096885,2026-09-15
50,Ministerio de Economía,661,Comisión Nacional de Regulación del Transporte,37,"Fiscalizacion, Regulacion y Control del Servicio de Transporte Terrestre",27192.050072,27002.376432,19748.49989995,19148.7173553,18801.00904108,347.70831422,2026-09-15
50,Ministerio de Economía,664,Organismo Regulador del Sistema Nacional de Aeropuertos,16,Control del Sistema Nacional de Aeropuertos,10579.12405,10365.193244,9281.47173031,5425.29264832,5425.20892937,0.08371895,2026-09-15
50,Ministerio de Economía,669,Administración Nacional de Aviación Civil,16,"Regulacion, Fiscalizacion  y Administracion de la Aviacion Civil",73967.0,70941.28,48141.52826077,47111.26267024,47041.84063462,69.42203562,2026-09-15
