documento,url,sha256,bytes,fecha_verificacion
municipio-06441-2026-03-31-1.pdf,https://www.laplata.gob.ar/descargas/presupuestos/2026/Situacion%20Econmico%20Financiera%20-%201er%20Trimestre%202026.pdf,40cf6b9ebc902de79b499c21a9f297124d2dcab6289c72913bfa786b94794a4f,136459,2026-09-07
municipio-06560-2026-03-31-1.pdf,https://moreno.gob.ar/docs/documento_974_situacion_econ-financiera_primer_trimestre_2026.pdf,b0cca3cc3a7733b81e9146bf9544f1ad720e54c30be00bc791495e490e0fbf10,94808,2026-09-07
municipio-06700-2025-12-30-1.pdf,https://drive.google.com/uc?export=download&id=1a9pxkIUN8Pgn0JEr4sYkw7b-NTVIurRV,aae797ca6c0ff7f3651dbcdc26ca523751cd1397dcd3a39fdc9867206f3a6671,598780,2026-09-07
municipio-06119-2026-03-31-1.pdf,https://brandsen.gob.ar/img/pdf/SituacionEconimicaFinacieraal31demarzode2026.pdf,1a11ee4e4b9c5f2a394d23b04dc333a3912e48098b904f1bb849ee9a6b7d67ac,310631,2026-09-07
municipio-06049-2026-03-31-1.pdf,https://azuldigital.gob.ar/wp-content/uploads/2026/04/Adm.-Central-Situacion-Economica-Financiera-al-31-03-26.pdf,196cf84d43efce36aca3334e8086651fbdbb3f8eceaed1ed964f1095687a0ea8,81408,2026-09-07
municipio-06070-2026-03-31-1.pdf,https://baradero.gob.ar/wp-content/uploads/2026/04/Situacion-Economico-Financiera-al-31-03-2026.pdf,6721e7ac3aef3a8062c515d29a3583edfe3d83ca25cb23e6078fc56c9cb5554b,54562,2026-09-07
municipio-06231-2024-06-30-1.pdf,https://daireaux.gob.ar/wp-content/uploads/2024/07/Situacion-Economica-Financiera-2024-01.pdf,dad19271a35f937d5645f913710182d63974732a948fd3b72619d34803dad3d6,3018455,2026-09-07
municipio-06588-2026-03-31-1.pdf,https://www.9dejulio.gov.ar/pdf/gobierno-abierto/2026/Situacion_Economica_Financiera_1º_trimestre_2026.pdf,0cee1a83efa7162df6213f4d13f07fb77f7d3259bcff6bcae4e6703f311724b7,90444,2026-09-07
municipio-06245-2025-12-31-1.pdf,https://www.ensenada.gov.ar/wp-content/uploads/2026/04/Estado-Situacion-Eco-Fciera-2025.pdf,634eb2a535f34988170fa168806baaa7070724a15498dfc9f7f550f6ea816321,2790912,2026-09-07
municipio-06252-2025-12-31-1.pdf,https://www.dropbox.com/scl/fi/35dns77n9k9em9b4rq5xc/Situaci-n-Economica-Financiera-Anual-Cuadros-para-Memoria-Anual-2025.pdf?rlkey=zqu0e0sjcwo5zjk6zzsy8hals&st=jm519m88&dl=1,6c81c165ba3c3222adfd74d7dccca96c805088c3a192b489acaa30d95fa49680,112593,2026-09-07
municipio-06270-2025-12-31-1.pdf,https://www.ezeiza.gob.ar/descargas/CTA_Sit_Eco 2025.pdf,6ca6b1daa0e3c42cf20edea30f4697e4a0852e7155cc193b6f8b65c503a3b528,37292,2026-09-07
municipio-06336-2025-12-31-1.pdf,https://www.generallavalle.gob.ar/uploads_archivos/situacion-economica-financiera-cierre-2025-99.pdf,7846fe42d9bd0974977e156ff3f79caa38fe5ffaefecd55fd317e2d030447756,317648,2026-09-07
municipio-06410-2024-12-30-1.pdf,https://www.miituzaingo.gov.ar/sites/default/files/informacion_economica_financiera/Balances/2024/SITUACION%20ECONOMICA%20FINANCIERA%202024.pdf,433543efeffcb7b10b8989de3b85db9c365c4b4d05f58427b7efbecf8c29fde4,186087,2026-09-07
municipio-06749-2025-12-30-1.pdf,https://www.sanfernando.gob.ar/uploads/adjuntos/Situacioìn Economico Financiera - Del 01-01-2025 al 30-12-2025.pdf,34040c7d29b61999d9fb2422bd1a0981b812d2c461b02cdaef2dc459004cc698,610443,2026-09-07
municipio-06784-2025-12-31-1.pdf,https://suipacha.gob.ar/wp-content/uploads/2026/04/Situacion-Economica-Financiera-2025.pdf,6472b495689976076e9d999bf8099d6e6ac08e4609ed52327b4047ac9fdf35c6,89287,2026-09-07
municipio-06466-2024-12-31-1.pdf,https://lezama.gov.ar/wp-content/uploads/2025/06/resena-anual-2024.pdf,e345a9a52793278206e5c58e3bd6231487f63b57bbb9db785ee94b5322ecd548,61850,2026-09-07
asap-2025-11.pdf,https://www.asap.org.ar/img_informes/12221419_InformeTransparenciaMunicipiosPBA-Noviembre2025.pdf,ab953674d809233ee867f18a75d1befb9edf8d2b8c3702946c5da4f0b58f4479,969185,2026-09-07
asap-2026-05.pdf,https://www.asap.org.ar/img_informes/06181547_InformeTransparenciaMunicipiosPBA-Mayo2026.pdf,689df97fe6f383a136d6a74c88cecce910b8e3f72e1385aa4e8253338aa723ae,1093233,2026-09-07
