fecha_corte,ingresos_corrientes_ars_m,ingresos_propios_corrientes_ars_m,ingresos_otras_jurisdicciones_ars_m,recursos_capital_ars_m,ingresos_totales_ars_m,gastos_corrientes_ars_m,gasto_personal_ars_m,otros_gastos_corrientes_ars_m,gastos_capital_ars_m,gastos_totales_ars_m,ahorro_corriente_ars_m,resultado_financiero_ars_m,deuda_consolidada_ars_m,autonomia_pct,gasto_personal_pct_gasto_corr,fuente_archivo,fuente_paginas
2024-12-31,7260108,3418505,3841603,201292,7461400,6195825,2855707,3340117,636763,6832587,1064283,628812,37741,47.1,46.1,ilovepdf_merged (1).pdf,"41-44,64"
