province,source,sheet,year,period_type,period,category,value_millions,category_normalized
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Ley Nº 24.464 | FO.NA.VI.,2467.923,Ley Nº 24.464 | FO.NA.VI.
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,2174.6787000000004,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,255.20756770485465,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Subtotal,461436.8617276797,Subtotal
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Subtotal,461447.30342767976,Subtotal
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Total | (1) + (2),484347.4825177209,Total | (1) + (2)
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Total | Recursos | Origen Nacional | (1),478873.53263772087,Total | Recursos | Origen Nacional | (1)
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Transfer. | De Servicios | Ley | Nº 24.049,10.4417,Transfer. | De Servicios | Ley | Nº 24.049
Córdoba,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Vialidad | Provincial,1902.0017,Vialidad | Provincial
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,C.F.I. | Neta De | Ley Nº 26.075,355985.2971,CFI | Neta
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),4691.95704,Compensación Consenso Fiscal
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0.0,F.E.D.E.I.
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0.0,F.E.D.E.I.
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Financ. | Educativo | Ley Nº 26.075,69020.15042557029,Financiamiento Educativo
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Fondo | Compens. | de | Desequilib.,0.5,Fondo | Compens. | de | Desequilib.
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,5531.009099999999,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,1335.558,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,3590.1077,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 23.966 | Art. 30,721.8733000000001,Ley Nº 23.966 | Art. 30
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 24.464 | FO.NA.VI.,4148.3813,Ley Nº 24.464 | FO.NA.VI.
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,2625.8349,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,0.0,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Subtotal,425005.4475255703,Subtotal
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Subtotal,425015.8892255703,Subtotal
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Total | (1) + (2),450858.2233655704,Total | (1) + (2)
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Total | Recursos | Origen Nacional | (1),446166.2663255704,Total | Recursos | Origen Nacional | (1)
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Transfer. | De Servicios | Ley | Nº 24.049,10.4417,Transfer. | De Servicios | Ley | Nº 24.049
Córdoba,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Vialidad | Provincial,3197.1128,Vialidad | Provincial
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,C.F.I. | Neta De | Ley Nº 26.075,312511.6457,CFI | Neta
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),5473.94988,Compensación Consenso Fiscal
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,F.E.D.E.I.,280.55992537378665,F.E.D.E.I.
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,F.E.D.E.I.,395.9639651565231,F.E.D.E.I.
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Financ. | Educativo | Ley Nº 26.075,75593.49808514843,Financiamiento Educativo
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Fondo | Compens. | de | Desequilib.,0.5,Fondo | Compens. | de | Desequilib.
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,5676.254099999999,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,1319.0908,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,1735.11,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Ley Nº 23.966 | Art. 30,348.8836,Ley Nº 23.966 | Art. 30
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Ley Nº 24.464 | FO.NA.VI.,4097.2325,Ley Nº 24.464 | FO.NA.VI.
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,2483.5745,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,514.7774561555584,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Subtotal,388105.1437851484,Subtotal
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Subtotal,388115.5854851484,Subtotal
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Total | (1) + (2),413599.1751118343,Total | (1) + (2)
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Total | Recursos | Origen Nacional | (1),408125.2252318343,Total | Recursos | Origen Nacional | (1)
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Transfer. | De Servicios | Ley | Nº 24.049,10.4417,Transfer. | De Servicios | Ley | Nº 24.049
Córdoba,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Vialidad | Provincial,3157.6929,Vialidad | Provincial
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,C.F.I. | Neta De | Ley Nº 26.075,1093780.3924,CFI | Neta
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),15639.8568,Compensación Consenso Fiscal
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,F.E.D.E.I.,487.4288215960482,F.E.D.E.I.
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,F.E.D.E.I.,592.2682112705701,F.E.D.E.I.
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Financ. | Educativo | Ley Nº 26.075,180767.0606,Financiamiento Educativo
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Fondo | Compens. | de | Desequilib.,1.5,Fondo | Compens. | de | Desequilib.
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,17562.9789,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,3449.1887,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,7883.3385,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Ley Nº 23.966 | Art. 30,1585.1256,Ley Nº 23.966 | Art. 30
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Ley Nº 24.464 | FO.NA.VI.,10713.5368,Ley Nº 24.464 | FO.NA.VI.
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,7284.0881,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,769.9851,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Subtotal,1274547.453,Subtotal
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Subtotal,1274578.7781,Subtotal
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Total | (1) + (2),1348804.881032867,Total | (1) + (2)
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Total | Recursos | Origen Nacional | (1),1333165.0242328667,Total | Recursos | Origen Nacional | (1)
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Transfer. | De Servicios | Ley | Nº 24.049,31.325100000000003,Transfer. | De Servicios | Ley | Nº 24.049
Córdoba,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Vialidad | Provincial,8256.8074,Vialidad | Provincial
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,C.F.I. | Neta De | Ley Nº 26.075,237757.1503,CFI | Neta
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),3770.95047,Compensación Consenso Fiscal
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,F.E.D.E.I.,239.37963571702625,F.E.D.E.I.
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,F.E.D.E.I.,227.1546848386239,F.E.D.E.I.
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Financ. | Educativo | Ley Nº 26.075,15983.076265485508,Financiamiento Educativo
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Fondo | Compens. | de | Desequilib.,1.8,Fondo | Compens. | de | Desequilib.
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,2758.2407,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,436.9065,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,1406.689,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Ley Nº 23.966 | Art. 30,223.2246,Ley Nº 23.966 | Art. 30
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Ley Nº 24.464 | FO.NA.VI.,1703.5221,Ley Nº 24.464 | FO.NA.VI.
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,1195.8258,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,356.37184764983544,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Subtotal,253740.2265654856,Subtotal
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Subtotal,253745.85146548552,Subtotal
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Total | (1) + (2),266779.937903691,Total | (1) + (2)
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Total | Recursos | Origen Nacional | (1),263008.98743369104,Total | Recursos | Origen Nacional | (1)
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Transfer. | De Servicios | Ley | Nº 24.049,5.6249,Transfer. | De Servicios | Ley | Nº 24.049
Entre Ríos,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Vialidad | Provincial,714.0210999999999,Vialidad | Provincial
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,C.F.I. | Neta De | Ley Nº 26.075,203193.7545,CFI | Neta
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),3232.24326,Compensación Consenso Fiscal
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0.0,F.E.D.E.I.
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0.0,F.E.D.E.I.
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Financ. | Educativo | Ley Nº 26.075,30513.145597745053,Financiamiento Educativo
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Fondo | Compens. | de | Desequilib.,1.8,Fondo | Compens. | de | Desequilib.
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,2400.3362,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,734.4049,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,1974.1699,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 23.966 | Art. 30,313.27719999999994,Ley Nº 23.966 | Art. 30
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 24.464 | FO.NA.VI.,2863.4844,Ley Nº 24.464 | FO.NA.VI.
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,1443.9103,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,0.0,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Subtotal,233706.90009774503,Subtotal
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Subtotal,233712.52499774503,Subtotal
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Total | (1) + (2),247876.363657745,Total | (1) + (2)
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Total | Recursos | Origen Nacional | (1),244644.12039774505,Total | Recursos | Origen Nacional | (1)
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Transfer. | De Servicios | Ley | Nº 24.049,5.6249,Transfer. | De Servicios | Ley | Nº 24.049
Entre Ríos,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Vialidad | Provincial,1200.2125,Vialidad | Provincial
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,C.F.I. | Neta De | Ley Nº 26.075,179996.57580000002,CFI | Neta
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),3770.95047,Compensación Consenso Fiscal
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,F.E.D.E.I.,324.6516705049813,F.E.D.E.I.
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,F.E.D.E.I.,458.1921761768218,F.E.D.E.I.
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Financ. | Educativo | Ley Nº 26.075,33419.15946419691,Financiamiento Educativo
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Fondo | Compens. | de | Desequilib.,1.8,Fondo | Compens. | de | Desequilib.
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,2463.3693,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,725.3498000000001,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,954.1223,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Ley Nº 23.966 | Art. 30,151.4077,Ley Nº 23.966 | Art. 30
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Ley Nº 24.464 | FO.NA.VI.,2828.1782000000003,Ley Nº 24.464 | FO.NA.VI.
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,1365.6833,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,718.835240003695,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Subtotal,213415.73526419693,Subtotal
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Subtotal,213421.36016419693,Subtotal
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Total | (1) + (2),228369.3143208824,Total | (1) + (2)
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Total | Recursos | Origen Nacional | (1),224598.3638508824,Total | Recursos | Origen Nacional | (1)
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Transfer. | De Servicios | Ley | Nº 24.049,5.6249,Transfer. | De Servicios | Ley | Nº 24.049
Entre Ríos,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Vialidad | Provincial,1185.414,Vialidad | Provincial
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,C.F.I. | Neta De | Ley Nº 26.075,620947.4806,CFI | Neta
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),10774.1442,Compensación Consenso Fiscal
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,F.E.D.E.I.,564.0313062220075,F.E.D.E.I.
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,F.E.D.E.I.,685.3468610154457,F.E.D.E.I.
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Financ. | Educativo | Ley Nº 26.075,79915.38140000001,Financiamiento Educativo
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Fondo | Compens. | de | Desequilib.,5.4,Fondo | Compens. | de | Desequilib.
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,7621.946199999999,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,1896.6612,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,4334.9812,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Ley Nº 23.966 | Art. 30,687.9095,Ley Nº 23.966 | Art. 30
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Ley Nº 24.464 | FO.NA.VI.,7395.1847,Ley Nº 24.464 | FO.NA.VI.
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,4005.4194,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,1075.207,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Subtotal,700862.862,Subtotal
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Subtotal,700879.7367,Subtotal
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Total | (1) + (2),743025.6158672374,Total | (1) + (2)
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Total | Recursos | Origen Nacional | (1),732251.4716672375,Total | Recursos | Origen Nacional | (1)
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Transfer. | De Servicios | Ley | Nº 24.049,16.874699999999997,Transfer. | De Servicios | Ley | Nº 24.049
Entre Ríos,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Vialidad | Provincial,3099.6476,Vialidad | Provincial
