province,source,year,period_type,period,tax,value_millions
Salta,top_trim_2025_3.xlsx,2025,trim,2025-Q3_YTD,Ingresos Brutos,495270.96328299
Salta,top_trim_2025_3.xlsx,2025,trim,2025-Q3_YTD,Inmobiliario,598.57106052
Salta,top_trim_2025_3.xlsx,2025,trim,2025-Q3_YTD,Otros,2852.95471131
Salta,top_trim_2025_3.xlsx,2025,trim,2025-Q3_YTD,Sellos,57677.04134736
Salta,top_trim_2025_3.xlsx,2025,trim,2025-Q3_YTD,Total,556399.5304021799
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q1,Automotores,2413.026743823141
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q1,Ingresos Brutos,52716.29136127331
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q1,Inmobiliario,2862.068411954883
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q1,Otros,4606.379380361771
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q1,Sellos,6135.967951886897
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q1,Total,68733.7338493
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q2_YTD,Automotores,11402.930976536398
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q2_YTD,Ingresos Brutos,111892.55219210188
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q2_YTD,Inmobiliario,4126.817252070311
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q2_YTD,Otros,10174.601128947548
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q2_YTD,Sellos,13041.476303023852
San Juan,top_trim_2025_3.xlsx,2025,trim,2025-Q2_YTD,Total,150638.37785267996
