province,source,year,tax,value_millions
Buenos Aires,serie_top_1984_2024_1.xlsx,1984,Automotores,255.38762
Buenos Aires,serie_top_1984_2024_1.xlsx,1985,Automotores,235.29733
Buenos Aires,serie_top_1984_2024_1.xlsx,1986,Automotores,212.00651
Buenos Aires,serie_top_1984_2024_1.xlsx,1987,Automotores,170.82710999999998
Buenos Aires,serie_top_1984_2024_1.xlsx,1988,Automotores,170.93519
Buenos Aires,serie_top_1984_2024_1.xlsx,1989,Automotores,177.77174
Buenos Aires,serie_top_1984_2024_1.xlsx,1990,Automotores,141.28079
Buenos Aires,serie_top_1984_2024_1.xlsx,1991,Automotores,235.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1992,Automotores,290.925
Buenos Aires,serie_top_1984_2024_1.xlsx,1993,Automotores,337.88571
Buenos Aires,serie_top_1984_2024_1.xlsx,1994,Automotores,418.94806
Buenos Aires,serie_top_1984_2024_1.xlsx,1995,Automotores,398.95633
Buenos Aires,serie_top_1984_2024_1.xlsx,1996,Automotores,444.93561
Buenos Aires,serie_top_1984_2024_1.xlsx,1997,Automotores,484.631
Buenos Aires,serie_top_1984_2024_1.xlsx,1998,Automotores,498.64082
Buenos Aires,serie_top_1984_2024_1.xlsx,1999,Automotores,433.41264
Buenos Aires,serie_top_1984_2024_1.xlsx,2000,Automotores,397.56674
Buenos Aires,serie_top_1984_2024_1.xlsx,2001,Automotores,364.48236
Buenos Aires,serie_top_1984_2024_1.xlsx,2002,Automotores,326.79
Buenos Aires,serie_top_1984_2024_1.xlsx,2003,Automotores,368.702
Buenos Aires,serie_top_1984_2024_1.xlsx,2004,Automotores,403.371
Buenos Aires,serie_top_1984_2024_1.xlsx,2005,Automotores,551.975
Buenos Aires,serie_top_1984_2024_1.xlsx,2006,Automotores,687.43
Buenos Aires,serie_top_1984_2024_1.xlsx,2007,Automotores,804.095
Buenos Aires,serie_top_1984_2024_1.xlsx,2008,Automotores,1046.91
Buenos Aires,serie_top_1984_2024_1.xlsx,2009,Automotores,1398.6
Buenos Aires,serie_top_1984_2024_1.xlsx,2010,Automotores,1582.245
Buenos Aires,serie_top_1984_2024_1.xlsx,2011,Automotores,2125.09
Buenos Aires,serie_top_1984_2024_1.xlsx,2012,Automotores,2971.99
Buenos Aires,serie_top_1984_2024_1.xlsx,2013,Automotores,4472.5
Buenos Aires,serie_top_1984_2024_1.xlsx,2014,Automotores,5693.26
Buenos Aires,serie_top_1984_2024_1.xlsx,2015,Automotores,8339.24
Buenos Aires,serie_top_1984_2024_1.xlsx,2016,Automotores,12332.94139287
Buenos Aires,serie_top_1984_2024_1.xlsx,2017,Automotores,19723.4161748
Buenos Aires,serie_top_1984_2024_1.xlsx,2018,Automotores,22295.67
Buenos Aires,serie_top_1984_2024_1.xlsx,2019,Automotores,28999.000374509007
Buenos Aires,serie_top_1984_2024_1.xlsx,2020,Automotores,37277.35185751
Buenos Aires,serie_top_1984_2024_1.xlsx,2021,Automotores,58386.99999999999
Buenos Aires,serie_top_1984_2024_1.xlsx,2022,Automotores,89725.52847768
Buenos Aires,serie_top_1984_2024_1.xlsx,2023,Automotores,132468.35826341002
Buenos Aires,serie_top_1984_2024_1.xlsx,2024,Automotores,460483.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1984,Ingresos Brutos,675.0468199999999
Buenos Aires,serie_top_1984_2024_1.xlsx,1985,Ingresos Brutos,682.03714
Buenos Aires,serie_top_1984_2024_1.xlsx,1986,Ingresos Brutos,894.41893
Buenos Aires,serie_top_1984_2024_1.xlsx,1987,Ingresos Brutos,831.46217
Buenos Aires,serie_top_1984_2024_1.xlsx,1988,Ingresos Brutos,655.8881899999999
Buenos Aires,serie_top_1984_2024_1.xlsx,1989,Ingresos Brutos,450.35507
Buenos Aires,serie_top_1984_2024_1.xlsx,1990,Ingresos Brutos,586.45356
Buenos Aires,serie_top_1984_2024_1.xlsx,1991,Ingresos Brutos,769.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1992,Ingresos Brutos,1290.469
Buenos Aires,serie_top_1984_2024_1.xlsx,1993,Ingresos Brutos,1498.96024
Buenos Aires,serie_top_1984_2024_1.xlsx,1994,Ingresos Brutos,1804.46715
Buenos Aires,serie_top_1984_2024_1.xlsx,1995,Ingresos Brutos,1718.35997
Buenos Aires,serie_top_1984_2024_1.xlsx,1996,Ingresos Brutos,1916.39911
Buenos Aires,serie_top_1984_2024_1.xlsx,1997,Ingresos Brutos,2113.65
Buenos Aires,serie_top_1984_2024_1.xlsx,1998,Ingresos Brutos,2273.96901
Buenos Aires,serie_top_1984_2024_1.xlsx,1999,Ingresos Brutos,2116.93109
Buenos Aires,serie_top_1984_2024_1.xlsx,2000,Ingresos Brutos,2031.39341
Buenos Aires,serie_top_1984_2024_1.xlsx,2001,Ingresos Brutos,1791.31974
Buenos Aires,serie_top_1984_2024_1.xlsx,2002,Ingresos Brutos,2085.22
Buenos Aires,serie_top_1984_2024_1.xlsx,2003,Ingresos Brutos,3105.706
Buenos Aires,serie_top_1984_2024_1.xlsx,2004,Ingresos Brutos,4141.779
Buenos Aires,serie_top_1984_2024_1.xlsx,2005,Ingresos Brutos,5174.195
Buenos Aires,serie_top_1984_2024_1.xlsx,2006,Ingresos Brutos,6541.767
Buenos Aires,serie_top_1984_2024_1.xlsx,2007,Ingresos Brutos,8506.267
Buenos Aires,serie_top_1984_2024_1.xlsx,2008,Ingresos Brutos,12355.23
Buenos Aires,serie_top_1984_2024_1.xlsx,2009,Ingresos Brutos,15543.62
Buenos Aires,serie_top_1984_2024_1.xlsx,2010,Ingresos Brutos,19741.79
Buenos Aires,serie_top_1984_2024_1.xlsx,2011,Ingresos Brutos,26171.91
Buenos Aires,serie_top_1984_2024_1.xlsx,2012,Ingresos Brutos,33357.01
Buenos Aires,serie_top_1984_2024_1.xlsx,2013,Ingresos Brutos,49524.8
Buenos Aires,serie_top_1984_2024_1.xlsx,2014,Ingresos Brutos,67022.64
Buenos Aires,serie_top_1984_2024_1.xlsx,2015,Ingresos Brutos,87371.53
Buenos Aires,serie_top_1984_2024_1.xlsx,2016,Ingresos Brutos,114691.52195217
Buenos Aires,serie_top_1984_2024_1.xlsx,2017,Ingresos Brutos,152211.88
Buenos Aires,serie_top_1984_2024_1.xlsx,2018,Ingresos Brutos,191053.74627915
Buenos Aires,serie_top_1984_2024_1.xlsx,2019,Ingresos Brutos,261505.004992358
Buenos Aires,serie_top_1984_2024_1.xlsx,2020,Ingresos Brutos,338692.64947302
Buenos Aires,serie_top_1984_2024_1.xlsx,2021,Ingresos Brutos,578584.0
Buenos Aires,serie_top_1984_2024_1.xlsx,2022,Ingresos Brutos,1058285.91225586
Buenos Aires,serie_top_1984_2024_1.xlsx,2023,Ingresos Brutos,2422201.09281682
Buenos Aires,serie_top_1984_2024_1.xlsx,2024,Ingresos Brutos,7444572.5
Buenos Aires,serie_top_1984_2024_1.xlsx,1984,Inmobiliario,626.08539
Buenos Aires,serie_top_1984_2024_1.xlsx,1985,Inmobiliario,480.19266
Buenos Aires,serie_top_1984_2024_1.xlsx,1986,Inmobiliario,459.22992
Buenos Aires,serie_top_1984_2024_1.xlsx,1987,Inmobiliario,360.38418
Buenos Aires,serie_top_1984_2024_1.xlsx,1988,Inmobiliario,404.85902
Buenos Aires,serie_top_1984_2024_1.xlsx,1989,Inmobiliario,414.80072
Buenos Aires,serie_top_1984_2024_1.xlsx,1990,Inmobiliario,457.65457
Buenos Aires,serie_top_1984_2024_1.xlsx,1991,Inmobiliario,412.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1992,Inmobiliario,460.839
Buenos Aires,serie_top_1984_2024_1.xlsx,1993,Inmobiliario,536.14139
Buenos Aires,serie_top_1984_2024_1.xlsx,1994,Inmobiliario,557.8219399999999
Buenos Aires,serie_top_1984_2024_1.xlsx,1995,Inmobiliario,531.20329
Buenos Aires,serie_top_1984_2024_1.xlsx,1996,Inmobiliario,592.4239
Buenos Aires,serie_top_1984_2024_1.xlsx,1997,Inmobiliario,667.295
Buenos Aires,serie_top_1984_2024_1.xlsx,1998,Inmobiliario,657.1281
Buenos Aires,serie_top_1984_2024_1.xlsx,1999,Inmobiliario,591.39588
Buenos Aires,serie_top_1984_2024_1.xlsx,2000,Inmobiliario,626.5921
Buenos Aires,serie_top_1984_2024_1.xlsx,2001,Inmobiliario,555.6015
Buenos Aires,serie_top_1984_2024_1.xlsx,2002,Inmobiliario,596.75
Buenos Aires,serie_top_1984_2024_1.xlsx,2003,Inmobiliario,805.37
Buenos Aires,serie_top_1984_2024_1.xlsx,2004,Inmobiliario,974.489
Buenos Aires,serie_top_1984_2024_1.xlsx,2005,Inmobiliario,1164.779
Buenos Aires,serie_top_1984_2024_1.xlsx,2006,Inmobiliario,1167.496
Buenos Aires,serie_top_1984_2024_1.xlsx,2007,Inmobiliario,1224.293
Buenos Aires,serie_top_1984_2024_1.xlsx,2008,Inmobiliario,1351.12
Buenos Aires,serie_top_1984_2024_1.xlsx,2009,Inmobiliario,1419.26
Buenos Aires,serie_top_1984_2024_1.xlsx,2010,Inmobiliario,1738.392
Buenos Aires,serie_top_1984_2024_1.xlsx,2011,Inmobiliario,2241.18
Buenos Aires,serie_top_1984_2024_1.xlsx,2012,Inmobiliario,3774.38
Buenos Aires,serie_top_1984_2024_1.xlsx,2013,Inmobiliario,5447.4
Buenos Aires,serie_top_1984_2024_1.xlsx,2014,Inmobiliario,5612.02
Buenos Aires,serie_top_1984_2024_1.xlsx,2015,Inmobiliario,6971.93
Buenos Aires,serie_top_1984_2024_1.xlsx,2016,Inmobiliario,12312.444402430005
Buenos Aires,serie_top_1984_2024_1.xlsx,2017,Inmobiliario,15838.5
Buenos Aires,serie_top_1984_2024_1.xlsx,2018,Inmobiliario,28748.222631
Buenos Aires,serie_top_1984_2024_1.xlsx,2019,Inmobiliario,36664.89451156
Buenos Aires,serie_top_1984_2024_1.xlsx,2020,Inmobiliario,46872.13315238211
Buenos Aires,serie_top_1984_2024_1.xlsx,2021,Inmobiliario,72762.00000000001
Buenos Aires,serie_top_1984_2024_1.xlsx,2022,Inmobiliario,119294.78212035
Buenos Aires,serie_top_1984_2024_1.xlsx,2023,Inmobiliario,189894.89364508
Buenos Aires,serie_top_1984_2024_1.xlsx,2024,Inmobiliario,819349.7
Buenos Aires,serie_top_1984_2024_1.xlsx,1984,Otros,0.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1985,Otros,0.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1986,Otros,23.93258
Buenos Aires,serie_top_1984_2024_1.xlsx,1987,Otros,22.0057
Buenos Aires,serie_top_1984_2024_1.xlsx,1988,Otros,26.1766
Buenos Aires,serie_top_1984_2024_1.xlsx,1989,Otros,23.702900000000003
Buenos Aires,serie_top_1984_2024_1.xlsx,1990,Otros,36.57574
Buenos Aires,serie_top_1984_2024_1.xlsx,1991,Otros,25.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1992,Otros,378.724
Buenos Aires,serie_top_1984_2024_1.xlsx,1993,Otros,442.44356
Buenos Aires,serie_top_1984_2024_1.xlsx,1994,Otros,438.43836
Buenos Aires,serie_top_1984_2024_1.xlsx,1995,Otros,417.51656
Buenos Aires,serie_top_1984_2024_1.xlsx,1996,Otros,465.6349
Buenos Aires,serie_top_1984_2024_1.xlsx,1997,Otros,825.7325999999999
Buenos Aires,serie_top_1984_2024_1.xlsx,1998,Otros,859.7192299999999
Buenos Aires,serie_top_1984_2024_1.xlsx,1999,Otros,826.7556
Buenos Aires,serie_top_1984_2024_1.xlsx,2000,Otros,792.7726600000001
Buenos Aires,serie_top_1984_2024_1.xlsx,2001,Otros,587.5118299999999
Buenos Aires,serie_top_1984_2024_1.xlsx,2002,Otros,993.4
Buenos Aires,serie_top_1984_2024_1.xlsx,2003,Otros,975.45
Buenos Aires,serie_top_1984_2024_1.xlsx,2004,Otros,1182.617
Buenos Aires,serie_top_1984_2024_1.xlsx,2005,Otros,1015.461
Buenos Aires,serie_top_1984_2024_1.xlsx,2006,Otros,1295.858
Buenos Aires,serie_top_1984_2024_1.xlsx,2007,Otros,1341.498
Buenos Aires,serie_top_1984_2024_1.xlsx,2008,Otros,1597.03
Buenos Aires,serie_top_1984_2024_1.xlsx,2009,Otros,1436.91
Buenos Aires,serie_top_1984_2024_1.xlsx,2010,Otros,1415.92
Buenos Aires,serie_top_1984_2024_1.xlsx,2011,Otros,1699.81
Buenos Aires,serie_top_1984_2024_1.xlsx,2012,Otros,2037.8
Buenos Aires,serie_top_1984_2024_1.xlsx,2013,Otros,2864.7
Buenos Aires,serie_top_1984_2024_1.xlsx,2014,Otros,4807.33
Buenos Aires,serie_top_1984_2024_1.xlsx,2015,Otros,6764.54
Buenos Aires,serie_top_1984_2024_1.xlsx,2016,Otros,6973.470070540003
Buenos Aires,serie_top_1984_2024_1.xlsx,2017,Otros,10623.4138252
Buenos Aires,serie_top_1984_2024_1.xlsx,2018,Otros,9456.369857000002
Buenos Aires,serie_top_1984_2024_1.xlsx,2019,Otros,9777.10842397
Buenos Aires,serie_top_1984_2024_1.xlsx,2020,Otros,6781.866866350001
Buenos Aires,serie_top_1984_2024_1.xlsx,2021,Otros,15900.0
Buenos Aires,serie_top_1984_2024_1.xlsx,2022,Otros,27071.14392923
Buenos Aires,serie_top_1984_2024_1.xlsx,2023,Otros,48366.93636971
Buenos Aires,serie_top_1984_2024_1.xlsx,2024,Otros,189353.9999999999
Buenos Aires,serie_top_1984_2024_1.xlsx,1984,Sellos,168.73782
Buenos Aires,serie_top_1984_2024_1.xlsx,1985,Sellos,169.95496
Buenos Aires,serie_top_1984_2024_1.xlsx,1986,Sellos,236.13266
Buenos Aires,serie_top_1984_2024_1.xlsx,1987,Sellos,216.59025
Buenos Aires,serie_top_1984_2024_1.xlsx,1988,Sellos,156.09187
Buenos Aires,serie_top_1984_2024_1.xlsx,1989,Sellos,118.51449
Buenos Aires,serie_top_1984_2024_1.xlsx,1990,Sellos,218.09444
Buenos Aires,serie_top_1984_2024_1.xlsx,1991,Sellos,209.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1992,Sellos,322.493
Buenos Aires,serie_top_1984_2024_1.xlsx,1993,Sellos,374.56911
Buenos Aires,serie_top_1984_2024_1.xlsx,1994,Sellos,422.32472
Buenos Aires,serie_top_1984_2024_1.xlsx,1995,Sellos,402.17185
Buenos Aires,serie_top_1984_2024_1.xlsx,1996,Sellos,448.52173
Buenos Aires,serie_top_1984_2024_1.xlsx,1997,Sellos,418.865
Buenos Aires,serie_top_1984_2024_1.xlsx,1998,Sellos,426.95627
Buenos Aires,serie_top_1984_2024_1.xlsx,1999,Sellos,377.90552
Buenos Aires,serie_top_1984_2024_1.xlsx,2000,Sellos,315.00937
Buenos Aires,serie_top_1984_2024_1.xlsx,2001,Sellos,302.88348
Buenos Aires,serie_top_1984_2024_1.xlsx,2002,Sellos,295.49
Buenos Aires,serie_top_1984_2024_1.xlsx,2003,Sellos,425.315
Buenos Aires,serie_top_1984_2024_1.xlsx,2004,Sellos,509.347
Buenos Aires,serie_top_1984_2024_1.xlsx,2005,Sellos,685.16
Buenos Aires,serie_top_1984_2024_1.xlsx,2006,Sellos,909.449
Buenos Aires,serie_top_1984_2024_1.xlsx,2007,Sellos,1152.997
Buenos Aires,serie_top_1984_2024_1.xlsx,2008,Sellos,1391.36
Buenos Aires,serie_top_1984_2024_1.xlsx,2009,Sellos,1337.36
Buenos Aires,serie_top_1984_2024_1.xlsx,2010,Sellos,1935.09
Buenos Aires,serie_top_1984_2024_1.xlsx,2011,Sellos,2955.11
Buenos Aires,serie_top_1984_2024_1.xlsx,2012,Sellos,3986.5
Buenos Aires,serie_top_1984_2024_1.xlsx,2013,Sellos,5323.0
Buenos Aires,serie_top_1984_2024_1.xlsx,2014,Sellos,6396.76
Buenos Aires,serie_top_1984_2024_1.xlsx,2015,Sellos,9330.42
Buenos Aires,serie_top_1984_2024_1.xlsx,2016,Sellos,12911.066230599998
Buenos Aires,serie_top_1984_2024_1.xlsx,2017,Sellos,21524.85
Buenos Aires,serie_top_1984_2024_1.xlsx,2018,Sellos,24907.39
Buenos Aires,serie_top_1984_2024_1.xlsx,2019,Sellos,30115.99931422
Buenos Aires,serie_top_1984_2024_1.xlsx,2020,Sellos,37042.20503928
Buenos Aires,serie_top_1984_2024_1.xlsx,2021,Sellos,67046.0
Buenos Aires,serie_top_1984_2024_1.xlsx,2022,Sellos,116198.45270874
Buenos Aires,serie_top_1984_2024_1.xlsx,2023,Sellos,250397.23591092
Buenos Aires,serie_top_1984_2024_1.xlsx,2024,Sellos,788193.1
Buenos Aires,serie_top_1984_2024_1.xlsx,1984,Total,1725.2576499999998
Buenos Aires,serie_top_1984_2024_1.xlsx,1985,Total,1567.48209
Buenos Aires,serie_top_1984_2024_1.xlsx,1986,Total,1825.7206
Buenos Aires,serie_top_1984_2024_1.xlsx,1987,Total,1601.26941
Buenos Aires,serie_top_1984_2024_1.xlsx,1988,Total,1413.95087
Buenos Aires,serie_top_1984_2024_1.xlsx,1989,Total,1185.14492
Buenos Aires,serie_top_1984_2024_1.xlsx,1990,Total,1440.0591000000002
Buenos Aires,serie_top_1984_2024_1.xlsx,1991,Total,1650.0
Buenos Aires,serie_top_1984_2024_1.xlsx,1992,Total,2743.4500000000003
Buenos Aires,serie_top_1984_2024_1.xlsx,1993,Total,3190.00001
Buenos Aires,serie_top_1984_2024_1.xlsx,1994,Total,3642.00023
Buenos Aires,serie_top_1984_2024_1.xlsx,1995,Total,3468.208
Buenos Aires,serie_top_1984_2024_1.xlsx,1996,Total,3867.91525
Buenos Aires,serie_top_1984_2024_1.xlsx,1997,Total,4510.1736
Buenos Aires,serie_top_1984_2024_1.xlsx,1998,Total,4716.41343
Buenos Aires,serie_top_1984_2024_1.xlsx,1999,Total,4346.40073
Buenos Aires,serie_top_1984_2024_1.xlsx,2000,Total,4163.334280000001
Buenos Aires,serie_top_1984_2024_1.xlsx,2001,Total,3601.7989099999995
Buenos Aires,serie_top_1984_2024_1.xlsx,2002,Total,4297.65
Buenos Aires,serie_top_1984_2024_1.xlsx,2003,Total,5680.543
Buenos Aires,serie_top_1984_2024_1.xlsx,2004,Total,7211.603
Buenos Aires,serie_top_1984_2024_1.xlsx,2005,Total,8591.57
Buenos Aires,serie_top_1984_2024_1.xlsx,2006,Total,10602.0
Buenos Aires,serie_top_1984_2024_1.xlsx,2007,Total,13029.149999999998
Buenos Aires,serie_top_1984_2024_1.xlsx,2008,Total,17741.649999999998
Buenos Aires,serie_top_1984_2024_1.xlsx,2009,Total,21135.75
Buenos Aires,serie_top_1984_2024_1.xlsx,2010,Total,26413.437
Buenos Aires,serie_top_1984_2024_1.xlsx,2011,Total,35193.1
Buenos Aires,serie_top_1984_2024_1.xlsx,2012,Total,46127.68
Buenos Aires,serie_top_1984_2024_1.xlsx,2013,Total,67632.40000000001
Buenos Aires,serie_top_1984_2024_1.xlsx,2014,Total,89532.01
Buenos Aires,serie_top_1984_2024_1.xlsx,2015,Total,118777.66
Buenos Aires,serie_top_1984_2024_1.xlsx,2016,Total,159221.44404861
Buenos Aires,serie_top_1984_2024_1.xlsx,2017,Total,219922.06
Buenos Aires,serie_top_1984_2024_1.xlsx,2018,Total,276461.39876714995
Buenos Aires,serie_top_1984_2024_1.xlsx,2019,Total,367062.007616617
Buenos Aires,serie_top_1984_2024_1.xlsx,2020,Total,466666.2063885421
Buenos Aires,serie_top_1984_2024_1.xlsx,2021,Total,792679.0
Buenos Aires,serie_top_1984_2024_1.xlsx,2022,Total,1410575.81949186
Buenos Aires,serie_top_1984_2024_1.xlsx,2023,Total,3043328.51700594
Buenos Aires,serie_top_1984_2024_1.xlsx,2024,Total,9701952.3
Catamarca,serie_top_1984_2024_1.xlsx,1984,Automotores,0.1433
Catamarca,serie_top_1984_2024_1.xlsx,1985,Automotores,0.29274
Catamarca,serie_top_1984_2024_1.xlsx,1986,Automotores,0.3143399999999999
Catamarca,serie_top_1984_2024_1.xlsx,1987,Automotores,0.23638
Catamarca,serie_top_1984_2024_1.xlsx,1988,Automotores,0.36616
Catamarca,serie_top_1984_2024_1.xlsx,1989,Automotores,0.15215
Catamarca,serie_top_1984_2024_1.xlsx,1990,Automotores,0.0
Catamarca,serie_top_1984_2024_1.xlsx,1991,Automotores,1.16753
Catamarca,serie_top_1984_2024_1.xlsx,1992,Automotores,1.88775
Catamarca,serie_top_1984_2024_1.xlsx,1993,Automotores,2.5403800000000003
Catamarca,serie_top_1984_2024_1.xlsx,1994,Automotores,2.66994
Catamarca,serie_top_1984_2024_1.xlsx,1995,Automotores,2.3371500000000003
Catamarca,serie_top_1984_2024_1.xlsx,1996,Automotores,3.465
Catamarca,serie_top_1984_2024_1.xlsx,1997,Automotores,2.19704
Catamarca,serie_top_1984_2024_1.xlsx,1998,Automotores,3.47774
Catamarca,serie_top_1984_2024_1.xlsx,1999,Automotores,3.26527
Catamarca,serie_top_1984_2024_1.xlsx,2000,Automotores,3.86911
Catamarca,serie_top_1984_2024_1.xlsx,2001,Automotores,3.32209
Catamarca,serie_top_1984_2024_1.xlsx,2002,Automotores,2.54229
Catamarca,serie_top_1984_2024_1.xlsx,2003,Automotores,4.25966
Catamarca,serie_top_1984_2024_1.xlsx,2004,Automotores,5.49274
Catamarca,serie_top_1984_2024_1.xlsx,2005,Automotores,6.09695
Catamarca,serie_top_1984_2024_1.xlsx,2006,Automotores,8.32929
Catamarca,serie_top_1984_2024_1.xlsx,2007,Automotores,10.78223
Catamarca,serie_top_1984_2024_1.xlsx,2008,Automotores,13.34885
Catamarca,serie_top_1984_2024_1.xlsx,2009,Automotores,16.927
Catamarca,serie_top_1984_2024_1.xlsx,2010,Automotores,25.081
Catamarca,serie_top_1984_2024_1.xlsx,2011,Automotores,33.459
Catamarca,serie_top_1984_2024_1.xlsx,2012,Automotores,42.83307
Catamarca,serie_top_1984_2024_1.xlsx,2013,Automotores,53.27238
Catamarca,serie_top_1984_2024_1.xlsx,2014,Automotores,70.12380999999999
Catamarca,serie_top_1984_2024_1.xlsx,2015,Automotores,103.429591
Catamarca,serie_top_1984_2024_1.xlsx,2016,Automotores,149.56402030000004
Catamarca,serie_top_1984_2024_1.xlsx,2017,Automotores,229.81292588
Catamarca,serie_top_1984_2024_1.xlsx,2018,Automotores,243.59231377
Catamarca,serie_top_1984_2024_1.xlsx,2019,Automotores,333.66323338
Catamarca,serie_top_1984_2024_1.xlsx,2020,Automotores,444.34902037
Catamarca,serie_top_1984_2024_1.xlsx,2021,Automotores,627.9727310599999
Catamarca,serie_top_1984_2024_1.xlsx,2022,Automotores,1149.05
Catamarca,serie_top_1984_2024_1.xlsx,2023,Automotores,2078.74712284
Catamarca,serie_top_1984_2024_1.xlsx,2024,Automotores,5646.44350981
Catamarca,serie_top_1984_2024_1.xlsx,1984,Ingresos Brutos,3.39147
Catamarca,serie_top_1984_2024_1.xlsx,1985,Ingresos Brutos,4.397270000000001
Catamarca,serie_top_1984_2024_1.xlsx,1986,Ingresos Brutos,5.25679
Catamarca,serie_top_1984_2024_1.xlsx,1987,Ingresos Brutos,4.79657
Catamarca,serie_top_1984_2024_1.xlsx,1988,Ingresos Brutos,4.96227
Catamarca,serie_top_1984_2024_1.xlsx,1989,Ingresos Brutos,2.01099
Catamarca,serie_top_1984_2024_1.xlsx,1990,Ingresos Brutos,4.14756
Catamarca,serie_top_1984_2024_1.xlsx,1991,Ingresos Brutos,6.4635
Catamarca,serie_top_1984_2024_1.xlsx,1992,Ingresos Brutos,10.46642
Catamarca,serie_top_1984_2024_1.xlsx,1993,Ingresos Brutos,14.0848
Catamarca,serie_top_1984_2024_1.xlsx,1994,Ingresos Brutos,15.30825
Catamarca,serie_top_1984_2024_1.xlsx,1995,Ingresos Brutos,14.14849
Catamarca,serie_top_1984_2024_1.xlsx,1996,Ingresos Brutos,24.7596
Catamarca,serie_top_1984_2024_1.xlsx,1997,Ingresos Brutos,29.39246
Catamarca,serie_top_1984_2024_1.xlsx,1998,Ingresos Brutos,27.82521
Catamarca,serie_top_1984_2024_1.xlsx,1999,Ingresos Brutos,27.19392
Catamarca,serie_top_1984_2024_1.xlsx,2000,Ingresos Brutos,25.35117
Catamarca,serie_top_1984_2024_1.xlsx,2001,Ingresos Brutos,25.08779
Catamarca,serie_top_1984_2024_1.xlsx,2002,Ingresos Brutos,25.41841
Catamarca,serie_top_1984_2024_1.xlsx,2003,Ingresos Brutos,41.92285
Catamarca,serie_top_1984_2024_1.xlsx,2004,Ingresos Brutos,54.98432
Catamarca,serie_top_1984_2024_1.xlsx,2005,Ingresos Brutos,67.67964
Catamarca,serie_top_1984_2024_1.xlsx,2006,Ingresos Brutos,88.97453999999999
Catamarca,serie_top_1984_2024_1.xlsx,2007,Ingresos Brutos,116.49377
Catamarca,serie_top_1984_2024_1.xlsx,2008,Ingresos Brutos,166.13302
Catamarca,serie_top_1984_2024_1.xlsx,2009,Ingresos Brutos,184.379
Catamarca,serie_top_1984_2024_1.xlsx,2010,Ingresos Brutos,263.937
Catamarca,serie_top_1984_2024_1.xlsx,2011,Ingresos Brutos,399.311
Catamarca,serie_top_1984_2024_1.xlsx,2012,Ingresos Brutos,453.5525300000001
Catamarca,serie_top_1984_2024_1.xlsx,2013,Ingresos Brutos,584.79029
Catamarca,serie_top_1984_2024_1.xlsx,2014,Ingresos Brutos,862.90099
Catamarca,serie_top_1984_2024_1.xlsx,2015,Ingresos Brutos,1085.084461
Catamarca,serie_top_1984_2024_1.xlsx,2016,Ingresos Brutos,1467.2106368899997
Catamarca,serie_top_1984_2024_1.xlsx,2017,Ingresos Brutos,2009.05736072
Catamarca,serie_top_1984_2024_1.xlsx,2018,Ingresos Brutos,2630.27835535
Catamarca,serie_top_1984_2024_1.xlsx,2019,Ingresos Brutos,3865.15046078
Catamarca,serie_top_1984_2024_1.xlsx,2020,Ingresos Brutos,4849.025250109999
Catamarca,serie_top_1984_2024_1.xlsx,2021,Ingresos Brutos,8721.386675459999
Catamarca,serie_top_1984_2024_1.xlsx,2022,Ingresos Brutos,19068.98
Catamarca,serie_top_1984_2024_1.xlsx,2023,Ingresos Brutos,45957.8693999
Catamarca,serie_top_1984_2024_1.xlsx,2024,Ingresos Brutos,147011.77807704
Catamarca,serie_top_1984_2024_1.xlsx,1984,Inmobiliario,0.35825
Catamarca,serie_top_1984_2024_1.xlsx,1985,Inmobiliario,0.25225
Catamarca,serie_top_1984_2024_1.xlsx,1986,Inmobiliario,0.6464500000000001
Catamarca,serie_top_1984_2024_1.xlsx,1987,Inmobiliario,0.50095
Catamarca,serie_top_1984_2024_1.xlsx,1988,Inmobiliario,0.5072300000000001
Catamarca,serie_top_1984_2024_1.xlsx,1989,Inmobiliario,0.19231
Catamarca,serie_top_1984_2024_1.xlsx,1990,Inmobiliario,0.4647699999999999
Catamarca,serie_top_1984_2024_1.xlsx,1991,Inmobiliario,1.724
Catamarca,serie_top_1984_2024_1.xlsx,1992,Inmobiliario,1.67059
Catamarca,serie_top_1984_2024_1.xlsx,1993,Inmobiliario,2.24814
Catamarca,serie_top_1984_2024_1.xlsx,1994,Inmobiliario,3.4416100000000003
Catamarca,serie_top_1984_2024_1.xlsx,1995,Inmobiliario,2.34215
Catamarca,serie_top_1984_2024_1.xlsx,1996,Inmobiliario,4.193
Catamarca,serie_top_1984_2024_1.xlsx,1997,Inmobiliario,3.51032
Catamarca,serie_top_1984_2024_1.xlsx,1998,Inmobiliario,3.81322
Catamarca,serie_top_1984_2024_1.xlsx,1999,Inmobiliario,3.51236
Catamarca,serie_top_1984_2024_1.xlsx,2000,Inmobiliario,4.40553
Catamarca,serie_top_1984_2024_1.xlsx,2001,Inmobiliario,4.16084
