province,source,year,tax,value_millions
Córdoba,serie_top_1984_2024_1.xlsx,2019,Sellos,8577.12397442
Córdoba,serie_top_1984_2024_1.xlsx,2020,Sellos,10893.603327
Córdoba,serie_top_1984_2024_1.xlsx,2021,Sellos,20779.879668999994
Córdoba,serie_top_1984_2024_1.xlsx,2022,Sellos,33927.84562099999
Córdoba,serie_top_1984_2024_1.xlsx,2023,Sellos,63685.01923914
Córdoba,serie_top_1984_2024_1.xlsx,2024,Sellos,200568.402029
Córdoba,serie_top_1984_2024_1.xlsx,1984,Total,303.65643
Córdoba,serie_top_1984_2024_1.xlsx,1985,Total,319.00733
Córdoba,serie_top_1984_2024_1.xlsx,1986,Total,382.07595
Córdoba,serie_top_1984_2024_1.xlsx,1987,Total,340.71808
Córdoba,serie_top_1984_2024_1.xlsx,1988,Total,341.40043
Córdoba,serie_top_1984_2024_1.xlsx,1989,Total,230.09999
Córdoba,serie_top_1984_2024_1.xlsx,1990,Total,304.11372000000006
Córdoba,serie_top_1984_2024_1.xlsx,1991,Total,377.69
Córdoba,serie_top_1984_2024_1.xlsx,1992,Total,659.357
Córdoba,serie_top_1984_2024_1.xlsx,1993,Total,750.7026999999999
Córdoba,serie_top_1984_2024_1.xlsx,1994,Total,860.2349999999999
Córdoba,serie_top_1984_2024_1.xlsx,1995,Total,848.07493
Córdoba,serie_top_1984_2024_1.xlsx,1996,Total,863.5975000000001
Córdoba,serie_top_1984_2024_1.xlsx,1997,Total,849.75196
Córdoba,serie_top_1984_2024_1.xlsx,1998,Total,911.55764
Córdoba,serie_top_1984_2024_1.xlsx,1999,Total,835.45235
Córdoba,serie_top_1984_2024_1.xlsx,2000,Total,854.14984
Córdoba,serie_top_1984_2024_1.xlsx,2001,Total,753.5630000000001
Córdoba,serie_top_1984_2024_1.xlsx,2002,Total,800.48294
Córdoba,serie_top_1984_2024_1.xlsx,2003,Total,1038.69209
Córdoba,serie_top_1984_2024_1.xlsx,2004,Total,1214.80383
Córdoba,serie_top_1984_2024_1.xlsx,2005,Total,1469.97692
Córdoba,serie_top_1984_2024_1.xlsx,2006,Total,1848.88103
Córdoba,serie_top_1984_2024_1.xlsx,2007,Total,2279.772
Córdoba,serie_top_1984_2024_1.xlsx,2008,Total,2913.62798
Córdoba,serie_top_1984_2024_1.xlsx,2009,Total,3854.8892
Córdoba,serie_top_1984_2024_1.xlsx,2010,Total,5204.337390000001
Córdoba,serie_top_1984_2024_1.xlsx,2011,Total,7028.589000000001
Córdoba,serie_top_1984_2024_1.xlsx,2012,Total,8714.822999999999
Córdoba,serie_top_1984_2024_1.xlsx,2013,Total,12646.747
Córdoba,serie_top_1984_2024_1.xlsx,2014,Total,17887.07019
Córdoba,serie_top_1984_2024_1.xlsx,2015,Total,23004.827
Córdoba,serie_top_1984_2024_1.xlsx,2016,Total,30885.782945000003
Córdoba,serie_top_1984_2024_1.xlsx,2017,Total,42690.49583445944
Córdoba,serie_top_1984_2024_1.xlsx,2018,Total,56351.45948900001
Córdoba,serie_top_1984_2024_1.xlsx,2019,Total,74734.34544950003
Córdoba,serie_top_1984_2024_1.xlsx,2020,Total,113144.81859546792
Córdoba,serie_top_1984_2024_1.xlsx,2021,Total,184432.07946299997
Córdoba,serie_top_1984_2024_1.xlsx,2022,Total,314012.95310781995
Córdoba,serie_top_1984_2024_1.xlsx,2023,Total,688118.6535119999
Córdoba,serie_top_1984_2024_1.xlsx,2024,Total,2043053.552725
Entre Ríos,serie_top_1984_2024_1.xlsx,1984,Automotores,4.991680000000001
Entre Ríos,serie_top_1984_2024_1.xlsx,1985,Automotores,6.549189999999999
Entre Ríos,serie_top_1984_2024_1.xlsx,1986,Automotores,10.69472
Entre Ríos,serie_top_1984_2024_1.xlsx,1987,Automotores,10.2209
Entre Ríos,serie_top_1984_2024_1.xlsx,1988,Automotores,14.08649
Entre Ríos,serie_top_1984_2024_1.xlsx,1989,Automotores,11.12357
Entre Ríos,serie_top_1984_2024_1.xlsx,1990,Automotores,13.45872
Entre Ríos,serie_top_1984_2024_1.xlsx,1991,Automotores,15.6809
Entre Ríos,serie_top_1984_2024_1.xlsx,1992,Automotores,23.85008
Entre Ríos,serie_top_1984_2024_1.xlsx,1993,Automotores,30.84758
Entre Ríos,serie_top_1984_2024_1.xlsx,1994,Automotores,37.44582
Entre Ríos,serie_top_1984_2024_1.xlsx,1995,Automotores,36.22569
Entre Ríos,serie_top_1984_2024_1.xlsx,1996,Automotores,31.30972
Entre Ríos,serie_top_1984_2024_1.xlsx,1997,Automotores,30.85019
Entre Ríos,serie_top_1984_2024_1.xlsx,1998,Automotores,28.41672
Entre Ríos,serie_top_1984_2024_1.xlsx,1999,Automotores,22.77098
Entre Ríos,serie_top_1984_2024_1.xlsx,2000,Automotores,26.97466
Entre Ríos,serie_top_1984_2024_1.xlsx,2001,Automotores,25.351830000000003
Entre Ríos,serie_top_1984_2024_1.xlsx,2002,Automotores,22.51543
Entre Ríos,serie_top_1984_2024_1.xlsx,2003,Automotores,25.21175
Entre Ríos,serie_top_1984_2024_1.xlsx,2004,Automotores,32.23462
Entre Ríos,serie_top_1984_2024_1.xlsx,2005,Automotores,38.37103
Entre Ríos,serie_top_1984_2024_1.xlsx,2006,Automotores,45.27055
Entre Ríos,serie_top_1984_2024_1.xlsx,2007,Automotores,60.46
Entre Ríos,serie_top_1984_2024_1.xlsx,2008,Automotores,82.03
Entre Ríos,serie_top_1984_2024_1.xlsx,2009,Automotores,98.99
Entre Ríos,serie_top_1984_2024_1.xlsx,2010,Automotores,125.42
Entre Ríos,serie_top_1984_2024_1.xlsx,2011,Automotores,171.54
Entre Ríos,serie_top_1984_2024_1.xlsx,2012,Automotores,227.93
Entre Ríos,serie_top_1984_2024_1.xlsx,2013,Automotores,296.44
Entre Ríos,serie_top_1984_2024_1.xlsx,2014,Automotores,532.88
Entre Ríos,serie_top_1984_2024_1.xlsx,2015,Automotores,721.81
Entre Ríos,serie_top_1984_2024_1.xlsx,2016,Automotores,1031.62
Entre Ríos,serie_top_1984_2024_1.xlsx,2017,Automotores,1311.53
Entre Ríos,serie_top_1984_2024_1.xlsx,2018,Automotores,1618.3
Entre Ríos,serie_top_1984_2024_1.xlsx,2019,Automotores,2605.08
Entre Ríos,serie_top_1984_2024_1.xlsx,2020,Automotores,3401.58
Entre Ríos,serie_top_1984_2024_1.xlsx,2021,Automotores,5578.39
Entre Ríos,serie_top_1984_2024_1.xlsx,2022,Automotores,8634.58
Entre Ríos,serie_top_1984_2024_1.xlsx,2023,Automotores,15969.36
Entre Ríos,serie_top_1984_2024_1.xlsx,2024,Automotores,44532.91
Entre Ríos,serie_top_1984_2024_1.xlsx,1984,Ingresos Brutos,39.07361
Entre Ríos,serie_top_1984_2024_1.xlsx,1985,Ingresos Brutos,37.71621
Entre Ríos,serie_top_1984_2024_1.xlsx,1986,Ingresos Brutos,56.80347
Entre Ríos,serie_top_1984_2024_1.xlsx,1987,Ingresos Brutos,55.26941
Entre Ríos,serie_top_1984_2024_1.xlsx,1988,Ingresos Brutos,39.96493
Entre Ríos,serie_top_1984_2024_1.xlsx,1989,Ingresos Brutos,40.7792
Entre Ríos,serie_top_1984_2024_1.xlsx,1990,Ingresos Brutos,33.33567
Entre Ríos,serie_top_1984_2024_1.xlsx,1991,Ingresos Brutos,39.46293
Entre Ríos,serie_top_1984_2024_1.xlsx,1992,Ingresos Brutos,61.87978
Entre Ríos,serie_top_1984_2024_1.xlsx,1993,Ingresos Brutos,80.03502
Entre Ríos,serie_top_1984_2024_1.xlsx,1994,Ingresos Brutos,97.15435
Entre Ríos,serie_top_1984_2024_1.xlsx,1995,Ingresos Brutos,96.41838
Entre Ríos,serie_top_1984_2024_1.xlsx,1996,Ingresos Brutos,136.47745
Entre Ríos,serie_top_1984_2024_1.xlsx,1997,Ingresos Brutos,147.57977
Entre Ríos,serie_top_1984_2024_1.xlsx,1998,Ingresos Brutos,144.90316
Entre Ríos,serie_top_1984_2024_1.xlsx,1999,Ingresos Brutos,140.3184
Entre Ríos,serie_top_1984_2024_1.xlsx,2000,Ingresos Brutos,121.9322
Entre Ríos,serie_top_1984_2024_1.xlsx,2001,Ingresos Brutos,113.60009
Entre Ríos,serie_top_1984_2024_1.xlsx,2002,Ingresos Brutos,121.92253
Entre Ríos,serie_top_1984_2024_1.xlsx,2003,Ingresos Brutos,160.19129999999998
Entre Ríos,serie_top_1984_2024_1.xlsx,2004,Ingresos Brutos,204.37737
Entre Ríos,serie_top_1984_2024_1.xlsx,2005,Ingresos Brutos,256.97238
Entre Ríos,serie_top_1984_2024_1.xlsx,2006,Ingresos Brutos,325.82836
Entre Ríos,serie_top_1984_2024_1.xlsx,2007,Ingresos Brutos,434.42
Entre Ríos,serie_top_1984_2024_1.xlsx,2008,Ingresos Brutos,551.73
Entre Ríos,serie_top_1984_2024_1.xlsx,2009,Ingresos Brutos,601.49
Entre Ríos,serie_top_1984_2024_1.xlsx,2010,Ingresos Brutos,784.89
Entre Ríos,serie_top_1984_2024_1.xlsx,2011,Ingresos Brutos,1098.91
Entre Ríos,serie_top_1984_2024_1.xlsx,2012,Ingresos Brutos,1426.77
Entre Ríos,serie_top_1984_2024_1.xlsx,2013,Ingresos Brutos,2082.23
Entre Ríos,serie_top_1984_2024_1.xlsx,2014,Ingresos Brutos,3499.29
Entre Ríos,serie_top_1984_2024_1.xlsx,2015,Ingresos Brutos,4468.77889932
Entre Ríos,serie_top_1984_2024_1.xlsx,2016,Ingresos Brutos,5931.39
Entre Ríos,serie_top_1984_2024_1.xlsx,2017,Ingresos Brutos,8580.25
Entre Ríos,serie_top_1984_2024_1.xlsx,2018,Ingresos Brutos,11870.49
Entre Ríos,serie_top_1984_2024_1.xlsx,2019,Ingresos Brutos,16741.6
Entre Ríos,serie_top_1984_2024_1.xlsx,2020,Ingresos Brutos,22792.13
Entre Ríos,serie_top_1984_2024_1.xlsx,2021,Ingresos Brutos,40503.17
Entre Ríos,serie_top_1984_2024_1.xlsx,2022,Ingresos Brutos,69908.32999999999
Entre Ríos,serie_top_1984_2024_1.xlsx,2023,Ingresos Brutos,161030.29
Entre Ríos,serie_top_1984_2024_1.xlsx,2024,Ingresos Brutos,473590.98
Entre Ríos,serie_top_1984_2024_1.xlsx,1984,Inmobiliario,29.87842
Entre Ríos,serie_top_1984_2024_1.xlsx,1985,Inmobiliario,25.18151
Entre Ríos,serie_top_1984_2024_1.xlsx,1986,Inmobiliario,42.37928
Entre Ríos,serie_top_1984_2024_1.xlsx,1987,Inmobiliario,28.82328
Entre Ríos,serie_top_1984_2024_1.xlsx,1988,Inmobiliario,32.795410000000004
Entre Ríos,serie_top_1984_2024_1.xlsx,1989,Inmobiliario,27.21137
Entre Ríos,serie_top_1984_2024_1.xlsx,1990,Inmobiliario,38.83174
Entre Ríos,serie_top_1984_2024_1.xlsx,1991,Inmobiliario,27.7669
Entre Ríos,serie_top_1984_2024_1.xlsx,1992,Inmobiliario,43.33877
Entre Ríos,serie_top_1984_2024_1.xlsx,1993,Inmobiliario,56.05417
Entre Ríos,serie_top_1984_2024_1.xlsx,1994,Inmobiliario,68.04404
Entre Ríos,serie_top_1984_2024_1.xlsx,1995,Inmobiliario,74.83278999999999
Entre Ríos,serie_top_1984_2024_1.xlsx,1996,Inmobiliario,66.17333
Entre Ríos,serie_top_1984_2024_1.xlsx,1997,Inmobiliario,63.1824
Entre Ríos,serie_top_1984_2024_1.xlsx,1998,Inmobiliario,66.85988
Entre Ríos,serie_top_1984_2024_1.xlsx,1999,Inmobiliario,62.37043
Entre Ríos,serie_top_1984_2024_1.xlsx,2000,Inmobiliario,55.34753
Entre Ríos,serie_top_1984_2024_1.xlsx,2001,Inmobiliario,59.80475
Entre Ríos,serie_top_1984_2024_1.xlsx,2002,Inmobiliario,62.52446
Entre Ríos,serie_top_1984_2024_1.xlsx,2003,Inmobiliario,84.38625
Entre Ríos,serie_top_1984_2024_1.xlsx,2004,Inmobiliario,107.18209
Entre Ríos,serie_top_1984_2024_1.xlsx,2005,Inmobiliario,121.10246
Entre Ríos,serie_top_1984_2024_1.xlsx,2006,Inmobiliario,132.86586
Entre Ríos,serie_top_1984_2024_1.xlsx,2007,Inmobiliario,141.74
Entre Ríos,serie_top_1984_2024_1.xlsx,2008,Inmobiliario,135.06
Entre Ríos,serie_top_1984_2024_1.xlsx,2009,Inmobiliario,151.01
Entre Ríos,serie_top_1984_2024_1.xlsx,2010,Inmobiliario,240.66
Entre Ríos,serie_top_1984_2024_1.xlsx,2011,Inmobiliario,331.13
Entre Ríos,serie_top_1984_2024_1.xlsx,2012,Inmobiliario,746.71
Entre Ríos,serie_top_1984_2024_1.xlsx,2013,Inmobiliario,975.81
Entre Ríos,serie_top_1984_2024_1.xlsx,2014,Inmobiliario,1376.38
Entre Ríos,serie_top_1984_2024_1.xlsx,2015,Inmobiliario,1433.02402636
Entre Ríos,serie_top_1984_2024_1.xlsx,2016,Inmobiliario,1998.3
Entre Ríos,serie_top_1984_2024_1.xlsx,2017,Inmobiliario,2500.35
Entre Ríos,serie_top_1984_2024_1.xlsx,2018,Inmobiliario,2927.11
Entre Ríos,serie_top_1984_2024_1.xlsx,2019,Inmobiliario,5041.84
Entre Ríos,serie_top_1984_2024_1.xlsx,2020,Inmobiliario,5697.019999999999
Entre Ríos,serie_top_1984_2024_1.xlsx,2021,Inmobiliario,9055.21
Entre Ríos,serie_top_1984_2024_1.xlsx,2022,Inmobiliario,12179.16
Entre Ríos,serie_top_1984_2024_1.xlsx,2023,Inmobiliario,18803.34
Entre Ríos,serie_top_1984_2024_1.xlsx,2024,Inmobiliario,52093.7
Entre Ríos,serie_top_1984_2024_1.xlsx,1984,Otros,3.77361
Entre Ríos,serie_top_1984_2024_1.xlsx,1985,Otros,3.48792
Entre Ríos,serie_top_1984_2024_1.xlsx,1986,Otros,4.58548
Entre Ríos,serie_top_1984_2024_1.xlsx,1987,Otros,3.60369
Entre Ríos,serie_top_1984_2024_1.xlsx,1988,Otros,2.9170100000000003
Entre Ríos,serie_top_1984_2024_1.xlsx,1989,Otros,3.03279
Entre Ríos,serie_top_1984_2024_1.xlsx,1990,Otros,2.25088
Entre Ríos,serie_top_1984_2024_1.xlsx,1991,Otros,1.98549
Entre Ríos,serie_top_1984_2024_1.xlsx,1992,Otros,2.93685
Entre Ríos,serie_top_1984_2024_1.xlsx,1993,Otros,3.79851
Entre Ríos,serie_top_1984_2024_1.xlsx,1994,Otros,4.61101
Entre Ríos,serie_top_1984_2024_1.xlsx,1995,Otros,25.94319
Entre Ríos,serie_top_1984_2024_1.xlsx,1996,Otros,25.34282
Entre Ríos,serie_top_1984_2024_1.xlsx,1997,Otros,27.37759
Entre Ríos,serie_top_1984_2024_1.xlsx,1998,Otros,30.93405
Entre Ríos,serie_top_1984_2024_1.xlsx,1999,Otros,30.67733
Entre Ríos,serie_top_1984_2024_1.xlsx,2000,Otros,32.11839
Entre Ríos,serie_top_1984_2024_1.xlsx,2001,Otros,32.70313
Entre Ríos,serie_top_1984_2024_1.xlsx,2002,Otros,21.2533
Entre Ríos,serie_top_1984_2024_1.xlsx,2003,Otros,32.50325
Entre Ríos,serie_top_1984_2024_1.xlsx,2004,Otros,45.70451
Entre Ríos,serie_top_1984_2024_1.xlsx,2005,Otros,50.40083
Entre Ríos,serie_top_1984_2024_1.xlsx,2006,Otros,63.16723
Entre Ríos,serie_top_1984_2024_1.xlsx,2007,Otros,86.06595
Entre Ríos,serie_top_1984_2024_1.xlsx,2008,Otros,95.82
Entre Ríos,serie_top_1984_2024_1.xlsx,2009,Otros,113.11
Entre Ríos,serie_top_1984_2024_1.xlsx,2010,Otros,112.22
Entre Ríos,serie_top_1984_2024_1.xlsx,2011,Otros,170.05
Entre Ríos,serie_top_1984_2024_1.xlsx,2012,Otros,212.88
Entre Ríos,serie_top_1984_2024_1.xlsx,2013,Otros,309.47
Entre Ríos,serie_top_1984_2024_1.xlsx,2014,Otros,515.58
Entre Ríos,serie_top_1984_2024_1.xlsx,2015,Otros,629.25
Entre Ríos,serie_top_1984_2024_1.xlsx,2016,Otros,828.84
Entre Ríos,serie_top_1984_2024_1.xlsx,2017,Otros,1016.78
Entre Ríos,serie_top_1984_2024_1.xlsx,2018,Otros,1067.61
Entre Ríos,serie_top_1984_2024_1.xlsx,2019,Otros,1248.42
Entre Ríos,serie_top_1984_2024_1.xlsx,2020,Otros,1540.51
Entre Ríos,serie_top_1984_2024_1.xlsx,2021,Otros,3009.87
Entre Ríos,serie_top_1984_2024_1.xlsx,2022,Otros,1238.24
Entre Ríos,serie_top_1984_2024_1.xlsx,2023,Otros,886.94
Entre Ríos,serie_top_1984_2024_1.xlsx,2024,Otros,254.46
Entre Ríos,serie_top_1984_2024_1.xlsx,1984,Sellos,13.30318
Entre Ríos,serie_top_1984_2024_1.xlsx,1985,Sellos,13.6745
Entre Ríos,serie_top_1984_2024_1.xlsx,1986,Sellos,17.83755
Entre Ríos,serie_top_1984_2024_1.xlsx,1987,Sellos,13.98192
Entre Ríos,serie_top_1984_2024_1.xlsx,1988,Sellos,11.41304
Entre Ríos,serie_top_1984_2024_1.xlsx,1989,Sellos,9.72458
Entre Ríos,serie_top_1984_2024_1.xlsx,1990,Sellos,15.30596
Entre Ríos,serie_top_1984_2024_1.xlsx,1991,Sellos,19.03559
Entre Ríos,serie_top_1984_2024_1.xlsx,1992,Sellos,26.23151
Entre Ríos,serie_top_1984_2024_1.xlsx,1993,Sellos,33.92771
Entre Ríos,serie_top_1984_2024_1.xlsx,1994,Sellos,41.18478
Entre Ríos,serie_top_1984_2024_1.xlsx,1995,Sellos,34.425160000000005
Entre Ríos,serie_top_1984_2024_1.xlsx,1996,Sellos,26.82143
Entre Ríos,serie_top_1984_2024_1.xlsx,1997,Sellos,29.44404
Entre Ríos,serie_top_1984_2024_1.xlsx,1998,Sellos,31.62546
Entre Ríos,serie_top_1984_2024_1.xlsx,1999,Sellos,27.77478
Entre Ríos,serie_top_1984_2024_1.xlsx,2000,Sellos,25.54372
Entre Ríos,serie_top_1984_2024_1.xlsx,2001,Sellos,27.64027
Entre Ríos,serie_top_1984_2024_1.xlsx,2002,Sellos,20.149
Entre Ríos,serie_top_1984_2024_1.xlsx,2003,Sellos,26.28228
Entre Ríos,serie_top_1984_2024_1.xlsx,2004,Sellos,32.32918
Entre Ríos,serie_top_1984_2024_1.xlsx,2005,Sellos,44.87829
Entre Ríos,serie_top_1984_2024_1.xlsx,2006,Sellos,55.62652
Entre Ríos,serie_top_1984_2024_1.xlsx,2007,Sellos,82.19
Entre Ríos,serie_top_1984_2024_1.xlsx,2008,Sellos,91.04
Entre Ríos,serie_top_1984_2024_1.xlsx,2009,Sellos,90.32
Entre Ríos,serie_top_1984_2024_1.xlsx,2010,Sellos,120.17
Entre Ríos,serie_top_1984_2024_1.xlsx,2011,Sellos,182.76
Entre Ríos,serie_top_1984_2024_1.xlsx,2012,Sellos,220.37
Entre Ríos,serie_top_1984_2024_1.xlsx,2013,Sellos,271.37
Entre Ríos,serie_top_1984_2024_1.xlsx,2014,Sellos,334.72
Entre Ríos,serie_top_1984_2024_1.xlsx,2015,Sellos,455.78
Entre Ríos,serie_top_1984_2024_1.xlsx,2016,Sellos,610.33
Entre Ríos,serie_top_1984_2024_1.xlsx,2017,Sellos,1136.71
Entre Ríos,serie_top_1984_2024_1.xlsx,2018,Sellos,1369.52
Entre Ríos,serie_top_1984_2024_1.xlsx,2019,Sellos,1603.51
Entre Ríos,serie_top_1984_2024_1.xlsx,2020,Sellos,2306.14
Entre Ríos,serie_top_1984_2024_1.xlsx,2021,Sellos,4068.14
Entre Ríos,serie_top_1984_2024_1.xlsx,2022,Sellos,7321.87
Entre Ríos,serie_top_1984_2024_1.xlsx,2023,Sellos,15935.01
Entre Ríos,serie_top_1984_2024_1.xlsx,2024,Sellos,49433.31
Entre Ríos,serie_top_1984_2024_1.xlsx,1984,Total,91.0205
Entre Ríos,serie_top_1984_2024_1.xlsx,1985,Total,86.60932999999999
Entre Ríos,serie_top_1984_2024_1.xlsx,1986,Total,132.3005
Entre Ríos,serie_top_1984_2024_1.xlsx,1987,Total,111.8992
Entre Ríos,serie_top_1984_2024_1.xlsx,1988,Total,101.17688
Entre Ríos,serie_top_1984_2024_1.xlsx,1989,Total,91.87151
Entre Ríos,serie_top_1984_2024_1.xlsx,1990,Total,103.18296999999998
Entre Ríos,serie_top_1984_2024_1.xlsx,1991,Total,103.93180999999998
Entre Ríos,serie_top_1984_2024_1.xlsx,1992,Total,158.23699
Entre Ríos,serie_top_1984_2024_1.xlsx,1993,Total,204.66299
Entre Ríos,serie_top_1984_2024_1.xlsx,1994,Total,248.44
Entre Ríos,serie_top_1984_2024_1.xlsx,1995,Total,267.84521
Entre Ríos,serie_top_1984_2024_1.xlsx,1996,Total,286.12475
Entre Ríos,serie_top_1984_2024_1.xlsx,1997,Total,298.43399
Entre Ríos,serie_top_1984_2024_1.xlsx,1998,Total,302.73927000000003
Entre Ríos,serie_top_1984_2024_1.xlsx,1999,Total,283.91192
Entre Ríos,serie_top_1984_2024_1.xlsx,2000,Total,261.9165
Entre Ríos,serie_top_1984_2024_1.xlsx,2001,Total,259.10007
Entre Ríos,serie_top_1984_2024_1.xlsx,2002,Total,248.36472
Entre Ríos,serie_top_1984_2024_1.xlsx,2003,Total,328.57483
Entre Ríos,serie_top_1984_2024_1.xlsx,2004,Total,421.82777
Entre Ríos,serie_top_1984_2024_1.xlsx,2005,Total,511.72499
Entre Ríos,serie_top_1984_2024_1.xlsx,2006,Total,622.75852
Entre Ríos,serie_top_1984_2024_1.xlsx,2007,Total,804.8759500000002
Entre Ríos,serie_top_1984_2024_1.xlsx,2008,Total,955.6799999999998
Entre Ríos,serie_top_1984_2024_1.xlsx,2009,Total,1054.9199999999998
Entre Ríos,serie_top_1984_2024_1.xlsx,2010,Total,1383.36
Entre Ríos,serie_top_1984_2024_1.xlsx,2011,Total,1954.39
Entre Ríos,serie_top_1984_2024_1.xlsx,2012,Total,2834.66
Entre Ríos,serie_top_1984_2024_1.xlsx,2013,Total,3935.32
Entre Ríos,serie_top_1984_2024_1.xlsx,2014,Total,6258.85
Entre Ríos,serie_top_1984_2024_1.xlsx,2015,Total,7708.64292568
Entre Ríos,serie_top_1984_2024_1.xlsx,2016,Total,10400.48
Entre Ríos,serie_top_1984_2024_1.xlsx,2017,Total,14545.620000000004
Entre Ríos,serie_top_1984_2024_1.xlsx,2018,Total,18853.03
Entre Ríos,serie_top_1984_2024_1.xlsx,2019,Total,27240.45
Entre Ríos,serie_top_1984_2024_1.xlsx,2020,Total,35737.380000000005
Entre Ríos,serie_top_1984_2024_1.xlsx,2021,Total,62214.78
Entre Ríos,serie_top_1984_2024_1.xlsx,2022,Total,99282.18
Entre Ríos,serie_top_1984_2024_1.xlsx,2023,Total,212624.94
Entre Ríos,serie_top_1984_2024_1.xlsx,2024,Total,619905.36
Formosa,serie_top_1984_2024_1.xlsx,1984,Automotores,0.71651
Formosa,serie_top_1984_2024_1.xlsx,1985,Automotores,0.71315
Formosa,serie_top_1984_2024_1.xlsx,1986,Automotores,1.11174
Formosa,serie_top_1984_2024_1.xlsx,1987,Automotores,0.63166
Formosa,serie_top_1984_2024_1.xlsx,1988,Automotores,0.07127
Formosa,serie_top_1984_2024_1.xlsx,1989,Automotores,0.07275
Formosa,serie_top_1984_2024_1.xlsx,1990,Automotores,1.90705
Formosa,serie_top_1984_2024_1.xlsx,1991,Automotores,0.08167
Formosa,serie_top_1984_2024_1.xlsx,1992,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,1993,Automotores,0.00594
Formosa,serie_top_1984_2024_1.xlsx,1994,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,1995,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,1996,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,1997,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,1998,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,1999,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2000,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2001,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2002,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2003,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2004,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2005,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2006,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2007,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2008,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2009,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2010,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2011,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2012,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2013,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2014,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2015,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2016,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2017,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2018,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2019,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2020,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2021,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2022,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2023,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,2024,Automotores,0.0
Formosa,serie_top_1984_2024_1.xlsx,1984,Ingresos Brutos,9.41015
Formosa,serie_top_1984_2024_1.xlsx,1985,Ingresos Brutos,7.48968
Formosa,serie_top_1984_2024_1.xlsx,1986,Ingresos Brutos,10.36439
Formosa,serie_top_1984_2024_1.xlsx,1987,Ingresos Brutos,9.67221
Formosa,serie_top_1984_2024_1.xlsx,1988,Ingresos Brutos,8.795
Formosa,serie_top_1984_2024_1.xlsx,1989,Ingresos Brutos,6.98817
Formosa,serie_top_1984_2024_1.xlsx,1990,Ingresos Brutos,9.804950000000002
Formosa,serie_top_1984_2024_1.xlsx,1991,Ingresos Brutos,12.31471
Formosa,serie_top_1984_2024_1.xlsx,1992,Ingresos Brutos,15.8845
Formosa,serie_top_1984_2024_1.xlsx,1993,Ingresos Brutos,18.99343
Formosa,serie_top_1984_2024_1.xlsx,1994,Ingresos Brutos,21.57103
Formosa,serie_top_1984_2024_1.xlsx,1995,Ingresos Brutos,15.64682
Formosa,serie_top_1984_2024_1.xlsx,1996,Ingresos Brutos,17.65355
Formosa,serie_top_1984_2024_1.xlsx,1997,Ingresos Brutos,22.291220000000003
Formosa,serie_top_1984_2024_1.xlsx,1998,Ingresos Brutos,25.54521
Formosa,serie_top_1984_2024_1.xlsx,1999,Ingresos Brutos,21.68072
Formosa,serie_top_1984_2024_1.xlsx,2000,Ingresos Brutos,19.2867
Formosa,serie_top_1984_2024_1.xlsx,2001,Ingresos Brutos,16.043129999999998
Formosa,serie_top_1984_2024_1.xlsx,2002,Ingresos Brutos,15.87258
Formosa,serie_top_1984_2024_1.xlsx,2003,Ingresos Brutos,25.50351
Formosa,serie_top_1984_2024_1.xlsx,2004,Ingresos Brutos,34.662510000000005
Formosa,serie_top_1984_2024_1.xlsx,2005,Ingresos Brutos,52.1761
Formosa,serie_top_1984_2024_1.xlsx,2006,Ingresos Brutos,62.96786
Formosa,serie_top_1984_2024_1.xlsx,2007,Ingresos Brutos,99.1387
