fecha_corte,top_total_ars_m,iibb_ars_m,inmobiliario_ars_m,sellos_ars_m,automotores_ars_m,otros_top_ars_m,fuente_archivo,observacion
2026-01-31,1314352.3328200898,1086193.5263529173,26695.321542420672,142812.81268369997,27384.1503797974,31266.52186125438,top_mensual_20262.xlsx,El archivo cargado muestra dato PBA solo para enero; febrero-marzo figuran en cero/no disponibles para PBA.
