province,source,category,value_millions,year,period_type,period,category_normalized
Buenos Aires,serie_ron_2003_2025.xlsx,COPARTIC. | FEDERAL DE | IMPUESTOS | LEY N° 23.548,2787.1198,2003,year,2003,CFI | Neta
Buenos Aires,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,443.76,2003,year,2003,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Buenos Aires,serie_ron_2003_2025.xlsx,S U B - | T O T A L,3230.8798,2003,year,2003,S U B - | T O T A L
Buenos Aires,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL,650.0,2003,year,2003,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL
Buenos Aires,serie_ron_2003_2025.xlsx,EXC. OB. CARACT. | SOCIAL A BS. AS.,0.0,2003,year,2003,EXC. OB. CARACT. | SOCIAL A BS. AS.
Buenos Aires,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,97.0981,2003,year,2003,LEY | Nº 24.699
Buenos Aires,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,186.029,2003,year,2003,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Buenos Aires,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,44.2881,2003,year,2003,LEY Nº 23.966 | Art. 30
Buenos Aires,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.5012,2003,year,2003,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Buenos Aires,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,58.6912,2003,year,2003,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Buenos Aires,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,0.0,2003,year,2003,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Buenos Aires,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,55.740300000000005,2003,year,2003,VIALIDAD | PROVINCIAL
Buenos Aires,serie_ron_2003_2025.xlsx,F.E.D.E.I.,0.759,2003,year,2003,F.E.D.E.I.
Buenos Aires,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,79.4812,2003,year,2003,LEY Nº 24.464 | FO.NA.VI.
Buenos Aires,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,4.2717,2003,year,2003,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Buenos Aires,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2003,year,2003,TRANSF. A EMP. | ENERG. ELECT.
Buenos Aires,serie_ron_2003_2025.xlsx,F.E.D.E.I.,1.114,2003,year,2003,F.E.D.E.I.
Buenos Aires,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,0.0,2003,year,2003,FONDO | COMPENS. | DE | DESEQUILIB.
Buenos Aires,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,18.6763,2003,year,2003,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Buenos Aires,serie_ron_2003_2025.xlsx,T O T A L,4427.5299,2003,year,2003,Total | (1) + (2)
Catamarca,serie_ron_2003_2025.xlsx,COPARTIC. | FEDERAL DE | IMPUESTOS | LEY N° 23.548,349.5743,2003,year,2003,CFI | Neta
Catamarca,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,21.4,2003,year,2003,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Catamarca,serie_ron_2003_2025.xlsx,S U B - | T O T A L,370.9743,2003,year,2003,S U B - | T O T A L
Catamarca,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL,10.2384,2003,year,2003,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL
Catamarca,serie_ron_2003_2025.xlsx,EXC. OB. CARACT. | SOCIAL A BS. AS.,26.2658,2003,year,2003,EXC. OB. CARACT. | SOCIAL A BS. AS.
Catamarca,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,12.1784,2003,year,2003,LEY | Nº 24.699
Catamarca,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,23.3327,2003,year,2003,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Catamarca,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,0.0,2003,year,2003,LEY Nº 23.966 | Art. 30
Catamarca,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0375,2003,year,2003,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Catamarca,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,0.0,2003,year,2003,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Catamarca,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,3.0262,2003,year,2003,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Catamarca,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,5.1926000000000005,2003,year,2003,VIALIDAD | PROVINCIAL
Catamarca,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2.9221,2003,year,2003,F.E.D.E.I.
Catamarca,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,11.5111,2003,year,2003,LEY Nº 24.464 | FO.NA.VI.
Catamarca,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,6.0562,2003,year,2003,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Catamarca,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2003,year,2003,TRANSF. A EMP. | ENERG. ELECT.
Catamarca,serie_ron_2003_2025.xlsx,F.E.D.E.I.,4.018,2003,year,2003,F.E.D.E.I.
Catamarca,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,26.475900000000003,2003,year,2003,FONDO | COMPENS. | DE | DESEQUILIB.
Catamarca,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,2.3425,2003,year,2003,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Catamarca,serie_ron_2003_2025.xlsx,T O T A L,504.5717,2003,year,2003,Total | (1) + (2)
Córdoba,serie_ron_2003_2025.xlsx,COPARTIC. | FEDERAL DE | IMPUESTOS | LEY N° 23.548,1126.9493,2003,year,2003,CFI | Neta
Córdoba,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,125.3,2003,year,2003,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Córdoba,serie_ron_2003_2025.xlsx,S U B - | T O T A L,1252.2493,2003,year,2003,S U B - | T O T A L
Córdoba,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL,57.2637,2003,year,2003,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL
Córdoba,serie_ron_2003_2025.xlsx,EXC. OB. CARACT. | SOCIAL A BS. AS.,84.6737,2003,year,2003,EXC. OB. CARACT. | SOCIAL A BS. AS.
Córdoba,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,39.2602,2003,year,2003,LEY | Nº 24.699
Córdoba,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,75.2193,2003,year,2003,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Córdoba,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,15.1246,2003,year,2003,LEY Nº 23.966 | Art. 30
Córdoba,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.1387,2003,year,2003,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Córdoba,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,20.0433,2003,year,2003,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Córdoba,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,9.7556,2003,year,2003,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Córdoba,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,15.7707,2003,year,2003,VIALIDAD | PROVINCIAL
Córdoba,serie_ron_2003_2025.xlsx,F.E.D.E.I.,1.9548,2003,year,2003,F.E.D.E.I.
Córdoba,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,30.9703,2003,year,2003,LEY Nº 24.464 | FO.NA.VI.
Córdoba,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,4.2577,2003,year,2003,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Córdoba,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2003,year,2003,TRANSF. A EMP. | ENERG. ELECT.
Córdoba,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2.7565,2003,year,2003,F.E.D.E.I.
Córdoba,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,6.0173000000000005,2003,year,2003,FONDO | COMPENS. | DE | DESEQUILIB.
Córdoba,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,7.551699999999999,2003,year,2003,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Córdoba,serie_ron_2003_2025.xlsx,T O T A L,1623.0074,2003,year,2003,Total | (1) + (2)
Corrientes,serie_ron_2003_2025.xlsx,COPARTIC. | FEDERAL DE | IMPUESTOS | LEY N° 23.548,471.8031,2003,year,2003,CFI | Neta
Corrientes,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,38.6,2003,year,2003,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Corrientes,serie_ron_2003_2025.xlsx,S U B - | T O T A L,510.4031,2003,year,2003,S U B - | T O T A L
Corrientes,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL,34.3582,2003,year,2003,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL
Corrientes,serie_ron_2003_2025.xlsx,EXC. OB. CARACT. | SOCIAL A BS. AS.,35.4498,2003,year,2003,EXC. OB. CARACT. | SOCIAL A BS. AS.
Corrientes,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,16.4365,2003,year,2003,LEY | Nº 24.699
Corrientes,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,31.491,2003,year,2003,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Corrientes,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,4.8361,2003,year,2003,LEY Nº 23.966 | Art. 30
Corrientes,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0622,2003,year,2003,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Corrientes,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,6.4089,2003,year,2003,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Corrientes,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,4.0842,2003,year,2003,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Corrientes,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,5.9421,2003,year,2003,VIALIDAD | PROVINCIAL
Corrientes,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2.4707,2003,year,2003,F.E.D.E.I.
Corrientes,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,27.1332,2003,year,2003,LEY Nº 24.464 | FO.NA.VI.
Corrientes,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,5.085100000000001,2003,year,2003,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Corrientes,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2003,year,2003,TRANSF. A EMP. | ENERG. ELECT.
Corrientes,serie_ron_2003_2025.xlsx,F.E.D.E.I.,3.1043000000000003,2003,year,2003,F.E.D.E.I.
Corrientes,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,18.0518,2003,year,2003,FONDO | COMPENS. | DE | DESEQUILIB.
Corrientes,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,3.1615,2003,year,2003,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Corrientes,serie_ron_2003_2025.xlsx,T O T A L,708.4787,2003,year,2003,Total | (1) + (2)
Chaco,serie_ron_2003_2025.xlsx,COPARTIC. | FEDERAL DE | IMPUESTOS | LEY N° 23.548,633.1451,2003,year,2003,CFI | Neta
Chaco,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,33.6,2003,year,2003,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Chaco,serie_ron_2003_2025.xlsx,S U B - | T O T A L,666.7451,2003,year,2003,S U B - | T O T A L
Chaco,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL,45.5729,2003,year,2003,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL
Chaco,serie_ron_2003_2025.xlsx,EXC. OB. CARACT. | SOCIAL A BS. AS.,47.5719,2003,year,2003,EXC. OB. CARACT. | SOCIAL A BS. AS.
Chaco,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,22.0571,2003,year,2003,LEY | Nº 24.699
Chaco,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,42.2599,2003,year,2003,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Chaco,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,3.802,2003,year,2003,LEY Nº 23.966 | Art. 30
Chaco,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0813,2003,year,2003,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Chaco,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,5.0385,2003,year,2003,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Chaco,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,5.481,2003,year,2003,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Chaco,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,7.5125,2003,year,2003,VIALIDAD | PROVINCIAL
Chaco,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2.6302,2003,year,2003,F.E.D.E.I.
Chaco,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,25.2147,2003,year,2003,LEY Nº 24.464 | FO.NA.VI.
Chaco,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,6.0884,2003,year,2003,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Chaco,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2003,year,2003,TRANSF. A EMP. | ENERG. ELECT.
Chaco,serie_ron_2003_2025.xlsx,F.E.D.E.I.,3.7064,2003,year,2003,F.E.D.E.I.
Chaco,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,6.0173000000000005,2003,year,2003,FONDO | COMPENS. | DE | DESEQUILIB.
Chaco,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,4.2427,2003,year,2003,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Chaco,serie_ron_2003_2025.xlsx,T O T A L,894.0219000000001,2003,year,2003,Total | (1) + (2)
Chubut,serie_ron_2003_2025.xlsx,COPARTIC. | FEDERAL DE | IMPUESTOS | LEY N° 23.548,200.72,2003,year,2003,CFI | Neta
Chubut,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,24.2,2003,year,2003,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Chubut,serie_ron_2003_2025.xlsx,S U B - | T O T A L,224.92,2003,year,2003,S U B - | T O T A L
Chubut,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL,10.6072,2003,year,2003,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL
Chubut,serie_ron_2003_2025.xlsx,EXC. OB. CARACT. | SOCIAL A BS. AS.,15.0814,2003,year,2003,EXC. OB. CARACT. | SOCIAL A BS. AS.
Chubut,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,6.9929,2003,year,2003,LEY | Nº 24.699
Chubut,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,13.397200000000002,2003,year,2003,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Chubut,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,1.4872999999999998,2003,year,2003,LEY Nº 23.966 | Art. 30
Chubut,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0375,2003,year,2003,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Chubut,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,1.971,2003,year,2003,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Chubut,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,1.7375999999999998,2003,year,2003,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Chubut,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,6.242,2003,year,2003,VIALIDAD | PROVINCIAL
Chubut,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2.7582,2003,year,2003,F.E.D.E.I.
Chubut,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,17.5407,2003,year,2003,LEY Nº 24.464 | FO.NA.VI.
Chubut,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,15.3685,2003,year,2003,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Chubut,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2003,year,2003,TRANSF. A EMP. | ENERG. ELECT.
Chubut,serie_ron_2003_2025.xlsx,F.E.D.E.I.,3.8861,2003,year,2003,F.E.D.E.I.
Chubut,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,36.1035,2003,year,2003,FONDO | COMPENS. | DE | DESEQUILIB.
Chubut,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,1.345,2003,year,2003,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Chubut,serie_ron_2003_2025.xlsx,T O T A L,359.4761,2003,year,2003,Total | (1) + (2)
Entre Ríos,serie_ron_2003_2025.xlsx,COPARTIC. | FEDERAL DE | IMPUESTOS | LEY N° 23.548,619.6999000000001,2003,year,2003,CFI | Neta
Entre Ríos,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,67.5,2003,year,2003,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Entre Ríos,serie_ron_2003_2025.xlsx,S U B - | T O T A L,687.1999000000001,2003,year,2003,S U B - | T O T A L
Entre Ríos,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL,28.7714,2003,year,2003,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL
Entre Ríos,serie_ron_2003_2025.xlsx,EXC. OB. CARACT. | SOCIAL A BS. AS.,46.5619,2003,year,2003,EXC. OB. CARACT. | SOCIAL A BS. AS.
Entre Ríos,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,21.5892,2003,year,2003,LEY | Nº 24.699
Entre Ríos,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,41.3625,2003,year,2003,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Entre Ríos,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,6.5637,2003,year,2003,LEY Nº 23.966 | Art. 30
Entre Ríos,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0644,2003,year,2003,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Entre Ríos,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,8.6984,2003,year,2003,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Entre Ríos,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,5.3645,2003,year,2003,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Entre Ríos,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,10.9745,2003,year,2003,VIALIDAD | PROVINCIAL
Entre Ríos,serie_ron_2003_2025.xlsx,F.E.D.E.I.,2.2635,2003,year,2003,F.E.D.E.I.
Entre Ríos,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,21.3777,2003,year,2003,LEY Nº 24.464 | FO.NA.VI.
Entre Ríos,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,6.029100000000001,2003,year,2003,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Entre Ríos,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2003,year,2003,TRANSF. A EMP. | ENERG. ELECT.
Entre Ríos,serie_ron_2003_2025.xlsx,F.E.D.E.I.,3.1897,2003,year,2003,F.E.D.E.I.
Entre Ríos,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,21.6621,2003,year,2003,FONDO | COMPENS. | DE | DESEQUILIB.
Entre Ríos,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,4.1526000000000005,2003,year,2003,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Entre Ríos,serie_ron_2003_2025.xlsx,T O T A L,915.8251,2003,year,2003,Total | (1) + (2)
Formosa,serie_ron_2003_2025.xlsx,COPARTIC. | FEDERAL DE | IMPUESTOS | LEY N° 23.548,462.0248,2003,year,2003,CFI | Neta
Formosa,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,20.7,2003,year,2003,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Formosa,serie_ron_2003_2025.xlsx,S U B - | T O T A L,482.7248,2003,year,2003,S U B - | T O T A L
Formosa,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL,21.471400000000003,2003,year,2003,IMPUESTO A LAS GANANCIAS | OB. INFRAEST. | BASICA SOCIAL
Formosa,serie_ron_2003_2025.xlsx,EXC. OB. CARACT. | SOCIAL A BS. AS.,34.7151,2003,year,2003,EXC. OB. CARACT. | SOCIAL A BS. AS.
Formosa,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,16.0964,2003,year,2003,LEY | Nº 24.699
Formosa,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,30.8383,2003,year,2003,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Formosa,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,1.7711,2003,year,2003,LEY Nº 23.966 | Art. 30
