province,source,category,value_millions,year,period_type,period,category_normalized
Santa Cruz,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.014,2015,year,2015,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Santa Cruz,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,35.103100000000005,2015,year,2015,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Santa Cruz,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,27.3359,2015,year,2015,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Santa Cruz,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,102.4549,2015,year,2015,VIALIDAD | PROVINCIAL
Santa Cruz,serie_ron_2003_2025.xlsx,F.E.D.E.I.,30.3672946,2015,year,2015,F.E.D.E.I.
Santa Cruz,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,269.8517,2015,year,2015,LEY Nº 24.464 | FO.NA.VI.
Santa Cruz,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,20.8778,2015,year,2015,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Santa Cruz,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,32.0,2015,year,2015,TRANSF. A EMP. | ENERG. ELECT.
Santa Cruz,serie_ron_2003_2025.xlsx,F.E.D.E.I.,10.07943694,2015,year,2015,F.E.D.E.I.
Santa Cruz,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,36.0,2015,year,2015,FONDO | COMPENS. | DE | DESEQUILIB.
Santa Cruz,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,26.62090000000001,2015,year,2015,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Santa Cruz,serie_ron_2003_2025.xlsx,T O T A L,6667.997231539999,2015,year,2015,Total | (1) + (2)
Santa Fe,serie_ron_2003_2025.xlsx,C.F.I. | NETA DE | LEY Nº 26.075 | (**),24611.017300000003,2015,year,2015,C.F.I. | NETA DE | LEY Nº 26.075 | (**)
Santa Fe,serie_ron_2003_2025.xlsx,FINANC. | EDUCATIVO | LEY Nº 26.075,4356.630099999999,2015,year,2015,Financiamiento Educativo
Santa Fe,serie_ron_2003_2025.xlsx,SUB- | TOTAL,28967.647400000005,2015,year,2015,Subtotal
Santa Fe,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,135.4896,2015,year,2015,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Santa Fe,serie_ron_2003_2025.xlsx,S U B - | T O T A L,29103.13700000001,2015,year,2015,S U B - | T O T A L
Santa Fe,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL,1501.0739,2015,year,2015,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL
Santa Fe,serie_ron_2003_2025.xlsx,EXC. OB. CARCT. | SOCIAL A BS. AS.,4197.9014,2015,year,2015,EXC. OB. CARCT. | SOCIAL A BS. AS.
Santa Fe,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,38.91,2015,year,2015,LEY | Nº 24.699
Santa Fe,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,866.9376,2015,year,2015,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Santa Fe,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,186.9888,2015,year,2015,LEY Nº 23.966 | Art. 30
Santa Fe,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0569,2015,year,2015,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Santa Fe,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,473.4309,2015,year,2015,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Santa Fe,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,184.474,2015,year,2015,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Santa Fe,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,239.8924,2015,year,2015,VIALIDAD | PROVINCIAL
Santa Fe,serie_ron_2003_2025.xlsx,F.E.D.E.I.,19.13407764,2015,year,2015,F.E.D.E.I.
Santa Fe,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,476.45740000000006,2015,year,2015,LEY Nº 24.464 | FO.NA.VI.
Santa Fe,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,6.9861,2015,year,2015,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Santa Fe,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2015,year,2015,TRANSF. A EMP. | ENERG. ELECT.
Santa Fe,serie_ron_2003_2025.xlsx,F.E.D.E.I.,6.350935430000001,2015,year,2015,F.E.D.E.I.
Santa Fe,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,6.0,2015,year,2015,FONDO | COMPENS. | DE | DESEQUILIB.
Santa Fe,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,150.4342,2015,year,2015,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Santa Fe,serie_ron_2003_2025.xlsx,T O T A L,37458.16561307,2015,year,2015,Total | (1) + (2)
Tucumán,serie_ron_2003_2025.xlsx,C.F.I. | NETA DE | LEY Nº 26.075 | (**),12366.401,2015,year,2015,C.F.I. | NETA DE | LEY Nº 26.075 | (**)
Tucumán,serie_ron_2003_2025.xlsx,FINANC. | EDUCATIVO | LEY Nº 26.075,2742.8174,2015,year,2015,Financiamiento Educativo
Tucumán,serie_ron_2003_2025.xlsx,SUB- | TOTAL,15109.2184,2015,year,2015,Subtotal
Tucumán,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,55.8,2015,year,2015,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Tucumán,serie_ron_2003_2025.xlsx,S U B - | T O T A L,15165.0184,2015,year,2015,S U B - | T O T A L
Tucumán,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL,1186.7111,2015,year,2015,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL
Tucumán,serie_ron_2003_2025.xlsx,EXC. OB. CARCT. | SOCIAL A BS. AS.,2234.6624999999995,2015,year,2015,EXC. OB. CARCT. | SOCIAL A BS. AS.
Tucumán,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,20.7132,2015,year,2015,LEY | Nº 24.699
Tucumán,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,461.4949,2015,year,2015,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Tucumán,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,0.0,2015,year,2015,LEY Nº 23.966 | Art. 30
Tucumán,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0256,2015,year,2015,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Tucumán,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,0.0,2015,year,2015,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Tucumán,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,82.2312,2015,year,2015,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Tucumán,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,110.7531,2015,year,2015,VIALIDAD | PROVINCIAL
Tucumán,serie_ron_2003_2025.xlsx,F.E.D.E.I.,19.649614910000004,2015,year,2015,F.E.D.E.I.
Tucumán,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,354.1806,2015,year,2015,LEY Nº 24.464 | FO.NA.VI.
Tucumán,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,8.181,2015,year,2015,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Tucumán,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2015,year,2015,TRANSF. A EMP. | ENERG. ELECT.
Tucumán,serie_ron_2003_2025.xlsx,F.E.D.E.I.,6.522050740000001,2015,year,2015,F.E.D.E.I.
Tucumán,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,26.4,2015,year,2015,FONDO | COMPENS. | DE | DESEQUILIB.
Tucumán,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,80.0806,2015,year,2015,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Tucumán,serie_ron_2003_2025.xlsx,T O T A L,19756.623865650003,2015,year,2015,Total | (1) + (2)
Tierra del Fuego,serie_ron_2003_2025.xlsx,C.F.I. | NETA DE | LEY Nº 26.075 | (**),3688.1838,2015,year,2015,C.F.I. | NETA DE | LEY Nº 26.075 | (**)
Tierra del Fuego,serie_ron_2003_2025.xlsx,FINANC. | EDUCATIVO | LEY Nº 26.075,232.4422,2015,year,2015,Financiamiento Educativo
Tierra del Fuego,serie_ron_2003_2025.xlsx,SUB- | TOTAL,3920.626,2015,year,2015,Subtotal
Tierra del Fuego,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,12.0,2015,year,2015,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Tierra del Fuego,serie_ron_2003_2025.xlsx,S U B - | T O T A L,3932.626,2015,year,2015,S U B - | T O T A L
Tierra del Fuego,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL,90.1838,2015,year,2015,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL
Tierra del Fuego,serie_ron_2003_2025.xlsx,EXC. OB. CARCT. | SOCIAL A BS. AS.,579.3337,2015,year,2015,EXC. OB. CARCT. | SOCIAL A BS. AS.
Tierra del Fuego,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,5.37,2015,year,2015,LEY | Nº 24.699
Tierra del Fuego,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,119.6377,2015,year,2015,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Tierra del Fuego,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,1.2297999999999998,2015,year,2015,LEY Nº 23.966 | Art. 30
Tierra del Fuego,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0067,2015,year,2015,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Tierra del Fuego,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,3.1138000000000003,2015,year,2015,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Tierra del Fuego,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,21.3178,2015,year,2015,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Tierra del Fuego,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,56.188800000000015,2015,year,2015,VIALIDAD | PROVINCIAL
Tierra del Fuego,serie_ron_2003_2025.xlsx,F.E.D.E.I.,22.33189172,2015,year,2015,F.E.D.E.I.
Tierra del Fuego,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,223.471,2015,year,2015,LEY Nº 24.464 | FO.NA.VI.
Tierra del Fuego,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,6.9055,2015,year,2015,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Tierra del Fuego,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2015,year,2015,TRANSF. A EMP. | ENERG. ELECT.
Tierra del Fuego,serie_ron_2003_2025.xlsx,F.E.D.E.I.,7.41234665,2015,year,2015,F.E.D.E.I.
Tierra del Fuego,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,36.0,2015,year,2015,FONDO | COMPENS. | DE | DESEQUILIB.
Tierra del Fuego,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,20.7604,2015,year,2015,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Tierra del Fuego,serie_ron_2003_2025.xlsx,T O T A L,5125.88923837,2015,year,2015,Total | (1) + (2)
Buenos Aires,serie_ron_2003_2025.xlsx,C.F.I. | NETA DE | LEY Nº 26.075,63573.19189999999,2016,year,2016,CFI | Neta
Buenos Aires,serie_ron_2003_2025.xlsx,FINANC. | EDUCATIVO | LEY Nº 26.075,28356.8015,2016,year,2016,Financiamiento Educativo
Buenos Aires,serie_ron_2003_2025.xlsx,SUB- | TOTAL,91929.9934,2016,year,2016,Subtotal
Buenos Aires,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,420.1008000000001,2016,year,2016,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Buenos Aires,serie_ron_2003_2025.xlsx,S U B - | T O T A L,92350.0942,2016,year,2016,S U B - | T O T A L
Buenos Aires,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL,650.0,2016,year,2016,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL
Buenos Aires,serie_ron_2003_2025.xlsx,EXC. OB. CARCT. | SOCIAL A BS. AS.,0.0,2016,year,2016,EXC. OB. CARCT. | SOCIAL A BS. AS.
Buenos Aires,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,95.6088,2016,year,2016,LEY | Nº 24.699
Buenos Aires,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,2282.2279000000003,2016,year,2016,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Buenos Aires,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,543.3317,2016,year,2016,LEY Nº 23.966 | Art. 30
Buenos Aires,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.3014,2016,year,2016,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Buenos Aires,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,1728.7202000000002,2016,year,2016,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Buenos Aires,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,449.8761,2016,year,2016,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Buenos Aires,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,1040.1972,2016,year,2016,VIALIDAD | PROVINCIAL
Buenos Aires,serie_ron_2003_2025.xlsx,F.E.D.E.I.,20.587515,2016,year,2016,F.E.D.E.I.
Buenos Aires,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,1545.9212,2016,year,2016,LEY Nº 24.464 | FO.NA.VI.
Buenos Aires,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,8.245700000000001,2016,year,2016,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Buenos Aires,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2016,year,2016,TRANSF. A EMP. | ENERG. ELECT.
Buenos Aires,serie_ron_2003_2025.xlsx,F.E.D.E.I.,5.44319679,2016,year,2016,F.E.D.E.I.
Buenos Aires,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,0.0,2016,year,2016,FONDO | COMPENS. | DE | DESEQUILIB.
Buenos Aires,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,447.9366,2016,year,2016,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Buenos Aires,serie_ron_2003_2025.xlsx,T O T A L,101168.49171179,2016,year,2016,Total | (1) + (2)
Catamarca,serie_ron_2003_2025.xlsx,C.F.I. | NETA DE | LEY Nº 26.075,10048.8574,2016,year,2016,CFI | Neta
Catamarca,serie_ron_2003_2025.xlsx,FINANC. | EDUCATIVO | LEY Nº 26.075,1481.4552,2016,year,2016,Financiamiento Educativo
Catamarca,serie_ron_2003_2025.xlsx,SUB- | TOTAL,11530.312599999996,2016,year,2016,Subtotal
Catamarca,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,21.3996,2016,year,2016,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Catamarca,serie_ron_2003_2025.xlsx,S U B - | T O T A L,11551.712199999998,2016,year,2016,S U B - | T O T A L
Catamarca,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL,301.8231,2016,year,2016,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL
Catamarca,serie_ron_2003_2025.xlsx,EXC. OB. CARCT. | SOCIAL A BS. AS.,1482.1500999999998,2016,year,2016,EXC. OB. CARCT. | SOCIAL A BS. AS.
Catamarca,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,11.991599999999998,2016,year,2016,LEY | Nº 24.699
Catamarca,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,286.2481,2016,year,2016,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Catamarca,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,0.0,2016,year,2016,LEY Nº 23.966 | Art. 30
Catamarca,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0226,2016,year,2016,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Catamarca,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,0.0,2016,year,2016,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Catamarca,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,60.1893,2016,year,2016,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Catamarca,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,96.2832,2016,year,2016,VIALIDAD | PROVINCIAL
Catamarca,serie_ron_2003_2025.xlsx,F.E.D.E.I.,37.68814262,2016,year,2016,F.E.D.E.I.
Catamarca,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,223.8921,2016,year,2016,LEY Nº 24.464 | FO.NA.VI.
Catamarca,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,12.8958,2016,year,2016,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Catamarca,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2016,year,2016,TRANSF. A EMP. | ENERG. ELECT.
Catamarca,serie_ron_2003_2025.xlsx,F.E.D.E.I.,10.161442040000004,2016,year,2016,F.E.D.E.I.
Catamarca,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,26.4,2016,year,2016,FONDO | COMPENS. | DE | DESEQUILIB.
Catamarca,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,56.1835,2016,year,2016,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Catamarca,serie_ron_2003_2025.xlsx,T O T A L,14157.641184659997,2016,year,2016,Total | (1) + (2)
Córdoba,serie_ron_2003_2025.xlsx,C.F.I. | NETA DE | LEY Nº 26.075,35701.3796,2016,year,2016,CFI | Neta
Córdoba,serie_ron_2003_2025.xlsx,FINANC. | EDUCATIVO | LEY Nº 26.075,6483.5467,2016,year,2016,Financiamiento Educativo
Córdoba,serie_ron_2003_2025.xlsx,SUB- | TOTAL,42184.92630000001,2016,year,2016,Subtotal
Córdoba,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,125.30039999999998,2016,year,2016,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Córdoba,serie_ron_2003_2025.xlsx,S U B - | T O T A L,42310.22670000001,2016,year,2016,S U B - | T O T A L
Córdoba,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL,1626.8994000000002,2016,year,2016,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL
Córdoba,serie_ron_2003_2025.xlsx,EXC. OB. CARCT. | SOCIAL A BS. AS.,4778.0399,2016,year,2016,EXC. OB. CARCT. | SOCIAL A BS. AS.
Córdoba,serie_ron_2003_2025.xlsx,LEY | Nº 24.699,38.658,2016,year,2016,LEY | Nº 24.699
Córdoba,serie_ron_2003_2025.xlsx,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699,922.8004,2016,year,2016,IMPUESTO SOBRE LOS | BIENES PERSONALES | LEY | Nº 24.699
Córdoba,serie_ron_2003_2025.xlsx,LEY Nº 23.966 | Art. 30,185.5502,2016,year,2016,LEY Nº 23.966 | Art. 30
Córdoba,serie_ron_2003_2025.xlsx,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906,0.0834,2016,year,2016,IMPUESTO S/ | LOS ACTIVOS | FDO. EDUC. | LEY Nº 23.906
Córdoba,serie_ron_2003_2025.xlsx,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2,590.3654,2016,year,2016,I.V.A. | LEY Nº 23.966 | Art. 5 | Punto 2
Córdoba,serie_ron_2003_2025.xlsx,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.,194.0351,2016,year,2016,IMPUESTO A LOS COMBUSTIBLES LIQUIDOS | LEY Nº 23.966 y Nº 24.699 | OBRAS DE | INFRAEST.
Córdoba,serie_ron_2003_2025.xlsx,VIALIDAD | PROVINCIAL,350.2216,2016,year,2016,VIALIDAD | PROVINCIAL
Córdoba,serie_ron_2003_2025.xlsx,F.E.D.E.I.,25.006307980000003,2016,year,2016,F.E.D.E.I.
Córdoba,serie_ron_2003_2025.xlsx,LEY Nº 24.464 | FO.NA.VI.,602.3762999999999,2016,year,2016,LEY Nº 24.464 | FO.NA.VI.
Córdoba,serie_ron_2003_2025.xlsx,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.,8.787600000000001,2016,year,2016,REGIMEN DE LA ENERGIA ELECTRICA | L E Y Nº 2 4 . 0 6 5 | FDO. P/COMP. | TARIFA ELECT.
Córdoba,serie_ron_2003_2025.xlsx,TRANSF. A EMP. | ENERG. ELECT.,0.0,2016,year,2016,TRANSF. A EMP. | ENERG. ELECT.
Córdoba,serie_ron_2003_2025.xlsx,F.E.D.E.I.,6.74217753,2016,year,2016,F.E.D.E.I.
Córdoba,serie_ron_2003_2025.xlsx,FONDO | COMPENS. | DE | DESEQUILIB.,6.0,2016,year,2016,FONDO | COMPENS. | DE | DESEQUILIB.
Córdoba,serie_ron_2003_2025.xlsx,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A,181.1207,2016,year,2016,REG.SIMPLIF. | P/PEQ.CONTRIB. | LEY Nº 24.977 | ART. 59 INC. A
Córdoba,serie_ron_2003_2025.xlsx,T O T A L,51826.91318551,2016,year,2016,Total | (1) + (2)
Corrientes,serie_ron_2003_2025.xlsx,C.F.I. | NETA DE | LEY Nº 26.075,12755.8399,2016,year,2016,CFI | Neta
Corrientes,serie_ron_2003_2025.xlsx,FINANC. | EDUCATIVO | LEY Nº 26.075,2806.0511,2016,year,2016,Financiamiento Educativo
Corrientes,serie_ron_2003_2025.xlsx,SUB- | TOTAL,15561.890999999998,2016,year,2016,Subtotal
Corrientes,serie_ron_2003_2025.xlsx,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049,38.6004,2016,year,2016,TRANSFER. | DE SERVICIOS | LEY | Nº 24.049
Corrientes,serie_ron_2003_2025.xlsx,S U B - | T O T A L,15600.4914,2016,year,2016,S U B - | T O T A L
Corrientes,serie_ron_2003_2025.xlsx,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL,1111.1772,2016,year,2016,IMPUESTO A LAS GANANCIAS | OB.DE INFRAEST. | BASICA SOCIAL
