period,national_collection_total_millions,pba_generated_national_taxes_millions,pba_generated_share_pct,pba_automatic_resources_received_millions,pba_received_share_of_national_total_pct,return_to_pba_per_100,status,source_contribution,source_received
2025,200400000,76100000,38.0,13691853.935953911,6.8,17.991923700333654,contribution_official_estimate_received_audited,Gobierno de la Provincia de Buenos Aires - Anuario 2025 - Aporte y asignacion de la recaudacion nacional,DNAP - Serie de Recursos de Origen Nacional 2003-2025 - Total con Compensacion Consenso Fiscal
