province,period,period_type,amortization_ars_m,interest_ars_m,total_ars_m,source_url
Neuquén,2015,year,1314.6777716544002,677.0344111716205,1991.7121828260206,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2016,year,2695.816526101779,1955.662275779116,4651.478801880895,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2017,year,4111.393194181659,2792.1910180921477,6903.584212273807,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2018,year,5312.726156205812,4514.941576936441,9827.667733142254,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2019,year,3128.3116039638367,6659.003166875474,9787.31477083931,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2020,year,9346.035346739942,7366.34961506421,16712.384961804153,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2021,year,11669.780632438058,6662.714818601174,18332.49545103923,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2022,year,26282.184731354006,14222.46084645108,40504.64557780509,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2023,year,63265.755258726174,33057.27099520399,96323.02625393016,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2024,year,216970.21694271234,89345.77897639452,306315.9959191069,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Neuquén,2025,year,276236.73862997146,89902.71652769287,366139.4551576643,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_del_neuquen_iv_trim_25_1.xlsx
Río Negro,2005,year,177.34320532391396,82.23618535331393,259.5793906772279,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2006,year,278.2880722979009,74.63180466677085,352.91987696467174,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2007,year,297.06949372483274,87.01994208224708,384.08943580707984,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2008,year,307.8003465280149,98.88492616053111,406.68527268854604,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2009,year,303.8959073815697,109.72760226816217,413.6235096497319,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2010,year,346.9113406711498,105.06099138702228,451.97233205817207,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2011,year,263.00550802818185,54.60691275200001,317.6124207801819,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2012,year,174.2259487636272,59.54402168964589,233.7699704532731,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2013,year,246.29149478976865,74.46486161861819,320.75635640838686,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2014,year,272.0673798271104,124.74941606995236,396.8167958970628,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2015,year,475.54079172132595,163.27526718586864,638.8160589071946,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2016,year,386.4778613230864,433.9434819894073,820.4213433124937,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2017,year,2721.969721078759,1178.851042772311,3900.8207638510703,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2018,year,3201.4960887405623,3141.5928654842464,6343.088954224809,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2019,year,1675.6401402836855,5042.703945867048,6718.344086150733,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2020,year,2963.411145948509,3533.8050398575247,6497.2161858060335,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2021,year,8852.481550057722,3918.2624530467733,12770.744003104495,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2022,year,12796.253213998989,10347.053961061665,23143.307175060654,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2023,year,21561.922515008435,22844.42966403491,44406.352179043344,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2024,year,90172.65869608898,40884.13487817247,131056.79357426145,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Río Negro,2025,year,110884.9718943146,35270.75581024275,146155.72770455736,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_rio_negro_iv_trim_25_1.xlsx
Salta,2005,year,104.64912834069088,37.804030846526686,142.45315918721758,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2006,year,139.8305352614159,51.41191601163628,191.24245127305215,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2007,year,122.50464792148114,39.63728908476873,162.14193700624986,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2008,year,128.87381624775009,49.05374716491399,177.92756341266409,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2009,year,274.9387885755296,115.03833174153952,389.97712031706914,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2010,year,329.52764288700325,97.05818202329772,426.58582491030097,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2011,year,313.282418166496,99.4589682127263,412.74138637922226,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2012,year,394.0566997236812,177.69233324062122,571.7490329643024,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2013,year,220.76936961972476,222.4668842554606,443.23625387518535,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2014,year,416.2128235874225,332.6465627747908,748.8593863622134,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2015,year,492.53193553632,406.07845166705,898.61038720337,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2016,year,903.6227630274004,809.5998832362379,1713.2226462636384,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2017,year,838.0362344412146,1415.5707916089284,2253.607026050143,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2018,year,1498.746734081691,2392.096595562718,3890.843329644409,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2019,year,1809.0355425627845,3193.5660082607096,5002.601550823494,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2020,year,2770.3663601729177,3401.7362632124373,6172.102623385355,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2021,year,4785.162044398875,4562.210299341054,9347.37234373993,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2022,year,6022.336760222674,9086.848100970095,15109.184861192769,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2023,year,19250.43954262447,18779.81723696925,38030.25677959372,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2024,year,155221.9848332343,50740.56215484686,205962.5469880812,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
Salta,2025,year,164904.17049153338,72510.29057751999,237414.4610690534,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_salta_iv_trim_25_1.xlsx
San Juan,2005,year,155.40076547254077,44.620282564037026,200.02104803657778,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2006,year,201.24304366584448,41.39222813541459,242.63527180125908,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2007,year,199.8342064098264,37.53485453020026,237.36906094002666,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2008,year,142.64896440651174,33.424863761979665,176.0738281684914,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2009,year,127.90900709721058,56.197302119876774,184.10630921708736,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2010,year,122.92321078478209,25.788681656694433,148.71189244147652,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2011,year,45.179805131980316,9.209807979739075,54.38961311171939,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2012,year,48.35139533020478,10.502560503552884,58.85395583375767,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2013,year,69.28479874218824,19.789213157097713,89.07401189928595,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2014,year,98.607748845,33.011921825,131.61967067,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2015,year,106.53408676072476,53.42020130222635,159.95428806295112,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2016,year,341.2560945843333,80.78699999999999,422.0430945843333,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2017,year,581.0921637036661,354.5911828238535,935.6833465275196,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2018,year,1173.8849601419788,556.8964509195719,1730.7814110615507,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2019,year,1552.8977780461091,1064.5037847611366,2617.4015628072457,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2020,year,1186.4320097128968,1202.3840637179296,2388.8160734308267,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2021,year,2884.7690287006944,989.3474398548012,3874.116468555496,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2022,year,4771.079526378626,3444.415600834091,8215.495127212716,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2023,year,8359.591193053859,5975.540121439226,14335.131314493085,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2024,year,14228.053574054107,13521.037195770732,27749.09076982484,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Juan,2025,year,20394.0930775897,15755.370141749172,36149.46321933887,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_juan_iv_trim_25_1.xlsx
San Luis,2005,year,4.630215617699999,5.6111254328,10.241341050499999,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2006,year,7.0617024534720105,10.810191218985073,17.871893672457084,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2007,year,8.401523236180001,2.3655126938199995,10.76703593,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2008,year,9.049356831046254,2.3150098655950515,11.364366696641305,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2009,year,10.26621664265739,2.5748755441757365,12.841092186833126,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2010,year,12.706636495644013,1.5514541491043103,14.258090644748323,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2011,year,6.997236914854205,0.49746369415397773,7.4947006090081825,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2012,year,3.4318406446533634,0.2691231767021495,3.7009638213555127,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2013,year,4.15446009947251,0.20375915625722923,4.358219255729739,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2014,year,0.33510950249756594,0.01754203527150589,0.3526515377690718,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2015,year,0.1812289287642789,0.00381486895048807,0.18504379771476698,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2016,year,0.0,0.0,0.0,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2017,year,68.30583405567803,2.235782495362116,70.54161655104015,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2018,year,144.59900238822345,10.970709841776571,155.56971223000002,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2019,year,210.19603898413555,28.74239273586445,238.93843172,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2020,year,296.4785793235503,58.22070929644964,354.69928861999995,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2021,year,403.3092191656698,103.45765212433025,506.76687129000004,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2022,year,57.65955581274339,10.966374251273624,68.62593006401701,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2023,year,0.0,0.0,0.0,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2024,year,0.0,0.0,0.0,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
San Luis,2025,year,0.0,0.0,0.0,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_san_luis_iv_trim_25_1.xlsx
Santa Cruz,2005,year,11.434035465621838,10.167271830199816,21.601307295821655,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2006,year,57.891706368077244,18.51746208584205,76.40916845391929,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2007,year,67.2431914238899,14.607316732280822,81.85050815617072,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2008,year,81.03430972743388,13.645426927093986,94.67973665452786,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2009,year,93.59394875626705,127.54064641497305,221.1345951712401,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2010,year,146.05137164441206,125.8981132793842,271.94948492379626,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2011,year,153.47314609384873,127.82424451137108,281.2973906052198,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2012,year,113.4076775748744,143.33935137264842,256.74702894752284,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2013,year,163.75149351085,174.46473612952275,338.2162296403727,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2014,year,191.91529339862996,163.04541040308675,354.9607038017167,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2015,year,247.60007565874815,125.6966846734748,373.29676033222296,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2016,year,294.9689982627056,159.67365890791606,454.64265717062165,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2017,year,380.8976833560851,662.7237334635531,1043.6214168196382,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2018,year,1370.7216665696885,1858.3570883463135,3229.0787549160023,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2019,year,1709.9210131245777,2135.7543863886535,3845.6753995132312,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2020,year,410.78224888776396,830.7847255222554,1241.5669744100194,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2021,year,2930.032364682921,1453.6749619265024,4383.707326609423,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2022,year,5216.347043507316,2059.144750568763,7275.491794076079,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2023,year,5460.728508692828,2362.727839113694,7823.456347806521,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2024,year,37258.95241409859,1398.6924034766346,38657.64481757522,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Cruz,2025,year,944.2936520109396,1691.3426288725593,2635.636280883499,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_cruz_iv_trim_25_1.xlsx
Santa Fe,2005,year,416.39112183531466,93.70819435253665,510.0993161878513,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2006,year,328.62695114428436,93.31310128615051,421.9400524304349,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2007,year,368.17513954224773,69.77083390489689,437.94597344714464,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2008,year,324.43492285278387,51.21126614039191,375.64618899317577,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2009,year,247.10029301631636,36.148631855,283.2489248713164,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2010,year,225.99477171,18.89320946368,244.88798117368,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2011,year,198.13958607791352,28.94594733071075,227.08553340862426,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2012,year,231.3728025972721,27.435081878389507,258.80788447566164,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2013,year,261.63429542751385,21.578880390806013,283.2131758183199,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2014,year,360.4051853580375,24.701145610240772,385.10633096827826,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2015,year,387.4082560997969,72.01364515108827,459.4219012508852,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2016,year,657.7691694008819,272.50031634188167,930.2694857427635,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2017,year,1630.442817770587,590.5140498070682,2220.9568675776554,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2018,year,750.2529632620096,973.409037064058,1723.6620003260678,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2019,year,1700.1437694475355,2317.7346524969066,4017.8784219444424,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2020,year,2115.042311264424,4588.979430349337,6704.021741613761,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2021,year,8339.39830947682,8320.326570907735,16659.724880384554,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2022,year,27599.56679423572,12688.984336793192,40288.551131028915,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2023,year,35889.407101878474,37137.563396634156,73026.97049851263,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2024,year,27483.704761936664,53408.6,80892.30476193666,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santa Fe,2025,year,154690.6,85124.4,239815.0,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santa_fe_iv_trim_25_1.xlsx
Santiago del Estero,2005,year,20.792209015999997,9.754420459,30.546629474999996,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2006,year,235.52987048243003,59.37408390536085,294.90395438779086,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2007,year,45.262022317103586,9.087163263520067,54.349185580623654,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2008,year,48.68132702953628,7.582417082761079,56.26374411229736,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2009,year,45.94936965836608,3.9989682879602677,49.94833794632635,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2010,year,38.683647216020546,2.8076960608475403,41.491343276868086,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2011,year,15.788265422293756,9.093584730246711,24.881850152540466,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2012,year,20.5804987673876,11.910301110346344,32.49079987773394,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2013,year,49.90710985438593,23.243053222634217,73.15016307702015,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2014,year,65.5343780750634,21.360611728646916,86.89498980371032,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2015,year,88.21906251204057,26.69056007271185,114.90962258475241,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2016,year,164.02126104173038,31.100309255650636,195.12157029738103,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2017,year,250.25998739749843,260.2026930509232,510.4626804484216,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2018,year,470.2700018237681,382.6423071703771,852.9123089941452,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2019,year,657.9565022424122,574.6726240505079,1232.62912629292,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2020,year,732.085284975718,694.3992138254741,1426.484498801192,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2021,year,375.2362086420422,432.80108027859285,808.0372889206351,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2022,year,511.3889077733755,2638.299051761156,3149.6879595345317,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2023,year,127.17401974114226,4593.183399780532,4720.357419521674,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2024,year,0.0,3014.95,3014.95,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Santiago del Estero,2025,year,402.79866056874994,1691.0675722868182,2093.8662328555683,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_santiago_del_estero_iv_trim_25_1.xlsx
Tierra del Fuego,2005,year,33.23331144241643,10.914263891380385,44.147575333796816,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
Tierra del Fuego,2006,year,30.280803367617512,8.067925530771081,38.34872889838859,https://www.argentina.gob.ar/sites/default/files/servicios_provincia_de_tierra_del_fuego_iv_trim_25_1.xlsx
