province,period,category,value_millions,price_basis,evidence_status,source_file,source_url
Córdoba,2026-07,CFI | Neta,498452.0246,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Córdoba,2026-07,Compensación Consenso Fiscal,7267.741446000001,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Córdoba,2026-07,Total | (1) + (2),604592.0270494195,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-01,CFI | Neta,237757.1503,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-01,Compensación Consenso Fiscal,3770.95047,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-01,Total | (1) + (2),266779.937903691,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-02,CFI | Neta,203193.7545,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-02,Compensación Consenso Fiscal,3232.2432599999997,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-02,Total | (1) + (2),247876.363657745,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-03,CFI | Neta,179996.57580000002,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-03,Compensación Consenso Fiscal,3770.95047,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-03,Total | (1) + (2),228369.31432088237,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-04,CFI | Neta,204019.67169999998,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-04,Compensación Consenso Fiscal,3906.74178,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-04,Total | (1) + (2),254091.39467742288,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-05,CFI | Neta,326423.7119,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-05,Compensación Consenso Fiscal,3711.404691,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-05,Total | (1) + (2),369326.00592916954,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-06,CFI | Neta,222289.8852,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-06,Compensación Consenso Fiscal,4102.078869,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-06,Total | (1) + (2),319809.180172638,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-07,CFI | Neta,281535.0027,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-07,Compensación Consenso Fiscal,4936.968099000001,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Entre Ríos,2026-07,Total | (1) + (2),333017.03890322836,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-01,CFI | Neta,178404.57,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-01,Compensación Consenso Fiscal,4036.2441839999997,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-01,Total | (1) + (2),199434.57767100603,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-02,CFI | Neta,153673.4497,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-02,Compensación Consenso Fiscal,3459.637872,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-02,Total | (1) + (2),185113.9252762307,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-03,CFI | Neta,136586.1194,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-03,Compensación Consenso Fiscal,4036.2441839999997,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-03,Total | (1) + (2),171501.62577097228,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-04,CFI | Neta,154600.63390000002,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-04,Compensación Consenso Fiscal,4604.54268,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-04,Total | (1) + (2),190335.80491340652,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-05,CFI | Neta,245341.4315,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-05,Compensación Consenso Fiscal,4374.315546,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-05,Total | (1) + (2),276656.36516172497,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-06,CFI | Neta,167910.8016,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-06,Compensación Consenso Fiscal,4834.769814,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-06,Total | (1) + (2),237158.6337408364,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-07,CFI | Neta,212081.7176,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-07,Compensación Consenso Fiscal,5130.630057,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Formosa,2026-07,Total | (1) + (2),249067.08003094146,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-01,CFI | Neta,137273.7561,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-01,Compensación Consenso Fiscal,3908.490222,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-01,Total | (1) + (2),155950.930858247,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-02,CFI | Neta,116193.62890000001,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-02,Compensación Consenso Fiscal,3350.1344759999997,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-02,Total | (1) + (2),144671.15787485702,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-03,CFI | Neta,102502.4016,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-03,Compensación Consenso Fiscal,3908.490222,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-03,Total | (1) + (2),134368.28474590703,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-04,CFI | Neta,116383.4095,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-04,Compensación Consenso Fiscal,4641.2548799999995,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-04,Total | (1) + (2),149111.15993583665,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-05,CFI | Neta,188089.333,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-05,Compensación Consenso Fiscal,4409.192136,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-05,Total | (1) + (2),216573.3608823419,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-06,CFI | Neta,127304.7898,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-06,Compensación Consenso Fiscal,4873.317624,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-06,Total | (1) + (2),184668.99423206542,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-07,CFI | Neta,161776.8009,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-07,Compensación Consenso Fiscal,4901.94642,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Jujuy,2026-07,Total | (1) + (2),194743.4629609908,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-01,CFI | Neta,94079.1408,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-01,Compensación Consenso Fiscal,0.0,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-01,Total | (1) + (2),103647.6774636562,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-02,CFI | Neta,81295.4744,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-02,Compensación Consenso Fiscal,0.0,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-02,Total | (1) + (2),96199.08994635122,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-03,CFI | Neta,72367.80859999999,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-03,Compensación Consenso Fiscal,0.0,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-03,Total | (1) + (2),89516.29794563164,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-04,CFI | Neta,81866.0118,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-04,Compensación Consenso Fiscal,0.0,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-04,Total | (1) + (2),98407.48335281135,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-05,CFI | Neta,129464.1394,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-05,Compensación Consenso Fiscal,0.0,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-05,Total | (1) + (2),144287.115932326,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-06,CFI | Neta,88801.5593,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-06,Compensación Consenso Fiscal,0.0,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-06,Total | (1) + (2),124400.96601887324,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-07,CFI | Neta,112015.5904,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-07,Compensación Consenso Fiscal,0.0,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Pampa,2026-07,Total | (1) + (2),129593.7131611898,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-01,CFI | Neta,101474.1743,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-01,Compensación Consenso Fiscal,1215.434367,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-01,Total | (1) + (2),112346.23579694575,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-02,CFI | Neta,87408.1458,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-02,Compensación Consenso Fiscal,1041.800886,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-02,Total | (1) + (2),103938.40426660512,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-03,CFI | Neta,77689.2845,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-03,Compensación Consenso Fiscal,1215.434367,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-03,Total | (1) + (2),96904.71112716458,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-04,CFI | Neta,87935.6967,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-04,Compensación Consenso Fiscal,1126.71122,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-04,Total | (1) + (2),106310.6855835487,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-05,CFI | Neta,139547.219,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-05,Compensación Consenso Fiscal,1070.375659,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-05,Total | (1) + (2),155997.62843213807,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-06,CFI | Neta,95506.1105,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-06,Compensación Consenso Fiscal,1183.046781,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-06,Total | (1) + (2),132836.4557915587,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-07,CFI | Neta,120629.7796,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-07,Compensación Consenso Fiscal,1639.406118,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
La Rioja,2026-07,Total | (1) + (2),140343.2101354632,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-01,CFI | Neta,193317.7872,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-01,Compensación Consenso Fiscal,5729.021508000001,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-01,Total | (1) + (2),228306.70858316246,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-02,CFI | Neta,154947.2054,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-02,Compensación Consenso Fiscal,4910.5898640000005,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-02,Total | (1) + (2),212301.1501466429,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-03,CFI | Neta,133365.4199,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-03,Compensación Consenso Fiscal,5729.021508000001,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-03,Total | (1) + (2),196141.92432285013,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-04,CFI | Neta,152996.992,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-04,Compensación Consenso Fiscal,6801.573219999999,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-04,Total | (1) + (2),218811.03098587765,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-05,CFI | Neta,261961.3247,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-05,Compensación Consenso Fiscal,6461.494559000001,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-05,Total | (1) + (2),317266.83368531056,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-06,CFI | Neta,171256.1297,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-06,Compensación Consenso Fiscal,7141.651881,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-06,Total | (1) + (2),269427.1934750008,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-07,CFI | Neta,221854.0308,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-07,Compensación Consenso Fiscal,7185.76614,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Mendoza,2026-07,Total | (1) + (2),285101.80476425425,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-01,CFI | Neta,151594.3126,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-01,Compensación Consenso Fiscal,7580.977110000001,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-01,Total | (1) + (2),185733.7439336551,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-02,CFI | Neta,119797.3692,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-02,Compensación Consenso Fiscal,6497.98038,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-02,Total | (1) + (2),172602.7067314818,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-03,CFI | Neta,102421.0508,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-03,Compensación Consenso Fiscal,7580.977110000001,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
Misiones,2026-03,Total | (1) + (2),160767.25851743063,pesos_corrientes,auditado,informacion_consolidada_2026_4.xlsx,https://www.argentina.gob.ar/sites/default/files/informacion_consolidada_2026_4.xlsx
