province,period,tax,value_millions,price_basis,evidence_status,source_file,source_url
Chubut,2026-04,Sellos,10640.71081016,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-05,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-05,Iibb,48912.07546669,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-05,Inmobiliario,127.85455177,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-05,Otros,113.85371247,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-05,Sellos,8178.84781402,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-06,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-06,Iibb,48360.67790492,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-06,Inmobiliario,120.65745720999999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-06,Otros,348.62374388,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-06,Sellos,8711.01707292,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-07,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-07,Iibb,59118.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-07,Inmobiliario,59.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-07,Otros,126.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Chubut,2026-07,Sellos,8040.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-01,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-01,Iibb,31388.155612849998,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-01,Inmobiliario,295.86017554000006,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-01,Otros,76.43936335,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-01,Sellos,4915.402439829999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-02,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-02,Iibb,30211.81,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-02,Inmobiliario,310.06834559000004,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-02,Otros,47.31761615999999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-02,Sellos,4318.35593555,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-03,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-03,Iibb,28772.437883100007,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-03,Inmobiliario,718.1371058699999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-03,Otros,79.2132748,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-03,Sellos,4713.09843349,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-04,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-04,Iibb,32059.956612019996,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-04,Inmobiliario,5275.9158518099985,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-04,Otros,73.03389789,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-04,Sellos,5472.368435730001,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-05,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-05,Iibb,32161.157915990003,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-05,Inmobiliario,525.7850798699999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-05,Otros,64.41850882,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Corrientes,2026-05,Sellos,5230.025766490001,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-01,Automotores,13494.366532,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-01,Iibb,277942.435932,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-01,Inmobiliario,45075.52358,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-01,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-01,Sellos,37032.355723,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-02,Automotores,19007.169955,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-02,Iibb,242946.498124,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-02,Inmobiliario,85744.066922,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-02,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-02,Sellos,28749.031814,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-03,Automotores,26153.404034,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-03,Iibb,245101.444514,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-03,Inmobiliario,61322.928515,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-03,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-03,Sellos,36500.946557,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-04,Automotores,19064.583571,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-04,Iibb,260877.639025,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-04,Inmobiliario,56237.192615,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-04,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-04,Sellos,37133.048052,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-05,Automotores,9352.30909,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-05,Iibb,272287.853378,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-05,Inmobiliario,91294.381302,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-05,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-05,Sellos,35946.673101,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-06,Automotores,9548.475162,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-06,Iibb,271632.288984,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-06,Inmobiliario,44508.857899,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-06,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Córdoba,2026-06,Sellos,35887.83126,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-01,Automotores,2998.258649,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-01,Iibb,71086.671954,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-01,Inmobiliario,2777.234029,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-01,Otros,2407.6586529999995,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-01,Sellos,7977.871347,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-02,Automotores,2075.413197,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-02,Iibb,64033.055967,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-02,Inmobiliario,21947.150063,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-02,Otros,1922.430093,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-02,Sellos,7878.716908,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-03,Automotores,6963.69165,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-03,Iibb,61766.402625,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-03,Inmobiliario,6351.941631,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-03,Otros,2385.369581,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-03,Sellos,7723.97849,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-04,Automotores,30426.658221,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-04,Iibb,67785.222425,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-04,Inmobiliario,11384.357645,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-04,Otros,2499.0713889999997,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-04,Sellos,8470.744631,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-05,Automotores,17627.227651,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-05,Iibb,67360.573766,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-05,Inmobiliario,29765.719996,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-05,Otros,2471.370303,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-05,Sellos,8489.019381,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-06,Automotores,5160.187522,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-06,Iibb,71000.459527,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-06,Inmobiliario,12586.459045,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-06,Otros,2692.0323550000003,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Entre Ríos,2026-06,Sellos,8977.61395,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-01,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-01,Iibb,13853.67083167,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-01,Inmobiliario,53.69613069,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-01,Otros,26.780123500000002,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-01,Sellos,1403.08955886,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-02,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-02,Iibb,13091.20440542,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-02,Inmobiliario,51.50762739,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-02,Otros,32.62081501,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-02,Sellos,1740.00762568,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-03,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-03,Iibb,12710.47287446,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-03,Inmobiliario,106.6519598,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-03,Otros,24.5899422,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-03,Sellos,1783.36419013,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-04,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-04,Iibb,13819.89748209,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-04,Inmobiliario,90.59754601,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-04,Otros,24.42639294,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-04,Sellos,2135.09714549,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-05,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-05,Iibb,16554.10737406,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-05,Inmobiliario,157.41854095,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-05,Otros,35.32274999,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-05,Sellos,1629.61643738,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-06,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-06,Iibb,16142.33423689,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-06,Inmobiliario,166.92977987,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-06,Otros,75.12853597,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-06,Sellos,1781.80455719,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-07,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-07,Iibb,16466.41004466,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-07,Inmobiliario,154.14612297,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-07,Otros,79.7833583,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Formosa,2026-07,Sellos,1700.64816976,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-01,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-01,Iibb,25337.645064,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-01,Inmobiliario,1444.984319,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-01,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-01,Sellos,3251.227113,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-02,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-02,Iibb,23522.391473,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-02,Inmobiliario,2770.087933,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-02,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-02,Sellos,3386.045269,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-03,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-03,Iibb,23692.420305,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-03,Inmobiliario,2784.644854,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-03,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-03,Sellos,2791.764264,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-04,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-04,Iibb,24783.802606,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-04,Inmobiliario,809.556199,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-04,Otros,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-04,Sellos,3144.524758,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-05,Automotores,0.0,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
Jujuy,2026-05,Iibb,26407.681451,pesos_corrientes,auditado,top_mensual_2026_12.xlsx,https://www.argentina.gob.ar/sites/default/files/top_mensual_2026_12.xlsx
